OBJECTID,src_boro_c,nbr_boro_c,LENGTH,NODE_COUNT
5576,3031702,3033900,0.001723285550133,0
5577,3031702,3034100,0.000000000000000,1
5578,3031900,3031702,0.002776471003205,0
5579,3031900,3032100,0.005985449542674,0
5580,3031900,3032900,0.002813631291293,0
5581,3031900,3033100,0.001174454521522,0
5582,3031900,3033300,0.001789980602593,0
5583,3031900,3033500,0.001760829052171,0
5584,3031900,3033700,0.000933902322553,0
5585,3032100,3021900,0.000000000000000,1
5586,3032100,3031702,0.002771565198418,0
5587,3032100,3031900,0.005985449542674,0
5588,3032100,3032300,0.006306051646368,0
5589,3032100,3032700,0.000000000000000,1
5590,3032100,3032900,0.002879858561620,0
5591,3032300,3021900,0.002002900601095,0
5592,3032300,3031702,0.000000000000000,1
5593,3032300,3032100,0.006306051646368,0
5594,3032300,3032500,0.006177295685496,0
5595,3032300,3032700,0.004156966725148,0
5596,3032300,3032900,0.000000000000000,1
5597,3032500,3021300,0.006962093787384,0
5598,3032500,3021700,0.000000000000000,1
5599,3032500,3021900,0.002755453080527,0
5600,3032500,3032300,0.006177295685496,0
5601,3032500,3032700,0.003051333498871,0
5602,3032600,3032800,0.002340316604933,0
5603,3032600,3033000,0.002136285634651,0
5604,3032600,3034000,0.000000000000000,1
5605,3032600,3034200,0.002421232370849,0
5606,3032600,3034800,0.010102424795195,0
5607,3032600,3035200,0.008572948118512,0
5608,3032700,3017700,0.004336383249901,0
5609,3032700,3021300,0.001193715263552,0
5610,3032700,3032100,0.000000000000000,1
5611,3032700,3032300,0.004156966725148,0
5612,3032700,3032500,0.003051333498871,0
5613,3032700,3032900,0.001561172595001,0
5614,3032700,3079801,0.004518697624310,0
5615,3032700,3079802,0.002179303651775,0
5616,3032700,3080000,0.003350258497035,0
5617,3032800,3032600,0.002340316604933,0
5618,3032800,3033000,0.010668414473974,0
5619,3032800,3033600,0.002290532024094,0
5620,3032800,3034200,0.010664423515539,0
5621,3032900,3031900,0.002813631291293,0
5622,3032900,3032100,0.002879858561620,0
5623,3032900,3032300,0.000000000000000,1
5624,3032900,3032700,0.001561172595001,0
5625,3032900,3033100,0.006694091569632,0
5626,3032900,3080000,0.002894850342093,0
5627,3032900,3080400,0.002902078438333,0
5628,3032900,3080600,0.005094704055257,0
5629,3033000,3032600,0.002136285634651,0
5630,3033000,3032800,0.010668414473974,0
5631,3033000,3033600,0.004910769954344,0
5632,3033000,3034800,0.001033777510614,0
5633,3033100,3031900,0.001174454521522,0
5634,3033100,3032900,0.006694091569632,0
5635,3033100,3033300,0.011092117540847,0
5636,3033100,3035500,0.001466106390127,0
5637,3033100,3080600,0.002804509316718,0
5638,3033100,3087401,0.002771280809838,0
5639,3033100,3087600,0.000000000000000,1
5640,3033300,3031900,0.001789980602593,0
5641,3033300,3033100,0.011092117540847,0
5642,3033300,3033500,0.011093725350934,0
5643,3033300,3035300,0.000894386215382,0
5644,3033300,3035500,0.000895938265981,0
5645,3033500,3031900,0.001760829052171,0
5646,3033500,3033300,0.011093725350934,0
5647,3033500,3033700,0.011088577107251,0
5648,3033500,3035300,0.001708044659144,0
5649,3033600,3032800,0.002290532024094,0
5650,3033600,3033000,0.004910769954344,0
5651,3033600,3034000,0.001025969175915,0
5652,3033600,3034200,0.001332849134386,0
5653,3033600,3035200,0.000591720795728,0
5654,3033700,3031702,0.000954564286446,0
5655,3033700,3031900,0.000933902322553,0
5656,3033700,3033500,0.011088577107251,0
5657,3033700,3033900,0.011089513344380,0
5658,3033700,3035300,0.001921933224569,0
5659,3033900,3031701,0.000000000000000,1
5660,3033900,3031702,0.001723285550133,0
5661,3033900,3033700,0.011089513344380,0
5662,3033900,3034100,0.005543704172795,0
5663,3033900,3034300,0.005548003939083,0
5664,3033900,3034500,0.000000000000000,1
5665,3033900,3035300,0.001741203185033,0
5666,3034000,3032600,0.000000000000000,1
5667,3034000,3033600,0.001025969175915,0
5668,3034000,3034200,0.010902924765850,0
5669,3034000,3035200,0.012876104585413,0
5670,3034100,3031100,0.000000000000000,1
5671,3034100,3031300,0.005543967082549,0
5672,3034100,3031500,0.000000000000000,1
5673,3034100,3031701,0.002684823411206,0
5674,3034100,3031702,0.000000000000000,1
5675,3034100,3033900,0.005543704172795,0
5676,3034100,3034300,0.002682351718543,0
5677,3034200,3032600,0.002421232370849,0
5678,3034200,3032800,0.010664423515539,0
5679,3034200,3033600,0.001332849134386,0
5680,3034200,3034000,0.010902924765850,0
5681,3034200,3035200,0.000000000000000,1
5682,3034300,3030900,0.000000000000000,1
5683,3034300,3031100,0.006465445396934,0
5684,3034300,3031300,0.000000000000000,1
5685,3034300,3033900,0.005548003939083,0
5686,3034300,3034100,0.002682351718543,0
5687,3034300,3034500,0.003575541105612,0
5688,3034300,3035300,0.000000000000000,1
5689,3034500,3030700,0.000000000000000,1
5690,3034500,3030900,0.006449633715470,0
5691,3034500,3031100,0.000000000000000,1
5692,3034500,3033900,0.000000000000000,1
5693,3034500,3034300,0.003575541105612,0
5694,3034500,3034700,0.002685352990575,0
5695,3034500,3034900,0.000000000000000,1
5696,3034500,3035100,0.002771488197642,0
5697,3034500,3035300,0.002774368952692,0
5698,3034700,3030700,0.005541238032280,0
5699,3034700,3030900,0.000000000000000,1
5700,3034700,3034500,0.002685352990575,0
5701,3034700,3034900,0.002774032926203,0
5702,3034700,3035100,0.000000000000000,1
5703,3034700,3035700,0.002773264208821,0
5704,3034700,3035900,0.002687021123149,0
5705,3034800,3030800,0.012988035219053,0
5706,3034800,3031400,0.006200976439747,0
5707,3034800,3032600,0.010102424795195,0
5708,3034800,3033000,0.001033777510614,0
5709,3034800,3035000,0.009465401697145,0
5710,3034800,3035200,0.002211152260320,0
5711,3034800,3035400,0.004745680616390,0
5712,3034800,3037402,0.000000000000000,1
5713,3034900,3034500,0.000000000000000,1
5714,3034900,3034700,0.002774032926203,0
5715,3034900,3035100,0.006267775769349,0
5716,3034900,3035500,0.002775399113666,0
5717,3034900,3035700,0.006263467957380,0
5718,3035000,3034800,0.009465401697145,0
5719,3035000,3035200,0.004636325691548,0
5720,3035000,3035400,0.004540452994600,0
5721,3035100,3034500,0.002771488197642,0
5722,3035100,3034700,0.000000000000000,1
5723,3035100,3034900,0.006267775769349,0
5724,3035100,3035300,0.006276474915759,0
5725,3035100,3035500,0.002772500767996,0
5726,3035200,3032600,0.008572948118512,0
5727,3035200,3033600,0.000591720795728,0
5728,3035200,3034000,0.012876104585413,0
5729,3035200,3034200,0.000000000000000,1
5730,3035200,3034800,0.002211152260320,0
5731,3035200,3035000,0.004636325691548,0
5732,3035200,3035400,0.004450315372501,0
5733,3035200,3035602,0.004226788596228,0
5734,3035200,3036001,0.006174573308063,0
5735,3035200,3036002,0.003449121254331,0
5736,3035200,3061002,0.001266140177661,0
5737,3035300,3033300,0.000894386215382,0
5738,3035300,3033500,0.001708044659144,0
5739,3035300,3033700,0.001921933224569,0
5740,3035300,3033900,0.001741203185033,0
5741,3035300,3034300,0.000000000000000,1
5742,3035300,3034500,0.002774368952692,0
5743,3035300,3035100,0.006276474915759,0
5744,3035300,3035500,0.002763867461933,0
5745,3035400,3030800,0.000000000000000,1
5746,3035400,3034800,0.004745680616390,0
5747,3035400,3035000,0.004540452994600,0
5748,3035400,3035200,0.004450315372501,0
5749,3035400,3035601,0.006154467696703,0
5750,3035400,3035602,0.003940841989852,0
5751,3035400,3036600,0.003137408788415,0
5752,3035400,3037000,0.000000000000000,1
5753,3035400,3037401,0.002472012020940,0
5754,3035400,3037402,0.005668559171398,0
5755,3035500,3033100,0.001466106390127,0
5756,3035500,3033300,0.000895938265981,0
5757,3035500,3034900,0.002775399113666,0
5758,3035500,3035100,0.002772500767996,0
5759,3035500,3035300,0.002763867461933,0
5760,3035500,3035700,0.000591676022069,0
5761,3035500,3087401,0.000000000000000,1
5762,3035500,3087600,0.002716760739481,0
5763,3035500,3088000,0.003876380297990,0
5764,3035500,3088200,0.002148958737469,0
5765,3035601,3035400,0.006154467696703,0
5766,3035601,3035602,0.004289894233089,0
5767,3035601,3036400,0.000000000000000,1
5768,3035601,3036600,0.001169389990344,0
5769,3035602,3035200,0.004226788596228,0
5770,3035602,3035400,0.003940841989852,0
5771,3035602,3035601,0.004289894233089,0
5772,3035602,3036001,0.001117633949160,0
5773,3035602,3036200,0.002189813249674,0
5774,3035602,3036400,0.001989262635688,0
5775,3035602,3036600,0.000000000000000,1
5776,3035700,3034700,0.002773264208821,0
5777,3035700,3034900,0.006263467957380,0
5778,3035700,3035500,0.000591676022069,0
5779,3035700,3035900,0.005337284903157,0
5780,3035700,3088200,0.000537856407034,0
5781,3035700,3088400,0.002016670249378,0
5782,3035700,3089200,0.002169300866360,0
5783,3035700,3090000,0.000159537104535,0
5784,3035900,3030300,0.000000000000000,1
5785,3035900,3030700,0.002954349610703,0
5786,3035900,3034700,0.002687021123149,0
5787,3035900,3035700,0.005337284903157,0
5788,3035900,3036100,0.003928762317771,0
5789,3035900,3036300,0.002687016182664,0
5790,3035900,3090000,0.001628466542643,0
5791,3036001,3035200,0.006174573308063,0
5792,3036001,3035602,0.001117633949160,0
5793,3036001,3036002,0.002271130173217,0
5794,3036001,3036200,0.005347139208451,0
5795,3036002,3035200,0.003449121254331,0
5796,3036002,3036001,0.002271130173217,0
5797,3036002,3036200,0.003728041915142,0
5798,3036002,3061002,0.002823572317674,0
5799,3036002,3061004,0.000000000000000,1
5800,3036100,3035900,0.003928762317771,0
5801,3036100,3036300,0.007538265373160,0
5802,3036100,3090000,0.005802090148603,0
5803,3036100,3090200,0.002848294570920,0
5804,3036200,3035602,0.002189813249674,0
5805,3036200,3036001,0.005347139208451,0
5806,3036200,3036002,0.003728041915142,0
5807,3036200,3036400,0.008420605944799,0
5808,3036200,3061002,0.000000000000000,1
5809,3036200,3061003,0.001855722555608,0
5810,3036200,3061004,0.000238186245777,0
5811,3036300,3030300,0.008138850153302,0
5812,3036300,3030700,0.000000000000000,1
5813,3036300,3035900,0.002687016182664,0
5814,3036300,3036100,0.007538265373160,0
5815,3036300,3036501,0.002779142744317,0
5816,3036300,3036502,0.001980309085471,0
5817,3036300,3090200,0.000910118762889,0
5818,3036300,3090600,0.002256195434241,0
5819,3036300,3092400,0.002949413122855,0
5820,3036400,3035601,0.000000000000000,1
5821,3036400,3035602,0.001989262635688,0
5822,3036400,3036200,0.008420605944799,0
5823,3036400,3036600,0.007817768011131,0
5824,3036400,3061003,0.001884767949968,0
5825,3036501,3030100,0.002774172396094,0
5826,3036501,3030300,0.003270813407507,0
5827,3036501,3036300,0.002779142744317,0
5828,3036501,3036502,0.006087376006870,0
5829,3036501,3036700,0.000000000000000,1
5830,3036501,3036900,0.002842063888729,0
5831,3036502,3036300,0.001980309085471,0
5832,3036502,3036501,0.006087376006870,0
5833,3036502,3036700,0.005427329417020,0
5834,3036502,3036900,0.000000000000000,1
5835,3036502,3090600,0.001510008768593,0
5836,3036502,3090800,0.004840072120037,0
5837,3036502,3114400,0.000848404096214,0
5838,3036600,3035400,0.003137408788415,0
5839,3036600,3035601,0.001169389990344,0
5840,3036600,3035602,0.000000000000000,1
5841,3036600,3036400,0.007817768011131,0
5842,3036600,3037000,0.006379727584664,0
5843,3036600,3037401,0.000000000000000,1
5844,3036600,3060600,0.000000000000000,1
5845,3036600,3060800,0.001780661592687,0
5846,3036600,3061003,0.001314802223355,0
5847,3036700,3036501,0.000000000000000,1
5848,3036700,3036502,0.005427329417020,0
5849,3036700,3036900,0.004993562052159,0
5850,3036700,3040500,0.001661402863265,0
5851,3036700,3114201,0.004628457487211,0
5852,3036700,3114400,0.002854014731682,0
5853,3036700,3119800,0.000000000000000,1
5854,3036900,3030100,0.001940322525631,0
5855,3036900,3036501,0.002842063888729,0
5856,3036900,3036502,0.000000000000000,1
5857,3036900,3036700,0.004993562052159,0
5858,3036900,3037100,0.004290243425780,0
5859,3036900,3037300,0.001192288774958,0
5860,3036900,3040300,0.003444956577642,0
5861,3036900,3040500,0.003501999744928,0
5862,3037000,3035400,0.000000000000000,1
5863,3037000,3036600,0.006379727584664,0
5864,3037000,3037401,0.006695034524514,0
5865,3037000,3039000,0.004491450085518,0
5866,3037000,3058400,0.000000000000000,1
5867,3037000,3058800,0.004303993117401,0
5868,3037000,3060600,0.002282986336402,0
5869,3037000,3060800,0.000000000000000,1
5870,3037100,3030100,0.005556140755613,0
5871,3037100,3036900,0.004290243425780,0
5872,3037100,3037300,0.005347499649144,0
5873,3037100,3037900,0.003327162225768,0
5874,3037300,3036900,0.001192288774958,0
5875,3037300,3037100,0.005347499649144,0
5876,3037300,3037500,0.000999648042458,0
5877,3037300,3037700,0.003736314056517,0
5878,3037300,3037900,0.000748502904687,0
5879,3037300,3039700,0.002302749086824,0
5880,3037300,3040100,0.004336251417469,0
5881,3037300,3040300,0.000874143418606,0
5882,3037401,3035400,0.002472012020940,0
5883,3037401,3036600,0.000000000000000,1
5884,3037401,3037000,0.006695034524514,0
5885,3037401,3037402,0.006591864193680,0
5886,3037401,3038800,0.003726800593328,0
5887,3037401,3039000,0.001383710690285,0
5888,3037402,3030800,0.006982734752860,0
5889,3037402,3034800,0.000000000000000,1
5890,3037402,3035400,0.005668559171398,0
5891,3037402,3037401,0.006591864193680,0
5892,3037402,3038600,0.003083984014988,0
5893,3037402,3038800,0.000932775691923,0
5894,3037500,3037300,0.000999648042458,0
5895,3037500,3037700,0.005438158952418,0
5896,3037500,3038300,0.000746566036417,0
5897,3037500,3038500,0.002987293996099,0
5898,3037500,3038700,0.001531489929760,0
5899,3037500,3039500,0.000748733592246,0
5900,3037500,3039700,0.006441117293153,0
5901,3037700,3037300,0.003736314056517,0
5902,3037700,3037500,0.005438158952418,0
5903,3037700,3037900,0.005460222471474,0
5904,3037700,3038100,0.001503210972005,0
5905,3037700,3038300,0.002240740415905,0
5906,3037900,3029900,0.000000000000000,1
5907,3037900,3030100,0.005354330110677,0
5908,3037900,3037100,0.003327162225768,0
5909,3037900,3037300,0.000748502904687,0
5910,3037900,3037700,0.005460222471474,0
5911,3037900,3038100,0.003308962716421,0
5912,3038100,3027100,0.000000000000000,1
5913,3038100,3029700,0.003639797487049,0
5914,3038100,3029900,0.007420941019131,0
5915,3038100,3030100,0.000000000000000,1
5916,3038100,3037700,0.001503210972005,0
5917,3038100,3037900,0.003308962716421,0
5918,3038100,3038300,0.006235824566352,0
5919,3038200,3030600,0.004587616732080,0
5920,3038200,3030800,0.008396960124712,0
5921,3038200,3038600,0.002711604123260,0
5922,3038200,3040200,0.003954701590868,0
5923,3038300,3029500,0.002240267563524,0
5924,3038300,3029700,0.000749099712707,0
5925,3038300,3037500,0.000746566036417,0
5926,3038300,3037700,0.002240740415905,0
5927,3038300,3038100,0.006235824566352,0
5928,3038300,3038500,0.006235141186606,0
5929,3038500,3029300,0.002240792713404,0
5930,3038500,3029500,0.000748153490936,0
5931,3038500,3037500,0.002987293996099,0
5932,3038500,3038300,0.006235141186606,0
5933,3038500,3038700,0.006244909400176,0
5934,3038600,3030800,0.005512068981550,0
5935,3038600,3037402,0.003083984014988,0
5936,3038600,3038200,0.002711604123260,0
5937,3038600,3038800,0.003373221370606,0
5938,3038600,3039800,0.008732466644902,0
5939,3038600,3040200,0.000759567358731,0
5940,3038700,3028900,0.003421170212869,0
5941,3038700,3029100,0.002987661282226,0
5942,3038700,3029300,0.000746371841355,0
5943,3038700,3037500,0.001531489929760,0
5944,3038700,3038500,0.006244909400176,0
5945,3038700,3039500,0.003699534065254,0
5946,3038800,3037401,0.003726800593328,0
5947,3038800,3037402,0.000932775691923,0
5948,3038800,3038600,0.003373221370606,0
5949,3038800,3039000,0.004588872271349,0
5950,3038800,3039400,0.000000000000000,1
5951,3038800,3039600,0.004498755238809,0
5952,3038800,3039800,0.001377599236003,0
5953,3038900,3028501,0.003851014191570,0
5954,3038900,3028502,0.000443160353964,0
5955,3038900,3028700,0.003386175428928,0
5956,3038900,3039100,0.006878234046918,0
5957,3038900,3039300,0.002972159613624,0
5958,3038900,3048500,0.000000000000000,1
5959,3038900,3048900,0.003539934113696,0
5960,3038900,3049100,0.001550546213981,0
5961,3038900,3050700,0.000000000000000,1
5962,3039000,3037000,0.004491450085518,0
5963,3039000,3037401,0.001383710690285,0
5964,3039000,3038800,0.004588872271349,0
5965,3039000,3039200,0.006238153691983,0
5966,3039000,3039400,0.002328236122008,0
5967,3039000,3039600,0.000000000000000,1
5968,3039000,3058400,0.002151579129178,0
5969,3039000,3058800,0.000000000000000,1
5970,3039100,3038900,0.006878234046918,0
5971,3039100,3039300,0.002969825710711,0
5972,3039100,3042300,0.001652292915711,0
5973,3039100,3042500,0.005466809021033,0
5974,3039100,3048500,0.003124792323342,0
5975,3039100,3048900,0.000000000000000,1
5976,3039200,3039000,0.006238153691983,0
5977,3039200,3039400,0.006496273496265,0
5978,3039200,3058200,0.002156621213878,0
5979,3039200,3058400,0.002425909377251,0
5980,3039300,3028700,0.004311396533013,0
5981,3039300,3028900,0.004213786700040,0
5982,3039300,3038900,0.002972159613624,0
5983,3039300,3039100,0.002969825710711,0
5984,3039300,3039500,0.004488715949279,0
5985,3039300,3042100,0.000864332889456,0
5986,3039300,3042300,0.002571824460103,0
5987,3039400,3038800,0.000000000000000,1
5988,3039400,3039000,0.002328236122008,0
5989,3039400,3039200,0.006496273496265,0
5990,3039400,3039600,0.004451175256473,0
5991,3039400,3041402,0.002311303926124,0
5992,3039400,3041600,0.004569594087470,0
5993,3039400,3055600,0.000000000000000,1
5994,3039400,3058200,0.002284334370051,0
5995,3039500,3028900,0.000348806894470,0
5996,3039500,3037500,0.000748733592246,0
5997,3039500,3038700,0.003699534065254,0
5998,3039500,3039300,0.004488715949279,0
5999,3039500,3039700,0.002006061470907,0
6000,3039500,3039900,0.001487434869966,0
6001,3039500,3041700,0.000000000000000,1
6002,3039500,3041900,0.003504243159822,0
6003,3039500,3042100,0.002591055498516,0
6004,3039600,3038800,0.004498755238809,0
6005,3039600,3039000,0.000000000000000,1
6006,3039600,3039400,0.004451175256473,0
6007,3039600,3039800,0.002316382481983,0
6008,3039600,3040000,0.002291679374343,0
6009,3039600,3041401,0.002798205867348,0
6010,3039600,3041402,0.000933829150648,0
6011,3039700,3037300,0.002302749086824,0
6012,3039700,3037500,0.006441117293153,0
6013,3039700,3039500,0.002006061470907,0
6014,3039700,3039900,0.008730026580056,0
6015,3039700,3040100,0.002007244846235,0
6016,3039800,3038600,0.008732466644902,0
6017,3039800,3038800,0.001377599236003,0
6018,3039800,3039600,0.002316382481983,0
6019,3039800,3040000,0.008928335612811,0
6020,3039800,3040200,0.002155812437164,0
6021,3039900,3039500,0.001487434869966,0
6022,3039900,3039700,0.008730026580056,0
6023,3039900,3040100,0.002065993270868,0
6024,3039900,3041300,0.000865943595934,0
6025,3039900,3041500,0.004361517764186,0
6026,3039900,3041700,0.003620189569053,0
6027,3039900,3041900,0.000000000000000,1
6028,3040000,3039600,0.002291679374343,0
6029,3040000,3039800,0.008928335612811,0
6030,3040000,3040200,0.002295665892466,0
6031,3040000,3040600,0.000936131449375,0
6032,3040000,3040800,0.002937316929397,0
6033,3040000,3041000,0.004048589168697,0
6034,3040000,3041401,0.001006096867827,0
6035,3040100,3037300,0.004336251417469,0
6036,3040100,3039700,0.002007244846235,0
6037,3040100,3039900,0.002065993270868,0
6038,3040100,3040300,0.004062164210466,0
6039,3040100,3041100,0.000863682880000,0
6040,3040100,3041300,0.003456510681064,0
6041,3040200,3029800,0.001206890284712,0
6042,3040200,3030000,0.003140785863819,0
6043,3040200,3030600,0.000113147715051,0
6044,3040200,3038200,0.003954701590868,0
6045,3040200,3038600,0.000759567358731,0
6046,3040200,3039800,0.002155812437164,0
6047,3040200,3040000,0.002295665892466,0
6048,3040200,3040400,0.001935812348475,0
6049,3040200,3040600,0.002799665174306,0
6050,3040300,3036900,0.003444956577642,0
6051,3040300,3037300,0.000874143418606,0
6052,3040300,3040100,0.004062164210466,0
6053,3040300,3040500,0.004306494603568,0
6054,3040300,3040700,0.004114126783107,0
6055,3040300,3041100,0.005119482748210,0
6056,3040400,3027000,0.002657927779891,0
6057,3040400,3029800,0.007295078700573,0
6058,3040400,3040200,0.001935812348475,0
6059,3040400,3040600,0.004796642293725,0
6060,3040400,3042800,0.007119970229129,0
6061,3040500,3036700,0.001661402863265,0
6062,3040500,3036900,0.003501999744928,0
6063,3040500,3040300,0.004306494603568,0
6064,3040500,3040700,0.004644929632170,0
6065,3040500,3114201,0.002027851047138,0
6066,3040600,3040000,0.000936131449375,0
6067,3040600,3040200,0.002799665174306,0
6068,3040600,3040400,0.004796642293725,0
6069,3040600,3040800,0.005726671403935,0
6070,3040600,3042600,0.000000000000000,1
6071,3040600,3042800,0.002795443030373,0
6072,3040700,3040300,0.004114126783107,0
6073,3040700,3040500,0.004644929632170,0
6074,3040700,3040900,0.003392546615858,0
6075,3040700,3041100,0.002127265893750,0
6076,3040700,3114201,0.008118797605886,0
6077,3040700,4056100,0.011303812349310,0
6078,3040800,3040000,0.002937316929397,0
6079,3040800,3040600,0.005726671403935,0
6080,3040800,3041000,0.004799936505860,0
6081,3040800,3042400,0.000000000000000,1
6082,3040800,3042600,0.003873969368445,0
6083,3040800,3042800,0.000000000000000,1
6084,3040900,3040700,0.003392546615858,0
6085,3040900,3041100,0.003526181799777,0
6086,3040900,3041300,0.000864115141786,0
6087,3040900,3043700,0.004282854001682,0
6088,3040900,4055500,0.000000000000000,1
6089,3040900,4055900,0.004213617818720,0
6090,3040900,4056100,0.000708443301103,0
6091,3041000,3040000,0.004048589168697,0
6092,3041000,3040800,0.004799936505860,0
6093,3041000,3041200,0.005370348142155,0
6094,3041000,3041401,0.002502578986194,0
6095,3041000,3042400,0.001871427239231,0
6096,3041000,3042600,0.000000000000000,1
6097,3041100,3040100,0.000863682880000,0
6098,3041100,3040300,0.005119482748210,0
6099,3041100,3040700,0.002127265893750,0
6100,3041100,3040900,0.003526181799777,0
6101,3041100,3041300,0.004133776231311,0
6102,3041200,3041000,0.005370348142155,0
6103,3041200,3041401,0.002432697263903,0
6104,3041200,3042200,0.002511330481931,0
6105,3041200,3042400,0.006364218086956,0
6106,3041300,3039900,0.000865943595934,0
6107,3041300,3040100,0.003456510681064,0
6108,3041300,3040900,0.000864115141786,0
6109,3041300,3041100,0.004133776231311,0
6110,3041300,3041500,0.004130975295059,0
6111,3041300,3043700,0.003462348282140,0
6112,3041401,3039600,0.002798205867348,0
6113,3041401,3040000,0.001006096867827,0
6114,3041401,3041000,0.002502578986194,0
6115,3041401,3041200,0.002432697263903,0
6116,3041401,3041402,0.004793989937671,0
6117,3041401,3042200,0.002170563039326,0
6118,3041402,3039400,0.002311303926124,0
6119,3041402,3039600,0.000933829150648,0
6120,3041402,3041401,0.004793989937671,0
6121,3041402,3041600,0.002427843855339,0
6122,3041402,3041800,0.003261034860306,0
6123,3041402,3042200,0.003389740424238,0
6124,3041500,3039900,0.004361517764186,0
6125,3041500,3041300,0.004130975295059,0
6126,3041500,3041700,0.004256546150630,0
6127,3041500,3043500,0.003456392600446,0
6128,3041500,3043700,0.000865747231997,0
6129,3041600,3039400,0.004569594087470,0
6130,3041600,3041402,0.002427843855339,0
6131,3041600,3041800,0.007460538154530,0
6132,3041600,3055400,0.000000000000000,1
6133,3041600,3055600,0.004783290699437,0
6134,3041600,3058200,0.000000000000000,1
6135,3041700,3039500,0.000000000000000,1
6136,3041700,3039900,0.003620189569053,0
6137,3041700,3041500,0.004256546150630,0
6138,3041700,3041900,0.004771005436718,0
6139,3041700,3043300,0.002596868161087,0
6140,3041700,3043500,0.000865454544233,0
6141,3041800,3041402,0.003261034860306,0
6142,3041800,3041600,0.007460538154530,0
6143,3041800,3042000,0.006216821598107,0
6144,3041800,3042200,0.001611548665063,0
6145,3041800,3055400,0.001984297488056,0
6146,3041800,3055600,0.000000000000000,1
6147,3041900,3039500,0.003504243159822,0
6148,3041900,3039900,0.000000000000000,1
6149,3041900,3041700,0.004771005436718,0
6150,3041900,3042100,0.004889063787060,0
6151,3041900,3043100,0.001730503805654,0
6152,3041900,3043300,0.001727502196376,0
6153,3042000,3041800,0.006216821598107,0
6154,3042000,3042200,0.002201403236215,0
6155,3042000,3043800,0.000000000000000,1
6156,3042000,3044200,0.007943076467631,0
6157,3042000,3054200,0.002607718077412,0
6158,3042000,3055400,0.002695934544723,0
6159,3042100,3039300,0.000864332889456,0
6160,3042100,3039500,0.002591055498516,0
6161,3042100,3041900,0.004889063787060,0
6162,3042100,3042300,0.004881435273331,0
6163,3042100,3042900,0.000863945412887,0
6164,3042100,3043100,0.002596863067433,0
6165,3042200,3041200,0.002511330481931,0
6166,3042200,3041401,0.002170563039326,0
6167,3042200,3041402,0.003389740424238,0
6168,3042200,3041800,0.001611548665063,0
6169,3042200,3042000,0.002201403236215,0
6170,3042200,3042400,0.002180459854215,0
6171,3042200,3043800,0.005342257471987,0
6172,3042200,3044200,0.000000000000000,1
6173,3042300,3039100,0.001652292915711,0
6174,3042300,3039300,0.002571824460103,0
6175,3042300,3042100,0.004881435273331,0
6176,3042300,3042500,0.004188282875441,0
6177,3042300,3042700,0.000863440695766,0
6178,3042300,3042900,0.003456049759826,0
6179,3042400,3040800,0.000000000000000,1
6180,3042400,3041000,0.001871427239231,0
6181,3042400,3041200,0.006364218086956,0
6182,3042400,3042200,0.002180459854215,0
6183,3042400,3042600,0.004683871007488,0
6184,3042400,3043200,0.000000000000000,1
6185,3042400,3043400,0.004696601456173,0
6186,3042400,3043800,0.001042652430304,0
6187,3042500,3039100,0.005466809021033,0
6188,3042500,3042300,0.004188282875441,0
6189,3042500,3042700,0.004094947263634,0
6190,3042500,3045300,0.001655808399347,0
6191,3042500,3048500,0.001347634563038,0
6192,3042600,3040600,0.000000000000000,1
6193,3042600,3040800,0.003873969368445,0
6194,3042600,3041000,0.000000000000000,1
6195,3042600,3042400,0.004683871007488,0
6196,3042600,3042800,0.004684895723593,0
6197,3042600,3043000,0.000929561371754,0
6198,3042600,3043200,0.002942070438908,0
6199,3042600,3043400,0.000000000000000,1
6200,3042700,3042300,0.000863440695766,0
6201,3042700,3042500,0.004094947263634,0
6202,3042700,3042900,0.004290057940249,0
6203,3042700,3044700,0.002593917187417,0
6204,3042700,3045300,0.005416754206468,0
6205,3042800,3027000,0.000797484890300,0
6206,3042800,3027200,0.000173409380710,0
6207,3042800,3040400,0.007119970229129,0
6208,3042800,3040600,0.002795443030373,0
6209,3042800,3040800,0.000000000000000,1
6210,3042800,3042600,0.004684895723593,0
6211,3042800,3043000,0.005910306840378,0
6212,3042900,3042100,0.000863945412887,0
6213,3042900,3042300,0.003456049759826,0
6214,3042900,3042700,0.004290057940249,0
6215,3042900,3043100,0.004288728862873,0
6216,3042900,3044300,0.000000000000000,1
6217,3042900,3044500,0.003463614052532,0
6218,3042900,3044700,0.000861801490376,0
6219,3043000,3025600,0.000801351030477,0
6220,3043000,3025800,0.002415865919097,0
6221,3043000,3026600,0.001614987051073,0
6222,3043000,3026800,0.002546329749066,0
6223,3043000,3027200,0.000639245082772,0
6224,3043000,3042600,0.000929561371754,0
6225,3043000,3042800,0.005910306840378,0
6226,3043000,3043200,0.004974898245775,0
6227,3043100,3041900,0.001730503805654,0
6228,3043100,3042100,0.002596863067433,0
6229,3043100,3042900,0.004288728862873,0
6230,3043100,3043300,0.004289240399316,0
6231,3043100,3044100,0.000864427212268,0
6232,3043100,3044300,0.003459515190176,0
6233,3043100,3044500,0.000000000000000,1
6234,3043200,3025400,0.000000000000000,1
6235,3043200,3025600,0.001675045021457,0
6236,3043200,3042400,0.000000000000000,1
6237,3043200,3042600,0.002942070438908,0
6238,3043200,3043000,0.004974898245775,0
6239,3043200,3043400,0.004598080111255,0
