Date,Time_Period,Census_Tracts,Volume
2017-01-16,evening,3026100,4
2017-01-16,evening,2038302,2
2017-01-16,evening,1005700,1
2017-01-16,evening,2021700,1
2017-01-16,evening,4033900,1
2017-01-16,latenight,2039901,2
2017-01-16,latenight,3007700,1
2017-01-16,latenight,4040500,1
2017-01-16,midday,1003300,2
2017-01-16,midday,2023900,2
2017-01-16,midday,1006400,1
2017-01-16,midday,2025300,1
2017-01-16,midday,3037500,1
2017-01-16,midday,3057300,1
2017-01-16,midday,4103201,1
2017-01-16,midday,5018901,1
2017-01-16,morning,1018600,2
2017-01-16,morning,2023501,2
2017-01-16,morning,3032600,1
2017-02-08,evening,1024100,2
2017-02-08,evening,3098200,2
2017-02-08,evening,4059300,2
2017-02-08,evening,1001600,1
2017-02-08,evening,1020901,1
2017-02-08,evening,2014400,1
2017-02-08,evening,2014701,1
2017-02-08,evening,2016300,1
2017-02-08,evening,2040100,1
2017-02-08,evening,2041300,1
2017-02-08,evening,3024500,1
2017-02-08,evening,3032600,1
2017-02-08,evening,4027700,1
2017-02-08,evening,4059500,1
2017-02-08,latenight,4046500,3
2017-02-08,latenight,2026300,2
2017-02-08,latenight,4079900,2
2017-02-08,latenight,1016400,1
2017-02-08,latenight,3039200,1
2017-02-08,latenight,3082200,1
2017-02-08,latenight,4040500,1
2017-02-08,midday,2033201,2
2017-02-08,midday,2039300,2
2017-02-08,midday,3006800,2
2017-02-08,midday,4157901,2
2017-02-08,midday,5020700,2
2017-02-08,midday,1001300,1
2017-02-08,midday,2014702,1
2017-02-08,midday,2017100,1
2017-02-08,midday,3015900,1
2017-02-08,midday,4009800,1
2017-02-08,midday,4094202,1
2017-02-08,midday,5024800,1
2017-02-08,morning,1002000,2
2017-02-08,morning,4016300,2
2017-02-08,morning,2023900,1
2017-02-08,morning,2024000,1
2017-02-08,morning,2024800,1
2017-02-08,morning,3040300,1
2017-02-08,morning,3051800,1
2017-02-08,morning,5018901,1
2017-02-20,evening,1022400,2
2017-02-20,evening,2006500,2
2017-02-20,evening,5004000,2
2017-02-20,evening,2021502,1
2017-02-20,evening,3000900,1
2017-02-20,evening,3002100,1
2017-02-20,evening,3031500,1
2017-02-20,evening,3051001,1
2017-02-20,evening,4020800,1
2017-02-20,evening,4040400,1
2017-02-20,latenight,1029300,2
2017-02-20,latenight,2013200,1
2017-02-20,latenight,3008000,1
2017-02-20,latenight,3009200,1
2017-02-20,latenight,3030500,1
2017-02-20,latenight,4028300,1
2017-02-20,midday,1024301,2
2017-02-20,midday,4040400,2
2017-02-20,midday,1004900,1
2017-02-20,midday,1006400,1
2017-02-20,midday,1012800,1
2017-02-20,midday,2015100,1
2017-02-20,midday,2026500,1
2017-02-20,morning,2039400,1
2017-02-20,morning,3035500,1
2017-02-21,evening,1014300,6
2017-02-21,evening,3012902,6
2017-02-21,evening,1018200,1
2017-02-21,evening,1024900,1
2017-02-21,evening,2005100,1
2017-02-21,evening,3028502,1
2017-02-21,evening,3052700,1
2017-02-21,evening,3098200,1
2017-02-21,evening,4122701,1
2017-02-21,latenight,5022300,3
2017-02-21,latenight,1011000,2
2017-02-21,latenight,2022500,2
2017-02-21,latenight,2017902,1
2017-02-21,latenight,2039901,1
2017-02-21,midday,3048400,3
2017-02-21,midday,1004900,2
2017-02-21,midday,2041400,2
2017-02-21,midday,2005002,1
2017-02-21,midday,2007200,1
2017-02-21,midday,2018102,1
2017-02-21,midday,3016000,1
2017-02-21,midday,3027300,1
2017-02-21,midday,3033100,1
2017-02-21,midday,3050804,1
2017-02-21,midday,3089800,1
2017-02-21,morning,2019900,2
2017-02-21,morning,1016200,1
2017-02-21,morning,2033202,1
2017-02-17,evening,4016400,3
2017-02-17,evening,5013301,3
2017-02-17,evening,4012301,2
2017-02-17,evening,4017200,2
2017-02-17,evening,2020100,1
2017-02-17,evening,2023502,1
2017-02-17,evening,3031701,1
2017-02-17,evening,4142900,1
2017-02-17,latenight,3008000,2
2017-02-17,latenight,2045800,1
2017-02-17,latenight,4046900,1
2017-02-17,latenight,4116300,1
2017-02-17,midday,2025600,2
2017-02-17,midday,1008900,1
2017-02-17,midday,1029300,1
2017-02-17,midday,3018700,1
2017-02-17,midday,3032500,1
2017-02-17,midday,3044900,1
2017-02-17,morning,1017700,1
2017-02-17,morning,1018900,1
2017-02-17,morning,3008400,1
2017-02-17,morning,4006202,1
2017-02-17,morning,5011202,1
2017-02-25,evening,1002100,2
2017-02-25,evening,1009100,2
2017-02-25,evening,2025100,2
2017-02-25,evening,4007300,2
2017-02-25,evening,4042700,2
2017-02-25,evening,1010200,1
2017-02-25,evening,1019400,1
2017-02-25,evening,2023900,1
2017-02-25,evening,2043100,1
2017-02-25,evening,3027500,1
2017-02-25,evening,3048200,1
2017-02-25,evening,3049300,1
2017-02-25,evening,3065000,1
2017-02-25,latenight,1016200,2
2017-02-25,latenight,1002000,1
2017-02-25,latenight,1007100,1
2017-02-25,latenight,1011000,1
2017-02-25,latenight,1017200,1
2017-02-25,latenight,3006700,1
2017-02-25,latenight,3028900,1
2017-02-25,latenight,3051100,1
2017-02-25,latenight,3088600,1
2017-02-25,latenight,4029500,1
2017-02-25,latenight,4088400,1
2017-02-25,latenight,4162100,1
2017-02-25,midday,2036501,7
2017-02-25,morning,2013800,5
2017-02-25,morning,1004900,1
2017-02-25,morning,1018600,1
2017-02-25,morning,2004600,1
2017-02-25,morning,5020700,1
2017-03-03,evening,3088000,4
2017-03-03,evening,4005800,3
2017-03-03,evening,3090600,2
2017-03-03,evening,1001600,1
2017-03-03,evening,1014300,1
2017-03-03,evening,1016600,1
2017-03-03,evening,1017900,1
2017-03-03,evening,1021600,1
2017-03-03,evening,1023200,1
2017-03-03,evening,2039902,1
2017-03-03,evening,4017400,1
2017-03-03,evening,4054000,1
2017-03-03,latenight,1016100,2
2017-03-03,latenight,1000600,1
2017-03-03,latenight,1001002,1
2017-03-03,latenight,1012000,1
2017-03-03,latenight,2001900,1
2017-03-03,latenight,3051800,1
2017-03-03,latenight,3052000,1
2017-03-03,latenight,3088400,1
2017-03-03,latenight,4089200,1
2017-03-03,midday,1021303,2
2017-03-03,midday,1008000,1
2017-03-03,midday,3088400,1
2017-03-03,midday,4093900,1
2017-03-03,morning,1003100,2
2017-03-03,morning,1019200,2
2017-03-03,morning,1001300,1
2017-03-03,morning,1029100,1
2017-03-03,morning,3020300,1
2017-03-03,morning,3049700,1
2017-03-16,evening,2004100,6
2017-03-16,evening,3088000,4
2017-03-16,evening,1024500,2
2017-03-16,evening,1001501,1
2017-03-16,evening,1014300,1
2017-03-16,evening,1016400,1
2017-03-16,evening,1023600,1
2017-03-16,evening,1025100,1
2017-03-16,evening,3026800,1
2017-03-16,evening,4007300,1
2017-03-16,evening,4047800,1
2017-03-16,latenight,4040300,5
2017-03-16,latenight,1001502,1
2017-03-16,latenight,1023000,1
2017-03-16,latenight,2016600,1
2017-03-16,latenight,3047600,1
2017-03-16,latenight,4038100,1
2017-03-16,midday,1024500,1
2017-03-16,midday,2016600,1
2017-03-16,midday,3029800,1
2017-03-16,midday,3041000,1
2017-03-16,midday,3062800,1
2017-03-16,midday,3083000,1
2017-03-16,midday,3103400,1
2017-03-16,morning,3034300,2
2017-03-31,evening,3038700,3
2017-03-31,evening,1008000,1
2017-03-31,evening,1018300,1
2017-03-31,evening,1019600,1
2017-03-31,evening,4079701,1
2017-03-31,latenight,1012100,1
2017-03-31,latenight,2042500,1
2017-03-31,latenight,3017700,1
2017-03-31,latenight,3052500,1
2017-03-31,latenight,3085600,1
2017-03-31,latenight,3098200,1
2017-03-31,midday,1015802,1
2017-03-31,midday,1020800,1
2017-03-31,midday,2038800,1
2017-03-31,midday,4011800,1
2017-03-31,morning,1004400,1
2017-03-31,morning,1004700,1
2017-03-31,morning,1023200,1
2017-04-02,evening,1001300,1
2017-04-02,evening,1021800,1
2017-04-02,evening,3006900,1
2017-04-02,evening,3103400,1
2017-04-02,evening,4013000,1
2017-04-02,evening,4062600,1
2017-04-02,latenight,2033202,2
2017-04-02,latenight,4040400,2
2017-04-02,latenight,1001300,1
2017-04-02,latenight,1023600,1
2017-04-02,latenight,2007900,1
2017-04-02,latenight,2040502,1
2017-04-02,latenight,3035100,1
2017-04-02,latenight,3035700,1
2017-04-02,latenight,3099800,1
2017-04-02,latenight,4006100,1
2017-04-02,midday,3003400,6
2017-04-02,midday,1029300,1
2017-04-02,midday,2024800,1
2017-04-02,midday,2033400,1
2017-04-02,midday,2038100,1
2017-04-02,midday,3034500,1
2017-04-02,midday,4097203,1
2017-04-02,morning,1004200,4
2017-04-02,morning,2006000,1
2017-04-02,morning,2008900,1
2017-04-02,morning,3023300,1
2017-04-04,evening,1025100,2
2017-04-04,evening,2002300,2
2017-04-04,evening,1003800,1
2017-04-04,evening,1011203,1
2017-04-04,evening,3030300,1
2017-04-04,evening,4004700,1
2017-04-04,evening,4075702,1
2017-04-04,latenight,2006700,2
2017-04-04,latenight,1012400,1
2017-04-04,latenight,2019300,1
2017-04-04,latenight,3037700,1
2017-04-04,latenight,3091200,1
2017-04-04,midday,3049600,4
2017-04-04,midday,1012700,2
2017-04-04,midday,1019100,2
2017-04-04,midday,1017000,1
2017-04-04,midday,1017200,1
2017-04-04,midday,3090000,1
2017-04-04,morning,2023900,3
2017-04-04,morning,1031704,1
2017-04-04,morning,3003500,1
2017-04-04,morning,3035200,1
2017-03-24,evening,3038500,3
2017-03-24,evening,1029900,2
2017-03-24,evening,3000200,2
2017-03-24,evening,3008500,2
2017-03-24,evening,3072800,2
2017-03-24,evening,1006600,1
2017-03-24,evening,1024302,1
2017-03-24,evening,2033600,1
2017-03-24,evening,3012901,1
2017-03-24,evening,3025600,1
2017-03-24,evening,3096800,1
2017-03-24,evening,4038100,1
2017-03-24,evening,4054900,1
2017-03-24,latenight,3094402,6
2017-03-24,latenight,3041300,5
2017-03-24,latenight,1018400,1
2017-03-24,latenight,2024000,1
2017-03-24,latenight,3001500,1
2017-03-24,midday,3007700,2
2017-03-24,midday,1002100,1
2017-03-24,midday,1016600,1
2017-03-24,midday,2039100,1
2017-03-24,midday,4030903,1
2017-03-24,midday,4038100,1
2017-03-24,midday,5006400,1
2017-03-24,morning,2021302,1
2017-03-24,morning,3034200,1
2017-03-24,morning,4094203,1
2017-04-06,evening,1002201,6
2017-04-06,evening,1001002,2
2017-04-06,evening,4044601,2
2017-04-06,evening,4097203,2
2017-04-06,evening,1002601,1
2017-04-06,evening,1004000,1
2017-04-06,evening,1006500,1
2017-04-06,evening,1011300,1
2017-04-06,evening,2016000,1
2017-04-06,evening,3008400,1
2017-04-06,evening,3048900,1
2017-04-06,evening,3055400,1
2017-04-06,evening,3082000,1
2017-04-06,evening,4002500,1
2017-04-06,evening,4018101,1
2017-04-06,evening,4024000,1
2017-04-06,evening,4025400,1
2017-04-06,latenight,1017000,2
2017-04-06,latenight,2038100,2
2017-04-06,latenight,2004100,1
2017-04-06,latenight,3004100,1
2017-04-06,latenight,3006500,1
2017-04-06,latenight,3119000,1
2017-04-06,latenight,4094203,1
2017-04-06,latenight,5014604,1
2017-04-06,midday,3091600,2
2017-04-06,midday,1003300,1
2017-04-06,midday,1006400,1
2017-04-06,midday,1015200,1
2017-04-06,midday,4022900,1
2017-04-06,morning,2002702,1
2017-04-06,morning,3003700,1
2017-04-18,evening,4025400,3
2017-04-18,evening,2015500,2
2017-04-18,evening,2033600,2
2017-04-18,evening,1006400,1
2017-04-18,evening,1012700,1
2017-04-18,evening,1026300,1
2017-04-18,evening,3028300,1
2017-04-18,evening,3044900,1
2017-04-18,latenight,3002100,6
2017-04-18,latenight,3030500,4
2017-04-18,latenight,4003200,1
2017-04-18,latenight,4005800,1
2017-04-18,midday,1015100,2
2017-04-18,midday,2006000,2
2017-04-18,midday,1016800,1
2017-04-18,midday,1029100,1
2017-04-18,midday,2012701,1
2017-04-18,midday,2039901,1
2017-04-18,midday,3012901,1
2017-04-18,midday,3038200,1
2017-04-18,midday,4023800,1
2017-04-18,midday,4094203,1
2017-04-18,morning,1031900,1
2017-04-18,morning,3003800,1
2017-04-18,morning,3008500,1
2017-05-06,evening,1017800,2
2017-05-06,evening,1007300,1
2017-05-06,evening,1008300,1
2017-05-06,evening,1019600,1
2017-05-06,evening,1024100,1
2017-05-06,evening,2018500,1
2017-05-06,evening,2033600,1
2017-05-06,evening,3091800,1
2017-05-06,evening,4118900,1
2017-05-06,latenight,3010000,3
2017-05-06,latenight,2002500,2
2017-05-06,latenight,4083700,2
2017-05-06,latenight,1017000,1
2017-05-06,latenight,3008500,1
2017-05-06,latenight,3029400,1
2017-05-06,latenight,3091000,1
2017-05-06,latenight,4004300,1
2017-05-06,midday,1004700,1
2017-05-06,midday,1018900,1
2017-05-06,midday,1026700,1
2017-05-06,midday,2002702,1
2017-05-06,midday,2009000,1
2017-05-06,midday,3036700,1
2017-05-06,midday,3043200,1
2017-05-06,morning,3055300,2
2017-05-06,morning,3025901,1
2017-05-06,morning,4107201,1
2017-05-10,evening,2026602,3
2017-05-10,evening,1023600,2
2017-05-10,evening,2021100,2
2017-05-10,evening,3012200,2
2017-05-10,evening,1002201,1
2017-05-10,evening,1011300,1
2017-05-10,evening,1016200,1
2017-05-10,evening,1023700,1
2017-05-10,evening,3002300,1
2017-05-10,evening,4002500,1
2017-05-10,evening,4037700,1
2017-05-10,evening,4094203,1
2017-05-10,latenight,1022400,1
2017-05-10,latenight,2017902,1
2017-05-10,latenight,3059402,1
2017-05-10,latenight,4014700,1
2017-05-10,latenight,4068000,1
2017-05-10,midday,2006500,1
2017-05-10,midday,3022700,1
2017-05-10,midday,4016300,1
2017-05-10,midday,4044601,1
2017-05-10,morning,1002100,1
2017-05-10,morning,3002300,1
2017-05-10,morning,3021300,1
2017-05-10,morning,3064400,1
2017-05-17,evening,1019900,2
2017-05-17,evening,1009500,1
2017-05-17,evening,1012600,1
2017-05-17,evening,1019800,1
2017-05-17,evening,2005100,1
2017-05-17,evening,3035200,1
2017-05-17,evening,3057200,1
2017-05-17,evening,3080200,1
2017-05-17,evening,4002500,1
2017-05-17,latenight,1003700,3
2017-05-17,latenight,1011900,1
2017-05-17,latenight,1021600,1
2017-05-17,latenight,2009300,1
2017-05-17,latenight,2011502,1
2017-05-17,latenight,2021302,1
2017-05-17,latenight,3032100,1
2017-05-17,latenight,3113000,1
2017-05-17,latenight,4094201,1
2017-05-17,midday,1005200,1
2017-05-17,midday,1006100,1
2017-05-17,midday,3087000,1
2017-05-17,midday,4049900,1
2017-05-17,morning,1018600,1
2017-05-07,evening,1020000,1
2017-05-07,evening,1021100,1
2017-05-07,evening,2005300,1
2017-05-07,evening,2020502,1
2017-05-07,evening,2031400,1
2017-05-07,evening,4025800,1
2017-05-07,latenight,1021600,2
2017-05-07,latenight,3059401,2
2017-05-07,latenight,1003700,1
2017-05-07,latenight,1011900,1
2017-05-07,latenight,1024700,1
2017-05-07,latenight,2018900,1
2017-05-07,latenight,3019900,1
2017-05-07,midday,3006500,1
2017-05-07,midday,3050500,1
2017-05-07,midday,3079000,1
2017-05-07,morning,2015900,3
2017-05-07,morning,1020800,2
2017-05-07,morning,1023900,1
2017-05-07,morning,2007900,1
2017-05-07,morning,3030700,1
2017-05-07,morning,4046200,1
2017-05-24,evening,4062600,4
2017-05-24,evening,3024500,2
2017-05-24,evening,3073200,2
2017-05-24,evening,1017200,1
2017-05-24,evening,1023600,1
2017-05-24,evening,2012500,1
2017-05-24,evening,3001100,1
2017-05-24,evening,3012901,1
2017-05-24,evening,3089800,1
2017-05-24,evening,4073700,1
2017-05-24,evening,5020700,1
2017-05-24,latenight,1026300,5
2017-05-24,latenight,1011402,1
2017-05-24,latenight,1018000,1
2017-05-24,latenight,1019100,1
2017-05-24,latenight,1022900,1
2017-05-24,latenight,1023300,1
2017-05-24,latenight,1026900,1
2017-05-24,latenight,2019500,1
2017-05-24,latenight,2022500,1
2017-05-24,latenight,3050803,1
2017-05-24,latenight,3055300,1
2017-05-24,latenight,4005700,1
2017-05-24,midday,3083000,3
2017-05-24,midday,2032400,2
2017-05-24,midday,1002800,1
2017-05-24,midday,1004900,1
2017-05-24,midday,3004500,1
2017-05-24,midday,3035900,1
2017-05-24,midday,4018101,1
2017-05-24,midday,5013400,1
2017-05-24,morning,1019100,1
2017-06-08,evening,3036900,4
2017-06-08,evening,3019000,2
2017-06-08,evening,5002900,2
2017-06-08,evening,1011500,1
2017-06-08,evening,2004300,1
2017-06-08,evening,2006700,1
2017-06-08,evening,3000502,1
2017-06-08,evening,3000700,1
2017-06-08,latenight,1023900,3
2017-06-08,latenight,2024400,3
2017-06-08,latenight,2032400,2
2017-06-08,latenight,1003300,1
2017-06-08,latenight,2012901,1
2017-06-08,latenight,3049600,1
2017-06-08,latenight,3092400,1
2017-06-08,latenight,4140300,1
2017-06-08,midday,1006400,2
2017-06-08,midday,5017600,2
2017-06-08,midday,2005100,1
2017-06-08,midday,3001100,1
2017-06-08,midday,3016300,1
2017-06-08,morning,1017500,1
2017-06-08,morning,1020000,1
2017-06-08,morning,2037300,1
2017-06-08,morning,3028700,1
2017-06-20,evening,1000900,1
2017-06-20,evening,1006400,1
2017-06-20,evening,1007700,1
2017-06-20,evening,3012901,1
2017-06-20,latenight,3079000,2
2017-06-20,latenight,1024900,1
2017-06-20,latenight,3050801,1
2017-06-20,latenight,4008600,1
2017-06-20,latenight,4037600,1
2017-06-20,latenight,5022600,1
2017-06-20,midday,1018400,1
2017-06-20,midday,2005100,1
2017-06-20,midday,2006300,1
2017-06-20,midday,3004500,1
2017-06-20,midday,3120000,1
2017-06-20,midday,4020400,1
2017-06-20,morning,1004800,1
2017-06-20,morning,3018300,1
2017-07-06,evening,4033000,3
2017-07-06,evening,1017401,2
2017-07-06,evening,3003300,2
2017-07-06,evening,1004700,1
2017-07-06,evening,1030300,1
2017-07-06,evening,2004100,1
2017-07-06,evening,2005100,1
2017-07-06,evening,2013300,1
2017-07-06,evening,3092400,1
2017-07-06,latenight,1006800,1
2017-07-06,latenight,1011500,1
2017-07-06,latenight,1018600,1
2017-07-06,latenight,2007200,1
2017-07-06,latenight,2007500,1
2017-07-06,latenight,2014400,1
2017-07-06,latenight,3031500,1
2017-07-06,latenight,3094402,1
2017-07-06,latenight,3115600,1
2017-07-06,latenight,4018000,1
2017-07-06,midday,2012901,2
2017-07-06,midday,3024300,2
2017-07-06,morning,3012801,3
2017-07-26,evening,5002900,2
2017-07-26,evening,2036800,1
2017-07-26,evening,3005900,1
2017-07-26,evening,3038800,1
2017-07-26,evening,3058400,1
2017-07-26,evening,3098400,1
2017-07-26,evening,4046000,1
2017-07-26,latenight,2032800,3
2017-07-26,latenight,1020901,1
2017-07-26,latenight,2004400,1
2017-07-26,latenight,2018302,1
2017-07-26,latenight,2026500,1
2017-07-26,latenight,4009600,1
2017-07-26,latenight,4112300,1
2017-07-26,latenight,5013204,1
2017-07-26,midday,2020501,3
2017-07-26,midday,1001600,2
2017-07-26,midday,1004700,1
2017-07-26,midday,1018900,1
2017-07-26,midday,1020600,1
2017-07-26,midday,3031300,1
2017-07-26,midday,3036002,1
2017-07-26,morning,1006400,1
2017-07-26,morning,1010900,1
2017-07-26,morning,2001900,1
2017-07-26,morning,4008800,1
2017-08-30,evening,1002000,2
2017-08-30,evening,1019600,2
2017-08-30,evening,1024200,2
2017-08-30,evening,1002100,1
2017-08-30,evening,1019800,1
2017-08-30,evening,2040304,1
2017-08-30,evening,3007800,1
2017-08-30,evening,3052700,1
2017-08-30,evening,4004700,1
2017-08-30,evening,4103202,1
2017-08-30,latenight,1001501,1
2017-08-30,latenight,1019100,1
2017-08-30,latenight,1019500,1
2017-08-30,latenight,2008500,1
2017-08-30,latenight,2022300,1
2017-08-30,latenight,3112400,1
2017-08-30,midday,1003100,1
2017-08-30,midday,1005200,1
2017-08-30,midday,1016600,1
2017-08-30,midday,2005100,1
2017-08-30,midday,3012901,1
2017-08-30,morning,3059600,2
2017-08-30,morning,4028900,1
2017-09-06,evening,5022800,2
2017-09-06,evening,1002000,1
2017-09-06,evening,1022400,1
2017-09-06,evening,2015500,1
2017-09-06,evening,2042500,1
2017-09-06,latenight,1003900,2
2017-09-06,latenight,2039300,2
2017-09-06,latenight,1018000,1
2017-09-06,latenight,3051001,1
2017-09-06,latenight,4002500,1
2017-09-06,latenight,4018401,1
2017-09-06,midday,3028502,2
2017-09-06,midday,3035200,2
2017-09-06,midday,4040700,2
2017-09-06,midday,1001600,1
2017-09-06,midday,1006400,1
2017-09-06,midday,1018400,1
2017-09-06,midday,3013800,1
2017-09-06,morning,2023800,3
2017-09-06,morning,1002400,1
2017-09-06,morning,3083800,1
2017-09-06,morning,5000800,1
2017-08-14,evening,1014402,5
2017-08-14,evening,1007800,2
2017-08-14,evening,4025400,1
2017-08-14,evening,4030600,1
2017-08-14,latenight,3078600,2
2017-08-14,latenight,1003300,1
2017-08-14,latenight,3030100,1
2017-08-14,latenight,3040300,1
2017-08-14,midday,3082400,3
2017-08-14,midday,1017900,2
2017-08-14,midday,1006400,1
2017-08-14,midday,1011300,1
2017-08-14,midday,4000800,1
2017-08-14,morning,5001100,2
2017-09-22,evening,3005300,2
2017-09-22,evening,1001501,1
2017-09-22,evening,1029500,1
2017-09-22,evening,2005100,1
2017-09-22,evening,3026300,1
2017-09-22,evening,3029700,1
2017-09-22,evening,3056100,1
2017-09-22,evening,4026902,1
2017-09-22,evening,4097203,1
2017-09-22,evening,4122702,1
2017-09-22,evening,5002700,1
2017-09-22,latenight,1003900,3
2017-09-22,latenight,1010100,1
2017-09-22,latenight,2015300,1
2017-09-22,latenight,2018500,1
2017-09-22,latenight,2019900,1
2017-09-22,latenight,2038100,1
2017-09-22,midday,5014604,1
2017-09-22,morning,3032600,2
2017-09-22,morning,4006100,1
2017-09-27,evening,2018500,3
2017-09-27,evening,1020901,2
2017-09-27,evening,2013800,1
2017-09-27,evening,2040302,1
2017-09-27,evening,3056300,1
2017-09-27,evening,4029500,1
2017-09-27,evening,4035700,1
2017-09-27,evening,4093800,1
2017-09-27,evening,4133900,1
2017-09-27,evening,5002700,1
2017-09-27,latenight,1026500,3
2017-09-27,latenight,2014701,3
2017-09-27,latenight,2046202,3
2017-09-27,latenight,3004500,2
2017-09-27,latenight,3091600,2
2017-09-27,latenight,1026100,1
2017-09-27,latenight,2018500,1
2017-09-27,latenight,2036400,1
2017-09-27,latenight,2039600,1
2017-09-27,latenight,4033000,1
2017-09-27,midday,1028300,1
2017-09-27,midday,2018500,1
2017-09-27,midday,4046700,1
2017-09-27,morning,2022102,2
2017-09-27,morning,1001502,1
2017-10-12,evening,1028500,4
2017-10-12,evening,1006800,2
2017-10-12,evening,1017200,2
2017-10-12,evening,1016400,1
2017-10-12,evening,2021800,1
2017-10-12,evening,2043600,1
2017-10-12,evening,4002500,1
2017-10-12,evening,4004300,1
2017-10-12,latenight,1000600,1
2017-10-12,latenight,1018400,1
2017-10-12,latenight,3001100,1
2017-10-12,latenight,3001500,1
2017-10-12,latenight,3032500,1
2017-10-12,latenight,3040000,1
2017-10-12,latenight,4091900,1
2017-10-12,midday,4087100,2
2017-10-12,midday,5013400,2
2017-10-12,midday,1006100,1
2017-10-12,midday,1020000,1
2017-10-12,midday,2046201,1
2017-10-12,midday,3078800,1
2017-10-12,midday,4001900,1
2017-10-12,midday,4016900,1
2017-10-12,midday,5015603,1
2017-10-12,morning,2033400,5
2017-10-12,morning,1003700,1
2017-10-18,evening,3003100,2
2017-10-18,evening,4002500,2
2017-10-18,evening,1016600,1
2017-10-18,evening,1022700,1
2017-10-18,evening,2004400,1
2017-10-18,evening,2018101,1
2017-10-18,evening,2036901,1
2017-10-18,evening,2046000,1
2017-10-18,evening,4008300,1
2017-10-18,evening,4085900,1
2017-10-18,evening,4120100,1
2017-10-18,latenight,4002500,2
2017-10-18,latenight,2015700,1
2017-10-18,latenight,2016100,1
2017-10-18,latenight,3024100,1
2017-10-18,latenight,3025902,1
2017-10-18,latenight,3028502,1
2017-10-18,latenight,3032500,1
2017-10-18,latenight,3072200,1
2017-10-18,latenight,4054800,1
2017-10-18,latenight,4061000,1
2017-10-18,midday,2040702,4
2017-10-18,midday,2012901,3
2017-10-18,midday,1004700,1
2017-10-18,midday,1007100,1
2017-10-18,midday,1026100,1
2017-10-18,midday,3032800,1
2017-10-18,midday,3053300,1
2017-10-18,morning,1006400,1
2017-10-18,morning,1008000,1
2017-10-20,evening,3007500,2
2017-10-20,evening,1009700,1
2017-10-20,evening,1016600,1
2017-10-20,evening,2015100,1
2017-10-20,evening,2023301,1
2017-10-20,evening,2036400,1
2017-10-20,evening,2039901,1
2017-10-20,evening,2046201,1
2017-10-20,evening,3034200,1
2017-10-20,evening,3055300,1
2017-10-20,evening,4002500,1
2017-10-20,evening,4041400,1
2017-10-20,evening,5012200,1
2017-10-20,latenight,3003300,2
2017-10-20,latenight,5011201,2
2017-10-20,latenight,5020700,2
2017-10-20,latenight,1016800,1
2017-10-20,latenight,1022900,1
2017-10-20,latenight,1028700,1
2017-10-20,latenight,1029100,1
2017-10-20,latenight,2015100,1
2017-10-20,latenight,3017700,1
2017-10-20,latenight,3035900,1
2017-10-20,latenight,3054800,1
2017-10-20,latenight,3095000,1
2017-10-20,latenight,4115500,1
2017-10-20,midday,4026400,5
2017-10-20,midday,1023501,3
2017-10-20,midday,1001300,1
2017-10-20,midday,1004900,1
2017-10-20,midday,4069702,1
2017-10-20,morning,1010000,1
2017-10-31,evening,2033600,7
2017-10-31,evening,3028200,5
2017-10-31,evening,5013400,5
2017-10-31,evening,3002300,4
2017-10-31,evening,3057600,4
2017-10-31,evening,3099600,4
2017-10-31,evening,2023301,3
2017-10-31,evening,1016400,2
2017-10-31,evening,1027700,2
2017-10-31,evening,3003500,2
2017-10-31,evening,3043300,2
2017-10-31,evening,3043700,2
2017-10-31,evening,1002400,1
2017-10-31,evening,1008300,1
2017-10-31,evening,1008900,1
2017-10-31,evening,1018200,1
2017-10-31,evening,2007300,1
2017-10-31,evening,2015500,1
2017-10-31,evening,2016100,1
2017-10-31,evening,2033800,1
2017-10-31,evening,2038100,1
2017-10-31,evening,3007500,1
2017-10-31,evening,3038100,1
2017-10-31,evening,3095400,1
2017-10-31,evening,4013700,1
2017-10-31,evening,4021200,1
2017-10-31,evening,4097203,1
2017-10-31,latenight,1024700,4
2017-10-31,latenight,2045600,2
2017-10-31,latenight,4008700,2
2017-10-31,latenight,1006400,1
2017-10-31,latenight,2028800,1
2017-10-31,latenight,3050804,1
2017-10-31,latenight,3087600,1
2017-10-31,midday,1003900,1
2017-10-31,midday,4047100,1
2017-10-31,midday,4065600,1
2017-10-31,midday,4094202,1
2017-10-31,midday,4150701,1
2017-10-31,morning,2022800,2
2017-10-31,morning,4057700,2
2017-10-31,morning,3081600,1
2017-10-31,morning,3082000,1
2017-11-02,evening,2036502,3
2017-11-02,evening,4099703,3
2017-11-02,evening,2014100,2
2017-11-02,evening,5030301,2
2017-11-02,evening,1018100,1
2017-11-02,evening,1018200,1
2017-11-02,evening,2016100,1
2017-11-02,evening,2046000,1
2017-11-02,evening,3034300,1
2017-11-02,evening,3037900,1
2017-11-02,evening,3091600,1
2017-11-02,evening,4093402,1
2017-11-02,latenight,2035100,3
2017-11-02,latenight,1000900,2
2017-11-02,latenight,2040400,1
2017-11-02,latenight,3074000,1
2017-11-02,latenight,3080600,1
2017-11-02,midday,4043701,2
2017-11-02,midday,3098200,1
2017-11-02,midday,4018900,1
2017-11-02,midday,4058700,1
2017-11-02,midday,4094202,1
2017-11-02,morning,1006600,1
2017-11-02,morning,2026400,1
2017-11-02,morning,3043100,1
2017-01-07,evening,2018900,3
2017-01-07,latenight,3047600,4
2017-01-07,latenight,1004900,1
