boro_ct2010,Date,Time,Type
5024402,9/20/2017,0:01:00,PropertyCrime
5002900,11/23/2017,6:00:00,PropertyCrime
2040100,6/23/2017,8:00:00,PropertyCrime
1010800,3/1/2017,12:00:00,PropertyCrime
1002602,10/6/2017,19:00:00,PropertyCrime
1008700,12/3/2017,0:01:00,PropertyCrime
1006000,1/7/2017,12:00:00,PropertyCrime
4114700,12/31/2017,19:30:00,PropertyCrime
2006500,12/2/2017,11:00:00,PropertyCrime
3004500,8/15/2017,14:00:00,PropertyCrime
2040501,12/20/2017,13:00:00,PropertyCrime
1009800,8/15/2017,9:00:00,PropertyCrime
4053000,4/12/2017,5:56:00,PropertyCrime
4003100,10/3/2017,12:00:00,PropertyCrime
1010100,10/19/2017,10:35:00,PropertyCrime
4021900,8/30/2017,8:40:00,PropertyCrime
3024700,9/29/2017,1:01:00,PropertyCrime
1013000,6/20/2017,12:00:00,PropertyCrime
1017200,6/7/2017,16:40:00,PropertyCrime
3005800,9/15/2017,16:00:00,PropertyCrime
3026900,8/29/2017,15:47:00,PropertyCrime
1011100,10/1/2017,8:00:00,PropertyCrime
1019100,12/21/2017,11:30:00,PropertyCrime
4134700,11/2/2017,7:00:00,PropertyCrime
4028700,12/7/2017,9:00:00,PropertyCrime
1026300,12/6/2017,8:00:00,PropertyCrime
2007600,12/7/2017,12:00:00,PropertyCrime
2023702,9/29/2017,8:19:00,PropertyCrime
3089200,11/26/2017,7:00:00,PropertyCrime
2036902,7/19/2017,16:30:00,PropertyCrime
3000501,10/6/2017,11:00:00,PropertyCrime
3090200,12/1/2017,16:06:00,PropertyCrime
3029000,12/29/2017,16:00:00,PropertyCrime
4079701,9/6/2017,10:45:00,PropertyCrime
3042800,6/16/2017,13:40:00,PropertyCrime
3013900,11/13/2017,9:00:00,PropertyCrime
2009600,7/28/2017,10:22:00,PropertyCrime
2041400,11/29/2017,17:00:00,PropertyCrime
2023702,10/5/2017,9:45:00,PropertyCrime
3031702,12/18/2017,13:00:00,PropertyCrime
3049500,12/15/2017,9:00:00,PropertyCrime
2004200,6/12/2017,10:00:00,PropertyCrime
2006500,11/6/2017,7:35:00,PropertyCrime
3120800,12/10/2017,0:01:00,PropertyCrime
3037000,1/14/2017,0:01:00,PropertyCrime
