boro_ct2010,Date,Time,Type
3055200,12/7/2017,14:10:00,PropertyCrime
3081800,8/4/2017,16:15:00,PropertyCrime
4005800,11/9/2017,12:00:00,PropertyCrime
4063700,1/1/2017,12:00:00,PropertyCrime
3089000,1/22/2017,23:45:00,PropertyCrime
4027100,5/26/2017,0:00:00,PropertyCrime
3026700,9/26/2017,10:30:00,PropertyCrime
3025901,8/15/2017,15:00:00,PropertyCrime
3059200,2/25/2017,17:00:00,PropertyCrime
3037401,3/2/2017,7:17:00,PropertyCrime
3037500,1/23/2017,10:00:00,PropertyCrime
2029600,7/22/2017,23:00:00,PropertyCrime
2040701,7/15/2017,0:01:00,PropertyCrime
4068200,6/21/2017,11:00:00,PropertyCrime
1019500,2/25/2017,4:29:00,PropertyCrime
4047500,2/16/2017,17:10:00,PropertyCrime
3054300,9/7/2017,22:30:00,PropertyCrime
4086500,4/8/2017,16:35:00,PropertyCrime
1002800,4/12/2017,23:30:00,PropertyCrime
2011900,6/22/2017,0:30:00,PropertyCrime
4085300,1/24/2017,23:30:00,PropertyCrime
1015300,10/25/2017,13:00:00,PropertyCrime
3120800,2/3/2017,7:00:00,PropertyCrime
1001300,2/26/2017,13:35:00,PropertyCrime
4040500,2/18/2017,4:05:00,PropertyCrime
1005600,3/31/2017,19:30:00,PropertyCrime
4015200,12/14/2017,10:50:00,PropertyCrime
3082200,10/9/2017,17:00:00,PropertyCrime
3093000,7/13/2017,16:20:00,PropertyCrime
2021502,2/27/2017,15:12:00,PropertyCrime
1018500,5/30/2017,16:00:00,PropertyCrime
1004400,5/20/2017,4:17:00,PropertyCrime
1007400,2/27/2017,14:30:00,PropertyCrime
2039300,10/18/2017,8:00:00,PropertyCrime
5002001,4/29/2017,6:20:00,PropertyCrime
1010200,11/3/2017,18:30:00,PropertyCrime
3111000,1/12/2017,10:10:00,PropertyCrime
3038300,4/21/2017,16:35:00,PropertyCrime
4014000,2/3/2017,0:01:00,PropertyCrime
1013000,6/19/2017,12:00:00,PropertyCrime
1025100,8/14/2017,7:15:00,PropertyCrime
3019900,6/12/2017,15:00:00,PropertyCrime
3077600,3/12/2017,15:58:00,PropertyCrime
4130100,10/7/2017,11:28:00,PropertyCrime
1007100,4/4/2017,15:30:00,PropertyCrime
1016300,10/14/2017,16:17:00,PropertyCrime
1020102,4/18/2017,17:35:00,PropertyCrime
1012900,8/12/2017,3:30:00,PropertyCrime
3032900,8/17/2017,0:01:00,PropertyCrime
3059402,4/17/2017,0:00:00,PropertyCrime
2023900,7/20/2017,14:30:00,PropertyCrime
3072200,3/23/2017,16:10:00,PropertyCrime
2008900,11/10/2017,16:00:00,PropertyCrime
1026300,5/16/2017,0:57:00,PropertyCrime
2025400,10/6/2017,16:30:00,PropertyCrime
1007200,5/27/2017,1:20:00,PropertyCrime
5006400,2/18/2017,17:00:00,PropertyCrime
4004001,6/11/2017,2:59:00,PropertyCrime
1010400,8/17/2017,16:00:00,PropertyCrime
3000900,5/24/2017,23:00:00,PropertyCrime
4051700,6/11/2017,14:30:00,PropertyCrime
1002100,11/1/2017,20:40:00,PropertyCrime
3032300,1/27/2017,20:00:00,PropertyCrime
1008100,12/13/2017,6:42:00,PropertyCrime
2018500,3/24/2017,19:05:00,PropertyCrime
3112800,4/15/2017,12:00:00,PropertyCrime
1019100,1/10/2017,12:00:00,PropertyCrime
1005502,1/22/2017,18:50:00,PropertyCrime
4046000,7/24/2017,3:00:00,PropertyCrime
5017011,12/21/2017,12:00:00,PropertyCrime
3024100,5/2/2017,9:10:00,PropertyCrime
3096400,6/24/2017,4:00:00,PropertyCrime
4027500,11/3/2017,18:10:00,PropertyCrime
1003002,9/1/2017,2:00:00,PropertyCrime
4024300,9/5/2017,11:30:00,PropertyCrime
5022300,8/24/2017,19:40:00,PropertyCrime
1031703,1/17/2017,0:01:00,PropertyCrime
3036900,2/6/2017,10:00:00,PropertyCrime
2021800,5/14/2017,23:00:00,PropertyCrime
2027600,5/10/2017,20:30:00,PropertyCrime
1012200,11/26/2017,11:55:00,PropertyCrime
2036502,12/20/2017,4:25:00,PropertyCrime
1021900,7/10/2017,20:30:00,PropertyCrime
4011200,10/26/2017,1:00:00,PropertyCrime
3079801,1/3/2017,0:01:00,PropertyCrime
3074600,10/16/2017,3:35:00,PropertyCrime
4056500,5/5/2017,16:00:00,PropertyCrime
1015900,12/18/2017,18:32:00,PropertyCrime
1001300,12/6/2017,17:55:00,PropertyCrime
3050300,4/3/2017,16:45:00,PropertyCrime
3112400,3/13/2017,4:00:00,PropertyCrime
1012100,2/2/2017,8:00:00,PropertyCrime
2016300,9/19/2017,22:00:00,PropertyCrime
4121500,6/27/2017,15:00:00,PropertyCrime
3024900,1/18/2017,19:35:00,PropertyCrime
2038600,11/15/2017,17:00:00,PropertyCrime
4077904,1/7/2017,22:30:00,PropertyCrime
4058200,2/27/2017,8:00:00,PropertyCrime
2011800,7/25/2017,12:30:00,PropertyCrime
3055000,10/7/2017,11:50:00,PropertyCrime
4047500,3/6/2017,10:00:00,PropertyCrime
1003601,9/3/2017,5:45:00,PropertyCrime
3044900,10/25/2017,17:23:00,PropertyCrime
3027100,9/23/2017,1:30:00,PropertyCrime
2019700,8/2/2017,10:00:00,PropertyCrime
4044000,7/12/2017,1:00:00,PropertyCrime
1009100,11/27/2017,13:45:00,PropertyCrime
4000700,5/14/2017,19:20:00,PropertyCrime
1018800,9/18/2017,16:30:00,PropertyCrime
1013100,8/22/2017,19:00:00,PropertyCrime
2007000,6/8/2017,10:00:00,PropertyCrime
3002100,4/5/2017,9:00:00,PropertyCrime
1007600,9/16/2017,23:30:00,PropertyCrime
1011402,3/9/2017,11:00:00,PropertyCrime
1003400,4/8/2017,21:00:00,PropertyCrime
4051000,9/4/2017,1:00:00,PropertyCrime
1020901,1/2/2017,20:10:00,PropertyCrime
3004600,1/3/2017,15:07:00,PropertyCrime
1008100,7/23/2017,10:45:00,PropertyCrime
3028501,3/17/2017,18:00:00,PropertyCrime
1019600,3/3/2017,19:40:00,PropertyCrime
3091000,11/16/2017,18:45:00,PropertyCrime
3012100,6/16/2017,20:25:00,PropertyCrime
1005800,11/15/2017,13:00:00,PropertyCrime
1007300,12/19/2017,14:51:00,PropertyCrime
1002900,5/17/2017,2:45:00,PropertyCrime
1003800,2/10/2017,23:00:00,PropertyCrime
3028200,5/23/2017,0:01:00,PropertyCrime
3042900,2/28/2017,14:27:00,PropertyCrime
4133300,7/1/2017,16:30:00,PropertyCrime
3123700,10/15/2017,6:30:00,PropertyCrime
1003400,6/1/2017,13:00:00,PropertyCrime
4036300,8/10/2017,2:45:00,PropertyCrime
1012000,8/9/2017,8:15:00,PropertyCrime
5020100,9/21/2017,17:45:00,PropertyCrime
1022102,2/14/2017,17:00:00,PropertyCrime
2006700,4/1/2017,14:00:00,PropertyCrime
2038700,8/17/2017,0:40:00,PropertyCrime
2007300,2/13/2017,1:08:00,PropertyCrime
1022200,12/5/2017,19:00:00,PropertyCrime
2017901,8/7/2017,21:53:00,PropertyCrime
1019600,2/15/2017,15:00:00,PropertyCrime
3027100,7/7/2017,19:50:00,PropertyCrime
2009000,8/1/2017,9:00:00,PropertyCrime
3111600,12/16/2017,15:30:00,PropertyCrime
2022101,7/5/2017,2:40:00,PropertyCrime
2037100,11/7/2017,20:59:00,PropertyCrime
4033401,11/19/2017,0:05:00,PropertyCrime
2042800,8/25/2017,14:00:00,PropertyCrime
1027900,2/5/2017,18:00:00,PropertyCrime
1010800,11/1/2017,11:00:00,PropertyCrime
1021100,12/7/2017,17:00:00,PropertyCrime
1011100,2/27/2017,9:45:00,PropertyCrime
2018102,1/31/2017,10:00:00,PropertyCrime
3113000,12/22/2017,6:30:00,PropertyCrime
4096400,11/1/2017,0:01:00,PropertyCrime
4006502,8/5/2017,3:45:00,PropertyCrime
1013300,3/27/2017,16:45:00,PropertyCrime
1018300,5/9/2017,14:10:00,PropertyCrime
2039300,3/20/2017,21:00:00,PropertyCrime
4027900,12/1/2017,19:35:00,PropertyCrime
1013500,12/4/2017,14:45:00,PropertyCrime
2025300,7/6/2017,12:00:00,PropertyCrime
1004300,11/13/2017,14:00:00,PropertyCrime
4029100,3/26/2017,18:30:00,PropertyCrime
3050700,11/25/2017,0:00:00,PropertyCrime
2016500,8/11/2017,2:26:00,PropertyCrime
3109800,1/3/2017,18:00:00,PropertyCrime
3056200,3/3/2017,3:30:00,PropertyCrime
1004300,4/24/2017,12:00:00,PropertyCrime
1013500,4/15/2017,2:00:00,PropertyCrime
1029900,12/29/2017,22:00:00,PropertyCrime
2012500,1/2/2017,6:15:00,PropertyCrime
2024800,2/1/2017,15:00:00,PropertyCrime
1008900,12/14/2017,18:30:00,PropertyCrime
3079400,6/16/2017,18:40:00,PropertyCrime
1010900,5/22/2017,19:20:00,PropertyCrime
4030600,12/9/2017,0:00:00,PropertyCrime
3008800,4/28/2017,19:00:00,PropertyCrime
5017700,6/30/2017,1:50:00,PropertyCrime
2006100,12/10/2017,2:59:00,PropertyCrime
3014200,4/7/2017,16:00:00,PropertyCrime
3054500,7/6/2017,20:09:00,PropertyCrime
3122000,7/30/2017,22:40:00,PropertyCrime
1005200,3/6/2017,13:30:00,PropertyCrime
1002601,3/1/2017,17:45:00,PropertyCrime
1014000,12/12/2017,15:00:00,PropertyCrime
1020901,3/11/2017,23:00:00,PropertyCrime
3003700,10/3/2017,9:30:00,PropertyCrime
3080400,6/3/2017,18:00:00,PropertyCrime
2023502,4/14/2017,11:15:00,PropertyCrime
1019500,3/30/2017,2:00:00,PropertyCrime
1025300,6/22/2017,20:10:00,PropertyCrime
3037500,3/25/2017,23:00:00,PropertyCrime
3019900,2/10/2017,16:30:00,PropertyCrime
4045400,7/14/2017,0:20:00,PropertyCrime
1011900,11/2/2017,16:30:00,PropertyCrime
1005200,1/29/2017,15:00:00,PropertyCrime
2006500,3/7/2017,15:50:00,PropertyCrime
1004100,2/22/2017,13:30:00,PropertyCrime
4068000,7/19/2017,15:00:00,PropertyCrime
4040100,9/21/2017,10:00:00,PropertyCrime
2005400,3/6/2017,5:00:00,PropertyCrime
2014400,6/6/2017,7:00:00,PropertyCrime
4025301,6/17/2017,17:00:00,PropertyCrime
3090000,6/15/2017,21:00:00,PropertyCrime
1003400,3/21/2017,18:00:00,PropertyCrime
1014300,9/1/2017,14:05:00,PropertyCrime
4030903,12/30/2017,19:40:00,PropertyCrime
1024900,1/5/2017,4:30:00,PropertyCrime
4104700,6/19/2017,13:30:00,PropertyCrime
4103202,3/2/2017,20:00:00,PropertyCrime
2033201,4/6/2017,19:45:00,PropertyCrime
1016100,7/27/2017,0:01:00,PropertyCrime
1017200,1/27/2017,1:55:00,PropertyCrime
1013600,9/25/2017,12:00:00,PropertyCrime
4083700,4/3/2017,13:50:00,PropertyCrime
3029700,9/23/2017,20:00:00,PropertyCrime
3030100,1/14/2017,3:35:00,PropertyCrime
1019600,4/18/2017,22:30:00,PropertyCrime
3022700,2/16/2017,17:10:00,PropertyCrime
4084900,4/8/2017,17:25:00,PropertyCrime
1008400,8/4/2017,18:10:00,PropertyCrime
3023400,5/28/2017,4:21:00,PropertyCrime
3016100,9/21/2017,2:00:00,PropertyCrime
2021200,6/27/2017,5:00:00,PropertyCrime
3089800,10/20/2017,12:30:00,PropertyCrime
3089400,7/20/2017,16:40:00,PropertyCrime
5007000,1/10/2017,19:00:00,PropertyCrime
4011000,1/24/2017,12:00:00,PropertyCrime
1015200,6/26/2017,16:45:00,PropertyCrime
1016300,10/16/2017,18:44:00,PropertyCrime
2021900,9/8/2017,11:57:00,PropertyCrime
4081400,5/1/2017,11:40:00,PropertyCrime
1007800,9/22/2017,14:00:00,PropertyCrime
1006900,2/2/2017,18:00:00,PropertyCrime
3105801,3/4/2017,6:15:00,PropertyCrime
3089200,2/21/2017,12:21:00,PropertyCrime
1010400,9/1/2017,15:00:00,PropertyCrime
2024300,4/6/2017,16:30:00,PropertyCrime
1003002,6/16/2017,9:10:00,PropertyCrime
4002600,12/11/2017,4:19:00,PropertyCrime
4138501,12/12/2017,9:30:00,PropertyCrime
3101200,5/18/2017,0:01:00,PropertyCrime
1016900,9/14/2017,22:00:00,PropertyCrime
3026900,1/15/2017,13:51:00,PropertyCrime
1010000,7/25/2017,15:37:00,PropertyCrime
4138502,7/17/2017,2:00:00,PropertyCrime
2022300,6/10/2017,6:32:00,PropertyCrime
4045600,6/3/2017,15:00:00,PropertyCrime
3037000,7/11/2017,23:10:00,PropertyCrime
2027900,6/19/2017,15:50:00,PropertyCrime
2007400,7/4/2017,0:15:00,PropertyCrime
3029700,7/25/2017,19:30:00,PropertyCrime
3122000,3/17/2017,23:00:00,PropertyCrime
4094201,1/9/2017,6:00:00,PropertyCrime
2009000,3/28/2017,18:10:00,PropertyCrime
1003602,11/8/2017,7:15:00,PropertyCrime
4015500,11/29/2017,23:00:00,PropertyCrime
3078600,9/10/2017,3:45:00,PropertyCrime
3090200,11/6/2017,17:00:00,PropertyCrime
4079200,6/18/2017,23:00:00,PropertyCrime
4122702,6/16/2017,1:40:00,PropertyCrime
3089400,10/4/2017,18:30:00,PropertyCrime
1011402,1/10/2017,15:50:00,PropertyCrime
1005501,12/21/2017,20:00:00,PropertyCrime
2046202,7/12/2017,2:21:00,PropertyCrime
3030700,1/28/2017,4:10:00,PropertyCrime
1007600,7/28/2017,3:00:00,PropertyCrime
2046201,3/11/2017,7:50:00,PropertyCrime
1026100,6/21/2017,2:20:00,PropertyCrime
4136700,4/27/2017,15:00:00,PropertyCrime
3050100,7/28/2017,23:30:00,PropertyCrime
4021200,7/1/2017,17:00:00,PropertyCrime
2023301,3/21/2017,22:00:00,PropertyCrime
4026901,4/14/2017,15:58:00,PropertyCrime
4051800,5/1/2017,12:50:00,PropertyCrime
1011300,9/22/2017,17:00:00,PropertyCrime
1027700,7/2/2017,3:00:00,PropertyCrime
2043500,8/24/2017,11:00:00,PropertyCrime
2001900,2/14/2017,12:43:00,PropertyCrime
3024800,1/26/2017,19:00:00,PropertyCrime
1001600,2/26/2017,17:30:00,PropertyCrime
4066100,5/14/2017,23:30:00,PropertyCrime
3092200,6/18/2017,10:00:00,PropertyCrime
3003300,6/15/2017,16:18:00,PropertyCrime
2006200,1/12/2017,20:54:00,PropertyCrime
2016000,12/6/2017,2:40:00,PropertyCrime
1021800,2/14/2017,4:47:00,PropertyCrime
3055300,7/5/2017,1:30:00,PropertyCrime
2004600,7/22/2017,0:01:00,PropertyCrime
2036501,11/14/2017,22:23:00,PropertyCrime
2032800,10/30/2017,1:00:00,PropertyCrime
3016900,8/31/2017,13:00:00,PropertyCrime
1030900,9/15/2017,4:00:00,PropertyCrime
3085400,4/22/2017,22:20:00,PropertyCrime
4074300,2/13/2017,18:35:00,PropertyCrime
3036100,12/1/2017,21:00:00,PropertyCrime
1025500,4/11/2017,8:00:00,PropertyCrime
1010300,4/9/2017,0:01:00,PropertyCrime
3057200,4/28/2017,8:00:00,PropertyCrime
2022300,6/4/2017,13:05:00,PropertyCrime
4034700,4/25/2017,22:00:00,PropertyCrime
3017000,2/18/2017,12:30:00,PropertyCrime
4026500,4/19/2017,12:00:00,PropertyCrime
1010100,6/4/2017,16:56:00,PropertyCrime
3059200,2/13/2017,0:00:00,PropertyCrime
1011203,2/15/2017,14:30:00,PropertyCrime
2022901,11/21/2017,9:00:00,PropertyCrime
2022101,1/11/2017,22:00:00,PropertyCrime
3098400,1/16/2017,10:50:00,PropertyCrime
4019600,6/25/2017,13:45:00,PropertyCrime
4134700,12/30/2017,5:00:00,PropertyCrime
4044302,12/13/2017,21:00:00,PropertyCrime
2043100,10/8/2017,3:10:00,PropertyCrime
4053200,7/11/2017,4:20:00,PropertyCrime
4028500,4/4/2017,18:37:00,PropertyCrime
4129104,4/17/2017,16:00:00,PropertyCrime
3001500,1/17/2017,0:00:00,PropertyCrime
5032300,6/6/2017,11:00:00,PropertyCrime
1015300,6/6/2017,10:10:00,PropertyCrime
2007700,5/17/2017,20:00:00,PropertyCrime
3032600,4/19/2017,22:55:00,PropertyCrime
1012500,3/17/2017,19:30:00,PropertyCrime
1013800,10/26/2017,0:00:00,PropertyCrime
4077905,1/14/2017,19:00:00,PropertyCrime
4085500,10/4/2017,0:00:00,PropertyCrime
1029100,3/30/2017,0:25:00,PropertyCrime
2023702,4/3/2017,19:20:00,PropertyCrime
2009300,8/7/2017,12:00:00,PropertyCrime
3047700,10/9/2017,19:37:00,PropertyCrime
3012902,10/6/2017,23:59:00,PropertyCrime
1004900,12/24/2017,17:10:00,PropertyCrime
4075701,11/1/2017,12:20:00,PropertyCrime
4089200,1/16/2017,23:00:00,PropertyCrime
4028900,11/6/2017,8:20:00,PropertyCrime
3117400,3/19/2017,0:59:00,PropertyCrime
1021800,8/22/2017,18:15:00,PropertyCrime
4092900,2/25/2017,22:00:00,PropertyCrime
4024300,10/13/2017,14:00:00,PropertyCrime
1015802,5/14/2017,20:40:00,PropertyCrime
4010500,7/9/2017,21:07:00,PropertyCrime
4008100,2/16/2017,14:42:00,PropertyCrime
1002100,10/10/2017,15:30:00,PropertyCrime
3083600,9/25/2017,1:45:00,PropertyCrime
2022500,4/21/2017,0:01:00,PropertyCrime
2038301,7/18/2017,15:16:00,PropertyCrime
1018600,8/30/2017,6:50:00,PropertyCrime
4097202,6/7/2017,16:00:00,PropertyCrime
1003800,4/6/2017,18:00:00,PropertyCrime
4061200,4/3/2017,23:00:00,PropertyCrime
1012100,6/4/2017,13:30:00,PropertyCrime
1007600,6/24/2017,19:00:00,PropertyCrime
1010300,11/13/2017,11:30:00,PropertyCrime
1009300,1/27/2017,9:08:00,PropertyCrime
4028400,6/29/2017,14:50:00,PropertyCrime
1007300,12/2/2017,23:00:00,PropertyCrime
4054900,9/23/2017,11:40:00,PropertyCrime
1027700,9/19/2017,6:08:00,PropertyCrime
1007300,7/5/2017,20:08:00,PropertyCrime
4071702,12/16/2017,18:00:00,PropertyCrime
3087200,8/27/2017,11:30:00,PropertyCrime
1011201,11/7/2017,11:00:00,PropertyCrime
1024500,8/10/2017,2:48:00,PropertyCrime
4038301,4/26/2017,11:08:00,PropertyCrime
5023100,8/22/2017,13:20:00,PropertyCrime
1011100,7/22/2017,4:00:00,PropertyCrime
3028900,1/12/2017,8:00:00,PropertyCrime
1023300,10/17/2017,15:30:00,PropertyCrime
1030300,8/15/2017,15:00:00,PropertyCrime
3038900,6/30/2017,8:20:00,PropertyCrime
4037700,5/5/2017,8:00:00,PropertyCrime
1018200,11/17/2017,17:30:00,PropertyCrime
1025900,4/15/2017,1:50:00,PropertyCrime
3042700,3/31/2017,8:30:00,PropertyCrime
1014602,6/9/2017,21:42:00,PropertyCrime
2013200,12/15/2017,13:47:00,PropertyCrime
2024501,3/3/2017,20:16:00,PropertyCrime
1023100,5/18/2017,15:00:00,PropertyCrime
5014100,9/21/2017,0:30:00,PropertyCrime
3092000,5/22/2017,20:50:00,PropertyCrime
4055400,12/3/2017,12:30:00,PropertyCrime
2015700,6/26/2017,17:00:00,PropertyCrime
4028900,4/18/2017,23:00:00,PropertyCrime
2042500,6/3/2017,16:40:00,PropertyCrime
5006700,2/10/2017,9:00:00,PropertyCrime
3097400,4/2/2017,5:00:00,PropertyCrime
2022702,6/20/2017,20:05:00,PropertyCrime
3060800,1/16/2017,6:00:00,PropertyCrime
1017401,4/25/2017,20:55:00,PropertyCrime
3085600,4/30/2017,15:52:00,PropertyCrime
1027300,6/22/2017,8:00:00,PropertyCrime
3052500,10/21/2017,10:00:00,PropertyCrime
2028700,7/18/2017,22:05:00,PropertyCrime
1007100,7/19/2017,9:06:00,PropertyCrime
3062000,9/17/2017,9:30:00,PropertyCrime
1005502,3/30/2017,14:30:00,PropertyCrime
1011100,2/24/2017,12:28:00,PropertyCrime
3003100,7/5/2017,11:27:00,PropertyCrime
1022200,11/3/2017,12:35:00,PropertyCrime
4033402,11/7/2017,10:00:00,PropertyCrime
1018100,8/18/2017,12:00:00,PropertyCrime
3007100,1/22/2017,16:02:00,PropertyCrime
3057900,9/25/2017,1:15:00,PropertyCrime
3030200,8/9/2017,4:18:00,PropertyCrime
1022900,6/24/2017,3:05:00,PropertyCrime
2039300,1/12/2017,0:01:00,PropertyCrime
1010900,4/10/2017,0:15:00,PropertyCrime
2005300,8/22/2017,3:30:00,PropertyCrime
4035200,7/16/2017,9:30:00,PropertyCrime
3119600,9/25/2017,14:15:00,PropertyCrime
1031704,3/6/2017,22:00:00,PropertyCrime
3074600,11/19/2017,22:00:00,PropertyCrime
3004900,7/3/2017,18:00:00,PropertyCrime
1016300,7/7/2017,18:30:00,PropertyCrime
4080301,5/25/2017,22:00:00,PropertyCrime
4031700,6/24/2017,7:00:00,PropertyCrime
5015100,6/24/2017,0:30:00,PropertyCrime
3031701,5/8/2017,17:00:00,PropertyCrime
2006500,4/14/2017,7:21:00,PropertyCrime
4021400,7/8/2017,14:00:00,PropertyCrime
1005800,5/18/2017,16:08:00,PropertyCrime
4025302,10/18/2017,15:20:00,PropertyCrime
3064600,4/4/2017,8:00:00,PropertyCrime
1015700,8/19/2017,9:30:00,PropertyCrime
3005300,11/1/2017,8:00:00,PropertyCrime
4025400,7/2/2017,2:25:00,PropertyCrime
3042900,10/2/2017,8:00:00,PropertyCrime
4069000,8/7/2017,8:00:00,PropertyCrime
3030200,12/23/2017,0:50:00,PropertyCrime
2002800,5/16/2017,16:39:00,PropertyCrime
2005100,4/29/2017,14:40:00,PropertyCrime
1022000,8/23/2017,10:00:00,PropertyCrime
1009400,10/9/2017,18:20:00,PropertyCrime
5009601,1/13/2017,15:00:00,PropertyCrime
4162100,8/16/2017,21:00:00,PropertyCrime
4050700,3/3/2017,20:00:00,PropertyCrime
5000700,9/11/2017,21:40:00,PropertyCrime
4035800,4/21/2017,13:40:00,PropertyCrime
3070201,9/26/2017,18:00:00,PropertyCrime
2045600,5/18/2017,0:10:00,PropertyCrime
2009200,8/29/2017,9:00:00,PropertyCrime
2022702,1/17/2017,9:00:00,PropertyCrime
1011900,7/27/2017,19:22:00,PropertyCrime
1018200,2/26/2017,1:05:00,PropertyCrime
3082000,1/26/2017,0:00:00,PropertyCrime
2034000,2/16/2017,1:35:00,PropertyCrime
4030902,8/17/2017,13:18:00,PropertyCrime
1020300,4/7/2017,10:06:00,PropertyCrime
3114400,6/28/2017,7:00:00,PropertyCrime
4046100,1/26/2017,20:00:00,PropertyCrime
1021100,8/7/2017,17:00:00,PropertyCrime
1002800,10/13/2017,20:00:00,PropertyCrime
3079200,10/30/2017,17:00:00,PropertyCrime
4016300,8/4/2017,14:00:00,PropertyCrime
2008600,5/7/2017,22:13:00,PropertyCrime
1009600,8/14/2017,12:20:00,PropertyCrime
4072100,1/18/2017,20:20:00,PropertyCrime
3018800,7/2/2017,7:00:00,PropertyCrime
1026300,5/27/2017,22:00:00,PropertyCrime
2021001,5/10/2017,15:00:00,PropertyCrime
4064500,2/14/2017,13:00:00,PropertyCrime
3050803,5/29/2017,10:00:00,PropertyCrime
2002702,3/19/2017,4:15:00,PropertyCrime
2042100,3/19/2017,4:00:00,PropertyCrime
1015500,10/15/2017,18:10:00,PropertyCrime
1014602,2/25/2017,21:10:00,PropertyCrime
3120200,2/4/2017,7:00:00,PropertyCrime
4054000,8/31/2017,0:02:00,PropertyCrime
1021000,11/10/2017,18:00:00,PropertyCrime
2012102,3/29/2017,20:00:00,PropertyCrime
3049600,4/26/2017,19:00:00,PropertyCrime
4103202,10/14/2017,23:00:00,PropertyCrime
5002100,8/2/2017,15:15:00,PropertyCrime
4068700,4/26/2017,16:00:00,PropertyCrime
4052000,1/18/2017,16:00:00,PropertyCrime
3088800,12/20/2017,6:00:00,PropertyCrime
1006200,3/21/2017,9:30:00,PropertyCrime
4002500,11/18/2017,13:00:00,PropertyCrime
1004400,8/5/2017,13:30:00,PropertyCrime
2034000,4/9/2017,15:00:00,PropertyCrime
3098200,11/3/2017,18:09:00,PropertyCrime
3054200,6/17/2017,18:00:00,PropertyCrime
3026300,1/5/2017,14:50:00,PropertyCrime
3117201,9/13/2017,22:00:00,PropertyCrime
4084000,9/15/2017,10:25:00,PropertyCrime
4010000,9/8/2017,10:49:00,PropertyCrime
4036100,1/7/2017,16:00:00,PropertyCrime
4010000,1/18/2017,4:00:00,PropertyCrime
3117201,9/30/2017,23:55:00,PropertyCrime
1010900,3/16/2017,17:35:00,PropertyCrime
3038600,4/8/2017,11:30:00,PropertyCrime
3119600,7/11/2017,14:40:00,PropertyCrime
2020200,5/21/2017,1:00:00,PropertyCrime
3107000,4/22/2017,17:00:00,PropertyCrime
1009500,8/4/2017,12:36:00,PropertyCrime
1007600,1/2/2017,16:46:00,PropertyCrime
1014802,3/17/2017,15:00:00,PropertyCrime
3057600,1/26/2017,1:35:00,PropertyCrime
1013300,3/29/2017,1:45:00,PropertyCrime
5011202,2/21/2017,22:00:00,PropertyCrime
4068300,8/21/2017,0:35:00,PropertyCrime
1013700,5/2/2017,13:30:00,PropertyCrime
3013000,1/4/2017,14:00:00,PropertyCrime
3031900,6/26/2017,18:20:00,PropertyCrime
1020800,9/17/2017,22:00:00,PropertyCrime
2029600,8/4/2017,11:30:00,PropertyCrime
3074600,1/25/2017,13:00:00,PropertyCrime
4144700,6/4/2017,21:00:00,PropertyCrime
1005900,11/10/2017,12:00:00,PropertyCrime
1011900,11/2/2017,18:00:00,PropertyCrime
4095400,12/19/2017,15:55:00,PropertyCrime
4097204,2/10/2017,3:08:00,PropertyCrime
1009300,12/3/2017,15:50:00,PropertyCrime
3025400,5/5/2017,12:00:00,PropertyCrime
1015002,1/23/2017,0:01:00,PropertyCrime
3095000,9/18/2017,19:40:00,PropertyCrime
3099600,8/22/2017,14:34:00,PropertyCrime
3010800,10/20/2017,19:10:00,PropertyCrime
3072200,8/16/2017,1:00:00,PropertyCrime
3117400,5/21/2017,15:35:00,PropertyCrime
3120800,10/7/2017,12:00:00,PropertyCrime
1015700,12/2/2017,14:00:00,PropertyCrime
4098100,4/8/2017,19:30:00,PropertyCrime
4018600,3/6/2017,12:00:00,PropertyCrime
5018100,3/25/2017,2:00:00,PropertyCrime
4048100,1/1/2017,13:00:00,PropertyCrime
3023500,7/7/2017,22:00:00,PropertyCrime
4005200,6/17/2017,13:00:00,PropertyCrime
1013400,6/13/2017,17:33:00,PropertyCrime
1008400,1/18/2017,20:30:00,PropertyCrime
1009200,5/11/2017,20:00:00,PropertyCrime
3034200,10/31/2017,17:15:00,PropertyCrime
3049300,3/27/2017,15:50:00,PropertyCrime
2020501,9/26/2017,23:00:00,PropertyCrime
3091000,3/25/2017,19:30:00,PropertyCrime
5029104,7/3/2017,22:30:00,PropertyCrime
1006000,10/25/2017,10:00:00,PropertyCrime
5023100,3/10/2017,1:04:00,PropertyCrime
3086800,2/12/2017,2:00:00,PropertyCrime
4026700,8/7/2017,20:30:00,PropertyCrime
1001600,12/8/2017,16:00:00,PropertyCrime
5004000,3/2/2017,18:00:00,PropertyCrime
3055000,6/15/2017,17:25:00,PropertyCrime
2043500,2/15/2017,2:15:00,PropertyCrime
3008500,6/10/2017,10:00:00,PropertyCrime
3038900,8/1/2017,4:20:00,PropertyCrime
1001800,2/25/2017,22:04:00,PropertyCrime
1026900,5/21/2017,4:50:00,PropertyCrime
2014701,9/5/2017,13:00:00,PropertyCrime
3086600,8/23/2017,17:00:00,PropertyCrime
1012700,3/25/2017,19:00:00,PropertyCrime
1011900,2/13/2017,21:35:00,PropertyCrime
2021900,11/21/2017,22:30:00,PropertyCrime
1018300,2/1/2017,22:00:00,PropertyCrime
4046600,8/17/2017,0:49:00,PropertyCrime
4056000,1/13/2017,10:30:00,PropertyCrime
1011800,11/9/2017,1:00:00,PropertyCrime
4044602,5/24/2017,0:20:00,PropertyCrime
