OBJECTID,stop_frisk1_XYTableToPoint_S_2,stop_frisk1_XYTableToPoint_S_3,geo_export_267875c8_5ee9_4cb_13
1,2017-01-16,14:26:00,1003300
2,2017-01-16,14:26:00,1003300
3,2017-02-08,11:10:00,1001300
4,2017-02-20,11:35:00,1004900
5,2017-02-21,13:20:00,1004900
6,2017-02-17,21:25:00,4142900
7,2017-02-25,20:00:00,1002100
8,2017-02-25,19:58:00,1002100
9,2017-02-21,13:15:00,1004900
10,2017-03-03,8:16:00,1001300
11,2017-03-16,18:44:00,1001501
12,2017-03-16,22:30:00,1001502
13,2017-03-31,4:45:00,1004700
14,2017-04-02,18:30:00,1001300
15,2017-04-02,0:00:00,1001300
16,2017-04-04,9:58:00,1031704
17,2017-03-24,11:15:00,1002100
18,2017-04-06,13:00:00,1003300
19,2017-04-18,8:00:00,1031900
20,2017-05-06,14:57:00,1004700
21,2017-05-10,4:15:00,1002100
22,2017-05-17,2:00:00,1003700
23,2017-05-17,2:20:00,1003700
24,2017-05-07,2:20:00,1003700
25,2017-05-17,2:20:00,1003700
26,2017-05-24,10:20:00,1004900
27,2017-06-08,23:25:00,1003300
28,2017-06-20,16:12:00,1000900
29,2017-07-06,21:58:00,1004700
30,2017-07-26,13:15:00,1004700
31,2017-08-30,16:30:00,1002100
32,2017-08-30,1:30:00,1001501
33,2017-09-06,2:30:00,1003900
34,2017-09-06,2:30:00,1003900
35,2017-08-14,23:28:00,1003300
36,2017-09-22,1:25:00,1003900
37,2017-09-22,1:25:00,1003900
38,2017-09-22,1:25:00,1003900
39,2017-09-22,20:35:00,1001501
40,2017-09-27,8:25:00,1001502
41,2017-10-12,9:35:00,1003700
42,2017-10-18,13:10:00,1004700
43,2017-10-20,13:00:00,1004900
44,2017-10-20,14:40:00,1001300
45,2017-10-31,15:45:00,1003900
46,2017-11-02,2:20:00,1000900
47,2017-11-02,2:20:00,1000900
48,2017-01-07,1:14:00,1004900
49,2017-01-08,3:00:00,1003601
50,2017-01-08,4:42:00,1004500
51,2017-01-01,2:40:00,1001600
52,2017-01-03,4:28:00,1002500
53,2017-01-12,14:00:00,1003100
54,2017-01-13,4:22:00,1001600
55,2017-01-30,17:59:00,1002500
56,2017-01-30,17:59:00,1002500
57,2017-01-30,16:00:00,1002500
58,2017-01-30,16:00:00,1002500
59,2017-01-12,15:30:00,1001800
60,2017-02-03,19:05:00,1003100
61,2017-02-03,19:05:00,1003100
62,2017-02-06,9:05:00,1003100
63,2017-02-12,16:10:00,1002900
64,2017-02-08,17:45:00,1001600
65,2017-02-18,15:00:00,1004700
66,2017-02-18,19:45:00,1002900
67,2017-02-25,5:46:00,1004900
68,2017-03-03,4:48:00,1003100
69,2017-03-03,4:48:00,1003100
70,2017-03-03,21:52:00,1001600
71,2017-03-07,17:50:00,1001600
72,2017-03-07,17:50:00,1001600
73,2017-03-07,17:50:00,1001600
74,2017-03-25,1:35:00,1000800
75,2017-03-25,19:50:00,1003001
76,2017-03-25,19:50:00,1003001
77,2017-03-25,19:50:00,1003001
78,2017-03-27,17:58:00,1001600
79,2017-04-01,2:56:00,1004100
80,2017-01-13,14:06:00,1001600
81,2017-04-30,13:25:00,1001600
82,2017-05-02,22:36:00,1001600
83,2017-05-02,22:22:00,1002900
84,2017-05-04,14:15:00,1001600
85,2017-05-09,13:25:00,1001800
86,2017-05-09,16:45:00,1004300
87,2017-05-08,13:20:00,1000800
88,2017-05-15,8:56:00,1001600
89,2017-05-16,23:55:00,1001600
90,2017-05-18,19:30:00,1003601
91,2017-05-27,20:45:00,1002500
92,2017-05-30,20:40:00,1002500
93,2017-06-04,15:30:00,1002500
94,2017-06-06,23:06:00,1003100
95,2017-06-09,20:54:00,1001600
96,2017-06-12,6:40:00,1001600
97,2017-06-13,6:35:00,1001600
98,2017-06-26,7:00:00,1001600
99,2017-06-27,7:50:00,1001600
100,2017-06-27,9:46:00,1002900
101,2017-07-05,9:05:00,1001600
102,2017-07-16,1:21:00,1004300
103,2017-07-16,1:21:00,1004300
104,2017-07-23,6:15:00,1001600
105,2017-07-26,15:30:00,1001600
106,2017-07-26,15:44:00,1001600
107,2017-07-23,21:10:00,1001600
108,2017-07-27,2:10:00,1003100
109,2017-08-03,23:42:00,1001600
110,2017-07-30,10:30:00,1002500
111,2017-07-23,21:17:00,1001600
112,2017-07-23,21:17:00,1001600
113,2017-07-23,21:17:00,1001600
114,2017-07-23,21:17:00,1001600
115,2017-07-23,21:17:00,1001600
116,2017-08-20,19:29:00,1001800
117,2017-08-21,18:39:00,1000800
118,2017-08-22,6:17:00,1004100
119,2017-08-26,15:50:00,1003001
120,2017-08-03,18:51:00,1004100
121,2017-08-29,3:00:00,1004300
122,2017-08-31,8:48:00,1001800
123,2017-08-30,11:55:00,1003100
124,2017-09-06,14:05:00,1001600
125,2017-09-15,12:00:00,1002900
126,2017-09-16,23:40:00,1000800
127,2017-09-18,9:20:00,1004300
128,2017-09-18,20:13:00,1004100
129,2017-09-20,22:20:00,1004100
130,2017-09-20,22:20:00,1004100
131,2017-09-30,19:25:00,1004100
132,2017-10-03,2:33:00,1001600
133,2017-10-03,2:33:00,1001600
134,2017-10-21,15:00:00,1000800
135,2017-10-29,21:21:00,1001600
136,2017-10-30,0:18:00,1001600
137,2017-10-30,0:18:00,1001600
138,2017-10-02,13:03:00,1003001
139,2017-11-01,20:45:00,1001600
140,2017-11-05,16:08:00,1002900
141,2017-11-15,19:30:00,1004300
142,2017-11-17,11:18:00,1002500
143,2017-11-17,12:30:00,1003001
144,2017-11-20,17:30:00,1001600
145,2017-11-28,20:40:00,1002500
146,2017-11-28,20:49:00,1002500
147,2017-12-03,20:10:00,1002500
148,2017-12-04,8:25:00,1000800
149,2017-12-06,20:00:00,1000800
150,2017-12-06,20:00:00,1000800
151,2017-12-12,9:20:00,1002500
152,2017-12-10,22:35:00,1002500
153,2017-12-10,22:35:00,1002500
154,2017-12-13,21:50:00,1001600
155,2017-12-29,16:11:00,1004100
156,2017-01-18,17:00:00,1006500
157,2017-01-18,17:00:00,1006500
158,2017-01-12,4:57:00,1007300
159,2017-01-11,13:00:00,1005900
160,2017-02-25,22:26:00,1007100
161,2017-02-28,17:35:00,1007100
162,2017-03-18,21:15:00,1005200
163,2017-03-27,2:30:00,1007700
164,2017-04-08,16:30:00,1005700
165,2017-04-11,10:39:00,1007300
166,2017-04-14,4:46:00,1007300
167,2017-04-15,21:00:00,1006900
168,2017-04-28,17:08:00,1007700
169,2017-04-28,17:08:00,1007100
170,2017-04-06,16:11:00,1006500
171,2017-04-11,10:15:00,1006500
172,2017-04-23,8:55:00,1006700
173,2017-05-06,18:00:00,1007300
174,2017-04-29,10:15:00,1007300
175,2017-05-12,0:01:00,1007300
176,2017-05-21,7:30:00,1007900
177,2017-05-26,18:49:00,1005501
178,2017-06-20,18:00:00,1007700
179,2017-06-24,17:42:00,1005900
180,2017-08-02,1:40:00,1007100
181,2017-08-01,2:36:00,1007500
182,2017-08-09,11:55:00,1005900
183,2017-08-10,3:15:00,1007900
184,2017-08-18,16:18:00,1005900
185,2017-08-19,15:45:00,1007300
186,2017-08-19,2:07:00,1007900
187,2017-09-05,2:15:00,1006300
188,2017-09-05,8:50:00,1006500
189,2017-09-07,23:24:00,1006100
190,2017-09-14,20:05:00,1006500
191,2017-09-28,9:26:00,1005900
192,2017-10-02,18:25:00,1006700
193,2017-08-16,22:14:00,1006500
194,2017-10-13,21:05:00,1008100
195,2017-08-02,19:50:00,1007700
196,2017-10-18,13:25:00,1007100
197,2017-10-22,2:00:00,1007900
198,2017-10-22,1:50:00,1007900
199,2017-10-22,1:20:00,1007900
200,2017-10-22,1:20:00,1007900
201,2017-10-26,2:28:00,1005900
202,2017-11-11,22:20:00,1006700
203,2017-11-04,16:43:00,1007500
204,2017-11-04,16:43:00,1007500
205,2017-11-04,16:43:00,1007500
206,2017-11-23,21:54:00,1006500
207,2017-11-30,13:11:00,1007100
208,2017-12-20,14:00:00,1007100
209,2017-01-03,2:35:00,1001002
210,2017-01-14,18:55:00,1002201
211,2017-01-19,12:20:00,1002201
212,2017-01-20,23:00:00,1000202
213,2017-01-20,23:00:00,1000202
214,2017-01-19,15:30:00,1000202
215,2017-01-22,17:35:00,1002201
216,2017-01-22,17:35:00,1002201
217,2017-01-22,17:35:00,1002201
218,2017-01-25,18:00:00,1000202
219,2017-02-01,20:15:00,1000600
220,2017-02-11,17:00:00,1001002
221,2017-02-07,15:10:00,1001402
222,2017-03-03,1:25:00,1001002
223,2017-03-03,22:35:00,1000600
224,2017-03-07,23:22:00,1000600
225,2017-03-08,18:20:00,1002201
226,2017-03-15,21:50:00,1000201
227,2017-03-23,22:40:00,1000600
228,2017-03-25,19:12:00,1001200
229,2017-03-29,10:15:00,1001002
230,2017-03-29,9:55:00,1001002
231,2017-03-30,13:45:00,1000600
232,2017-04-06,17:40:00,1002201
233,2017-04-06,17:59:00,1001002
234,2017-04-06,17:59:00,1001002
235,2017-04-06,21:18:00,1002201
236,2017-04-06,21:22:00,1002201
237,2017-04-06,21:22:00,1002201
238,2017-04-06,21:22:00,1002201
239,2017-04-06,21:22:00,1002201
240,2017-04-01,10:05:00,1000600
241,2017-04-08,21:05:00,1001600
242,2017-04-16,22:40:00,1001200
243,2017-04-10,12:20:00,1002201
244,2017-05-02,16:00:00,1000600
245,2017-05-03,10:15:00,1001002
246,2017-05-10,18:55:00,1002201
247,2017-05-12,12:35:00,1000600
248,2017-05-14,21:55:00,1002201
249,2017-05-14,21:55:00,1002201
250,2017-05-20,22:05:00,1001002
251,2017-05-20,20:05:00,1001002
252,2017-05-21,0:05:00,1001002
253,2017-05-25,5:00:00,1001402
254,2017-03-21,23:30:00,1001002
255,2017-03-21,23:30:00,1001002
256,2017-05-31,23:15:00,1001402
257,2017-06-17,23:10:00,1002201
258,2017-05-12,15:00:00,1001002
259,2017-06-17,20:11:00,1001002
260,2017-06-26,10:50:00,1000202
261,2017-07-08,23:58:00,1001002
262,2017-07-10,13:39:00,1001402
263,2017-07-10,13:39:00,1001402
264,2017-07-10,13:39:00,1001402
265,2017-07-13,13:45:00,1001402
266,2017-07-27,1:35:00,1001402
267,2017-07-12,17:06:00,1001800
268,2017-02-09,1:55:00,1002201
269,2017-07-24,15:40:00,1000201
270,2017-07-24,15:41:00,1000201
271,2017-08-06,1:58:00,1001002
272,2017-08-07,21:50:00,1001002
273,2017-08-04,21:30:00,1000201
274,2017-08-12,2:15:00,1001800
275,2017-08-18,23:40:00,1000600
276,2017-08-15,14:50:00,1002201
277,2017-08-25,19:50:00,1001002
278,2017-08-25,19:50:00,1001002
279,2017-08-31,11:23:00,1000600
280,2017-09-03,2:12:00,1001002
281,2017-09-08,23:55:00,1001002
282,2017-09-08,22:50:00,1001002
283,2017-09-13,23:14:00,1001200
284,2017-09-13,22:06:00,1001200
285,2017-09-12,9:20:00,1002201
286,2017-09-21,16:40:00,1001800
287,2017-10-03,19:45:00,1000201
288,2017-10-06,9:18:00,1001600
289,2017-10-06,9:18:00,1001600
290,2017-10-06,9:18:00,1001600
291,2017-10-06,9:18:00,1001600
292,2017-10-06,9:18:00,1001600
293,2017-10-05,16:00:00,1002201
294,2017-10-12,1:55:00,1000600
295,2017-10-19,23:45:00,1001002
296,2017-10-29,4:03:00,1003001
297,2017-10-29,4:03:00,1003001
298,2017-11-10,19:30:00,1001800
299,2017-11-15,17:44:00,1002202
300,2017-11-17,1:06:00,1001800
301,2017-11-17,1:21:00,1001800
302,2017-11-28,21:45:00,1000600
303,2017-12-01,21:18:00,1000202
304,2017-10-13,23:41:00,1001800
305,2017-11-17,17:10:00,1000600
306,2017-11-17,17:05:00,1000600
307,2017-12-08,14:10:00,1000600
308,2017-12-08,22:00:00,1002201
309,2017-12-16,22:09:00,1002201
310,2017-12-16,22:09:00,1002201
311,2017-12-16,21:04:00,1002201
312,2017-12-16,21:04:00,1002201
313,2017-12-16,21:04:00,1002201
314,2017-12-16,21:04:00,1002201
315,2017-12-16,21:04:00,1002201
316,2017-12-20,22:25:00,1001800
317,2017-12-26,18:35:00,1000600
318,2017-12-28,21:20:00,1002201
319,2017-01-08,19:02:00,1004400
320,2017-01-08,19:02:00,1004400
321,2017-01-10,1:30:00,1002800
322,2017-01-06,19:30:00,1002000
323,2017-01-09,11:00:00,1002000
324,2017-01-09,11:15:00,1002000
325,2017-01-12,16:50:00,1002000
326,2017-01-11,11:10:00,1002400
327,2017-01-11,11:10:00,1002400
328,2017-01-10,22:47:00,1002400
329,2017-01-13,20:35:00,1002202
330,2017-01-16,17:00:00,1005700
331,2017-01-18,18:30:00,1005502
332,2017-01-19,21:30:00,1002000
333,2017-01-19,21:44:00,1002400
334,2017-01-20,23:08:00,1002601
335,2017-01-23,15:00:00,1006100
336,2017-01-24,18:05:00,1003800
337,2017-01-24,23:35:00,1002601
338,2017-01-26,0:46:00,1002601
339,2017-01-26,0:50:00,1003800
340,2017-01-27,18:35:00,1002000
341,2017-01-27,18:35:00,1002000
342,2017-01-27,18:35:00,1002000
343,2017-01-27,18:35:00,1002000
344,2017-01-27,18:35:00,1002000
345,2017-01-18,14:00:00,1002400
346,2017-01-29,21:25:00,1002000
347,2017-01-30,13:40:00,1002000
348,2017-02-01,21:00:00,1002601
349,2017-02-01,21:00:00,1002601
350,2017-02-01,12:05:00,1002000
351,2017-02-05,3:10:00,1003200
352,2017-02-05,18:00:00,1003602
353,2017-02-07,17:55:00,1002601
354,2017-02-07,17:55:00,1002601
355,2017-02-01,12:45:00,1005502
356,2017-02-10,13:15:00,1002602
357,2017-02-12,23:20:00,1002800
358,2017-02-12,23:15:00,1002800
359,2017-02-12,23:15:00,1002800
360,2017-02-08,9:52:00,1002000
361,2017-02-08,9:52:00,1002000
362,2017-02-18,19:00:00,1002400
363,2017-02-19,12:20:00,1002202
364,2017-02-25,22:25:00,1002000
365,2017-02-27,10:10:00,1005502
366,2017-02-28,21:30:00,1002800
367,2017-02-28,21:30:00,1002800
368,2017-03-01,1:00:00,1002800
369,2017-02-27,10:10:00,1002000
370,2017-03-07,19:15:00,1004800
371,2017-03-06,12:30:00,1002000
372,2017-03-10,22:15:00,1002601
373,2017-02-27,21:20:00,1003200
374,2017-02-27,21:20:00,1003200
375,2017-04-02,4:35:00,1004200
376,2017-04-02,4:35:00,1004200
377,2017-04-02,4:35:00,1004200
378,2017-04-02,4:35:00,1004200
379,2017-03-31,9:30:00,1004400
380,2017-04-04,19:45:00,1003800
381,2017-04-05,20:18:00,1004400
382,2017-04-05,20:40:00,1003400
383,2017-04-06,18:40:00,1002601
384,2017-04-07,15:35:00,1004400
385,2017-04-06,18:50:00,1004000
386,2017-04-09,17:30:00,1003400
387,2017-04-10,18:35:00,1005502
388,2017-04-22,23:00:00,1002400
389,2017-04-16,10:45:00,1002000
390,2017-04-25,18:42:00,1004200
391,2017-03-23,22:29:00,1004400
392,2017-02-26,16:15:00,1002800
393,2017-04-28,21:40:00,1002000
394,2017-05-02,9:56:00,1002000
395,2017-05-04,15:00:00,1003800
396,2017-05-12,8:45:00,1003800
397,2017-05-13,10:46:00,1003002
398,2017-04-29,14:40:00,1002000
399,2017-05-21,1:50:00,1002400
400,2017-05-20,9:55:00,1002000
401,2017-05-22,9:25:00,1002601
402,2017-05-22,9:25:00,1002601
403,2017-05-22,9:25:00,1002601
404,2017-05-24,14:37:00,1002800
405,2017-05-26,16:45:00,1003800
406,2017-05-27,22:40:00,1005700
407,2017-05-27,22:40:00,1005700
408,2017-05-28,22:06:00,1002400
409,2017-03-19,3:15:00,1002601
410,2017-06-04,16:05:00,1004400
411,2017-06-04,16:05:00,1004400
412,2017-06-04,16:05:00,1004400
413,2017-06-09,20:15:00,1003002
414,2017-06-09,20:15:00,1003002
415,2017-06-09,20:15:00,1003002
416,2017-06-09,20:15:00,1003002
417,2017-06-12,22:50:00,1003200
418,2017-06-13,17:12:00,1002602
419,2017-06-18,18:45:00,1003800
420,2017-06-21,3:00:00,1004000
421,2017-06-21,3:00:00,1004000
422,2017-06-23,2:55:00,1004000
423,2017-06-24,3:25:00,1003800
424,2017-07-02,1:15:00,1003800
425,2017-07-03,2:05:00,1002400
426,2017-07-08,12:52:00,1003800
427,2017-07-12,3:11:00,1002601
428,2017-07-14,19:05:00,1003200
429,2017-07-19,11:59:00,1004000
430,2017-07-24,20:20:00,1002400
431,2017-07-28,8:30:00,1003800
432,2017-08-07,17:00:00,1004400
433,2017-08-07,17:37:00,1004400
434,2017-08-08,9:00:00,1002000
435,2017-08-11,18:48:00,1004000
436,2017-08-11,19:08:00,1004000
437,2017-07-21,19:55:00,1003400
438,2017-08-18,15:40:00,1003800
439,2017-08-19,14:20:00,1002400
440,2017-08-19,17:23:00,1004300
441,2017-08-25,19:26:00,1002000
442,2017-08-25,21:15:00,1002602
443,2017-07-09,2:50:00,1002400
444,2017-08-30,21:30:00,1002000
445,2017-08-30,21:30:00,1002000
446,2017-09-01,20:46:00,1002400
447,2017-09-01,20:46:00,1002400
448,2017-09-06,4:25:00,1002400
449,2017-09-06,19:00:00,1002000
450,2017-09-13,19:50:00,1002400
451,2017-09-12,17:45:00,1002000
452,2017-09-15,21:25:00,1002000
453,2017-09-15,21:25:00,1002000
454,2017-09-19,20:15:00,1002000
455,2017-09-21,23:31:00,1002000
456,2017-09-21,23:31:00,1002800
457,2017-07-27,20:50:00,1004400
458,2017-10-01,22:01:00,1002000
459,2017-10-05,18:30:00,1004200
460,2017-10-06,18:31:00,1002602
461,2017-10-08,1:10:00,1003400
462,2017-10-10,10:02:00,1002000
463,2017-10-08,3:32:00,1003800
464,2017-10-22,22:45:00,1002000
465,2017-10-22,22:55:00,1002000
466,2017-10-22,22:55:00,1002000
467,2017-10-24,16:55:00,1002400
468,2017-10-25,2:38:00,1004000
469,2017-10-28,2:45:00,1002000
470,2017-10-31,21:02:00,1002400
471,2017-11-01,22:30:00,1002000
472,2017-11-03,19:10:00,1002800
473,2017-11-06,16:40:00,1002000
474,2017-11-05,1:37:00,1003400
475,2017-11-07,3:12:00,1003800
476,2017-11-07,17:35:00,1002000
477,2017-11-16,12:10:00,1005200
478,2017-11-17,18:30:00,1002601
479,2017-11-17,18:30:00,1002601
480,2017-11-19,18:50:00,1002000
481,2017-11-19,18:50:00,1002000
483,2017-11-26,1:45:00,1003800
484,2017-11-27,2:35:00,1003800
485,2017-11-27,2:35:00,1003800
486,2017-12-05,17:55:00,1006100
487,2017-03-20,17:30:00,1002602
488,2017-11-16,17:15:00,1004400
489,2017-12-07,18:15:00,1002601
490,2017-12-09,17:50:00,1002000
491,2017-12-20,16:50:00,1002601
492,2017-12-20,16:50:00,1002601
493,2017-12-20,16:50:00,1002601
494,2017-12-22,22:10:00,1002000
495,2017-12-22,22:20:00,1002000
496,2017-12-26,17:30:00,1002602
497,2017-12-26,16:13:00,1002601
498,2017-12-31,2:20:00,1004000
499,2017-12-31,2:20:00,1003800
500,2017-01-04,14:19:00,1008900
501,2017-01-04,14:19:00,1008900
502,2017-01-04,0:00:00,1008900
503,2017-01-17,16:40:00,1009300
504,2017-01-24,19:40:00,1008300
505,2017-01-25,17:31:00,1009300
506,2017-01-29,2:40:00,1008700
507,2017-01-29,2:40:00,1008700
508,2017-01-29,2:40:00,1008700
509,2017-02-05,2:40:00,1008300
510,2017-01-07,22:30:00,1009500
511,2017-02-14,22:00:00,1009700
512,2017-02-24,10:40:00,1008900
513,2017-02-17,14:46:00,1008900
514,2017-03-17,4:50:00,1008900
515,2017-03-29,0:30:00,1009500
516,2017-03-28,1:00:00,1011500
517,2017-03-29,17:51:00,1008300
518,2017-03-29,17:51:00,1008300
519,2017-03-29,17:51:00,1008300
520,2017-03-29,17:51:00,1008300
521,2017-03-21,15:06:00,1009300
522,2017-03-21,15:06:00,1009300
523,2017-03-21,15:06:00,1009300
524,2017-04-13,13:30:00,1009500
525,2017-03-30,11:43:00,1008900
526,2017-04-28,2:01:00,1008300
527,2017-05-04,0:00:00,1009900
528,2017-05-05,21:30:00,1008900
529,2017-05-05,21:30:00,1008900
530,2017-05-06,17:20:00,1008300
531,2017-05-13,6:31:00,1008900
532,2017-06-08,20:35:00,1011500
533,2017-07-07,23:05:00,1011500
534,2017-06-14,20:59:00,1008900
535,2017-06-14,20:59:00,1008900
536,2017-06-11,4:21:00,1009300
537,2017-07-25,19:59:00,1009900
538,2017-07-20,0:13:00,1011500
539,2017-07-20,0:13:00,1011500
540,2017-07-31,20:13:00,1009100
541,2017-06-24,0:50:00,1009900
542,2017-08-25,22:20:00,1009300
543,2017-09-10,17:40:00,1009300
544,2017-10-06,17:00:00,1008300
545,2017-10-06,17:00:00,1008300
546,2017-10-06,17:00:00,1008300
547,2017-10-06,17:00:00,1008300
548,2017-10-07,4:30:00,1009700
549,2017-10-07,4:30:00,1009700
550,2017-10-14,0:38:00,1008100
551,2017-10-15,17:00:00,1008300
552,2017-10-20,17:51:00,1009700
553,2017-10-25,20:21:00,1009900
554,2017-10-31,16:40:00,1008900
555,2017-10-31,19:00:00,1008300
556,2017-11-24,9:45:00,1009300
557,2017-11-29,2:08:00,1009300
558,2017-11-29,2:08:00,1009300
559,2017-11-29,2:08:00,1009300
560,2017-11-29,2:08:00,1009300
561,2017-12-03,23:17:00,1009900
562,2017-12-03,23:17:00,1009900
563,2017-11-30,13:50:00,1009300
564,2017-12-10,2:20:00,1008100
565,2017-12-11,23:50:00,1008900
566,2017-12-11,23:50:00,1008900
567,2017-12-11,0:00:00,1008900
568,2017-12-11,23:50:00,1008900
569,2017-12-15,5:37:00,1008900
570,2017-12-18,17:10:00,1008700
571,2017-01-04,14:20:00,1006400
572,2017-01-11,11:00:00,1006400
573,2017-01-14,13:42:00,1006400
574,2017-01-25,9:21:00,1006600
575,2017-01-03,12:30:00,1006100
576,2017-01-09,14:00:00,1006400
577,2017-01-12,9:15:00,1006400
578,2017-01-16,12:10:00,1006400
579,2017-01-17,16:35:00,1006400
580,2017-01-19,9:35:00,1006400
581,2017-01-26,15:45:00,1006100
582,2017-01-27,10:00:00,1006100
583,2017-01-02,10:30:00,1006400
584,2017-01-02,10:30:00,1006400
585,2017-01-10,16:50:00,1006400
586,2017-02-01,14:40:00,1006400
587,2017-02-10,13:30:00,1006400
588,2017-02-13,10:40:00,1006400
589,2017-02-14,10:05:00,1006400
590,2017-02-06,19:35:00,1006400
591,2017-02-20,15:45:00,1006400
592,2017-01-03,21:30:00,1007400
593,2017-01-31,7:01:00,1005400
594,2017-02-11,13:35:00,1005600
595,2017-02-18,15:18:00,1006400
596,2017-02-25,21:47:00,1009100
597,2017-02-25,21:47:00,1009100
598,2017-03-02,8:30:00,1006400
599,2017-03-02,9:00:00,1006100
600,2017-03-07,2:39:00,1005000
601,2017-03-11,1:50:00,1006100
602,2017-03-13,20:08:00,1006100
603,2017-03-22,8:45:00,1006400
604,2017-03-22,11:55:00,1006400
605,2017-03-24,20:15:00,1006600
606,2017-03-30,2:35:00,1006100
607,2017-03-30,2:35:00,1006100
608,2017-04-01,5:50:00,1004800
609,2017-04-06,10:05:00,1006400
610,2017-03-07,2:39:00,1005000
611,2017-03-07,2:39:00,1005000
612,2017-03-07,2:39:00,1005000
613,2017-03-07,2:39:00,1005000
614,2017-04-10,14:00:00,1006400
615,2017-04-17,1:55:00,1007400
616,2017-04-18,18:30:00,1006400
617,2017-04-20,14:10:00,1006400
618,2017-04-26,18:50:00,1006400
619,2017-04-25,13:53:00,1006400
620,2017-04-27,14:40:00,1006400
621,2017-05-01,16:50:00,1008700
622,2017-05-03,13:50:00,1006400
623,2017-05-03,20:08:00,1006100
624,2017-05-04,15:00:00,1006400
625,2017-05-04,14:46:00,1006100
626,2017-05-05,10:20:00,1006400
627,2017-05-08,22:15:00,1008100
628,2017-05-11,17:20:00,1005600
629,2017-05-12,10:55:00,1006400
630,2017-05-13,14:18:00,1005800
631,2017-05-15,14:35:00,1006400
632,2017-05-16,15:25:00,1006400
633,2017-05-17,15:00:00,1006100
634,2017-05-17,13:00:00,1005200
635,2017-05-22,21:30:00,1006100
636,2017-05-25,15:00:00,1006400
637,2017-05-26,22:55:00,1006400
638,2017-04-17,1:55:00,1007400
639,2017-05-27,18:27:00,1009500
640,2017-05-27,18:27:00,1009500
641,2017-05-27,18:27:00,1009500
642,2017-05-17,18:27:00,1009500
643,2017-05-31,14:48:00,1006100
644,2017-06-01,11:25:00,1006100
645,2017-06-04,0:30:00,1006400
646,2017-06-06,12:15:00,1006400
647,2017-06-07,11:10:00,1006100
648,2017-06-07,14:10:00,1006400
649,2017-06-07,14:50:00,1006100
650,2017-06-08,10:55:00,1006400
651,2017-06-08,12:15:00,1006400
652,2017-06-09,23:35:00,1006600
653,2017-06-11,22:54:00,1005000
654,2017-06-13,12:25:00,1006400
655,2017-06-16,14:05:00,1006100
656,2017-06-17,13:04:00,1006100
657,2017-06-19,1:10:00,1005200
658,2017-06-19,11:25:00,1006100
659,2017-06-20,9:56:00,1004800
660,2017-06-20,18:07:00,1006400
661,2017-06-24,15:00:00,1007200
662,2017-06-26,23:59:00,1004800
664,2017-06-27,9:40:00,1006400
665,2017-06-27,18:00:00,1008100
666,2017-06-11,14:05:00,1005400
667,2017-06-29,11:25:00,1006400
668,2017-06-30,10:25:00,1006400
669,2017-07-06,0:15:00,1006800
670,2017-07-07,2:08:00,1006100
671,2017-07-07,1:35:00,1005200
672,2017-07-07,11:55:00,1006400
673,2017-07-07,23:57:00,1006400
674,2017-07-14,17:50:00,1006400
675,2017-06-07,8:53:00,1006400
676,2017-07-19,10:47:00,1006400
677,2017-07-20,16:27:00,1006400
678,2017-07-21,15:22:00,1006100
679,2017-07-13,1:00:00,1004800
680,2017-07-13,1:00:00,1004800
681,2017-07-13,1:00:00,1004800
682,2017-07-13,1:00:00,1004800
683,2017-07-21,12:05:00,1005400
687,2017-07-21,12:05:00,1005400
688,2017-07-24,10:35:00,1006100
689,2017-07-26,9:24:00,1006400
690,2017-07-27,12:00:00,1006100
691,2017-08-01,20:03:00,1005600
692,2017-08-03,20:35:00,1005800
693,2017-08-04,4:55:00,1006600
694,2017-08-08,12:05:00,1006400
695,2017-08-09,10:05:00,1006100
696,2017-08-09,21:27:00,1006100
697,2017-08-10,14:25:00,1006100
698,2017-08-14,11:05:00,1006400
699,2017-08-15,2:17:00,1004800
700,2017-08-15,7:41:00,1006100
701,2017-08-16,17:35:00,1004800
702,2017-08-16,17:35:00,1004800
703,2017-08-16,17:35:00,1004800
704,2017-08-17,11:35:00,1006100
705,2017-08-20,19:54:00,1006100
706,2017-08-30,10:15:00,1005200
707,2017-09-06,14:15:00,1006400
708,2017-09-07,12:10:00,1006100
709,2017-09-13,10:45:00,1006400
710,2017-09-12,16:15:00,1005800
711,2017-09-15,13:55:00,1006100
712,2017-09-17,10:15:00,1005800
713,2017-09-18,0:50:00,1006100
714,2017-09-21,9:15:00,1006400
715,2017-09-21,12:15:00,1005200
716,2017-09-25,12:20:00,1006100
717,2017-10-02,14:45:00,1005800
718,2017-10-03,0:17:00,1008100
719,2017-10-05,1:40:00,1005000
720,2017-10-12,16:05:00,1006800
721,2017-10-12,10:43:00,1006100
722,2017-10-12,16:05:00,1006800
723,2017-10-18,9:55:00,1006400
724,2017-10-19,0:00:00,1008100
725,2017-10-19,13:21:00,1008100
726,2017-10-19,8:19:00,1006400
727,2017-10-22,23:15:00,1008700
728,2017-10-23,8:45:00,1006400
729,2017-10-23,8:25:00,1006400
730,2017-10-23,9:45:00,1006400
731,2017-10-25,8:50:00,1006100
732,2017-10-26,9:45:00,1006400
733,2017-10-27,22:10:00,1009100
734,2017-10-28,20:53:00,1006200
735,2017-10-28,20:53:00,1006200
736,2017-10-31,23:46:00,1006400
737,2017-11-02,7:35:00,1006600
738,2017-11-03,11:55:00,1006400
