OBJECTID,stop_frisk1_XYTableToPoint_S_2,stop_frisk1_XYTableToPoint_S_3,geo_export_267875c8_5ee9_4cb_13
3243,2017-01-12,3:44:00,2018500
3244,2017-01-10,23:57:00,2013500
3245,2017-01-15,17:36:00,2018500
3246,2017-01-12,23:50:00,2013300
3247,2017-01-12,3:44:00,2018500
3248,2017-01-14,21:34:00,2012101
3249,2017-01-12,20:20:00,2016700
3250,2017-01-22,0:10:00,2018500
3251,2017-01-22,0:10:00,2018500
3252,2017-01-22,0:10:00,2018500
3253,2017-01-19,23:36:00,2012901
3254,2017-01-25,20:20:00,2013500
3255,2017-01-26,18:49:00,2015100
3256,2017-01-03,10:34:00,2012101
3257,2017-01-19,23:36:00,2012901
3258,2017-02-03,21:09:00,2015500
3259,2017-02-03,21:53:00,2012300
3260,2017-02-03,22:51:00,2012300
3261,2017-02-06,23:35:00,2014701
3262,2017-02-08,14:20:00,2014702
3263,2017-02-08,21:48:00,2016300
3264,2017-01-17,17:01:00,2015100
3265,2017-02-11,1:27:00,2016700
3266,2017-02-11,1:25:00,2016500
3267,2017-02-08,19:45:00,2014701
3268,2017-02-14,21:35:00,2013300
3269,2017-02-16,1:00:00,2014100
3270,2017-02-16,1:00:00,2014100
3271,2017-02-16,1:00:00,2014100
3272,2017-02-11,19:10:00,2012300
3273,2017-02-20,10:00:00,2015100
3274,2017-02-24,0:06:00,2014100
3275,2017-02-24,0:06:00,2014100
3276,2017-03-04,2:35:00,2012500
3277,2017-03-04,2:35:00,2012500
3278,2017-03-04,2:35:00,2012500
3279,2017-03-04,3:50:00,2018500
3280,2017-03-08,21:38:00,2015700
3281,2017-03-10,20:40:00,2016900
3282,2017-03-14,22:25:00,2014701
3283,2017-03-10,22:45:00,2013500
3284,2017-03-17,19:30:00,2014900
3285,2017-03-21,14:10:00,2016900
3286,2017-03-22,21:40:00,2014500
3287,2017-03-25,16:50:00,2015100
3288,2017-03-27,20:45:00,2015500
3289,2017-03-27,20:45:00,2015500
3290,2017-03-27,12:40:00,2014701
3291,2017-04-01,0:21:00,2016100
3292,2017-04-05,21:43:00,2015100
3293,2017-04-08,9:22:00,2014701
3294,2017-04-08,20:18:00,2016500
3295,2017-04-08,20:18:00,2016500
3296,2017-04-08,20:18:00,2016500
3297,2017-04-13,15:15:00,2016500
3298,2017-04-13,15:15:00,2016500
3299,2017-03-13,15:15:00,2016500
3300,2017-04-18,20:10:00,2015500
3301,2017-04-18,20:10:00,2015500
3302,2017-04-19,11:10:00,2016700
3303,2017-04-20,20:06:00,2012701
3304,2017-04-21,17:35:00,2018500
3305,2017-04-30,1:57:00,2014500
3306,2017-05-05,4:10:00,2014100
3307,2017-05-06,20:30:00,2018500
3308,2017-05-04,6:30:00,2014701
3309,2017-05-04,6:30:00,2014701
3310,2017-05-09,7:11:00,2014500
3311,2017-05-09,23:55:00,2012101
3312,2017-05-09,19:58:00,2014900
3313,2017-04-27,23:40:00,2016500
3314,2017-05-15,9:50:00,2015100
3315,2017-05-18,23:45:00,2015700
3316,2017-05-19,23:55:00,2014702
3317,2017-05-19,23:55:00,2014702
3318,2017-05-21,21:50:00,2016100
3319,2017-01-26,4:30:00,2016100
3320,2017-05-24,17:10:00,2012500
3321,2017-05-26,18:30:00,2015300
3322,2017-05-27,9:44:00,2012500
3323,2017-05-31,23:00:00,2016100
3324,2017-05-31,23:30:00,2015100
3325,2017-06-01,23:30:00,2012901
3326,2017-06-03,23:20:00,2014500
3327,2017-06-03,23:20:00,2014500
3328,2017-06-03,23:20:00,2014500
3329,2017-06-04,14:09:00,2013100
3330,2017-06-05,20:00:00,2014500
3331,2017-06-06,1:57:00,2014500
3332,2017-06-08,0:00:00,2012901
3333,2017-06-09,4:31:00,2014100
3334,2017-06-10,0:10:00,2015100
3335,2017-06-10,0:10:00,2015100
3336,2017-06-10,0:10:00,2015100
3337,2017-06-10,0:10:00,2015100
3338,2017-06-10,0:10:00,2015100
3339,2017-06-17,0:15:00,2015700
3340,2017-06-18,3:55:00,2012500
3341,2017-06-19,23:35:00,2013300
3342,2017-06-19,20:35:00,2013300
3343,2017-06-23,19:20:00,2018500
3344,2017-06-24,1:56:00,2012500
3345,2017-06-24,11:52:00,2014500
3346,2017-06-24,20:20:00,2015300
3347,2017-06-25,0:04:00,2015700
3348,2017-06-29,3:20:00,2014100
3349,2017-06-29,4:04:00,2015700
3350,2017-07-02,0:45:00,2015700
3351,2017-06-22,12:25:00,2014100
3352,2017-07-04,20:50:00,2013300
3353,2017-07-05,22:50:00,2013300
3354,2017-07-05,0:15:00,2018500
3355,2017-07-06,21:22:00,2013300
3356,2017-07-07,4:45:00,2012300
3357,2017-07-05,22:00:00,2013300
3358,2017-07-05,22:00:00,2013300
3359,2017-06-14,4:00:00,2018500
3360,2017-07-07,23:55:00,2013500
3361,2017-07-10,2:23:00,2013500
3362,2017-07-05,0:13:00,2018500
3363,2017-07-12,11:54:00,2018500
3364,2017-07-12,11:54:00,2018500
3365,2017-07-12,14:30:00,2016100
3366,2017-07-13,14:10:00,2015100
3367,2017-07-14,13:20:00,2014900
3368,2017-07-16,17:10:00,2014100
3369,2017-07-19,3:29:00,2018500
3370,2017-07-19,20:42:00,2013300
3371,2017-07-19,22:35:00,2018500
3372,2017-07-21,0:46:00,2014701
3373,2017-07-21,1:00:00,2014701
3374,2017-07-21,23:05:00,2012300
3375,2017-07-22,22:15:00,2016100
3376,2017-07-19,10:05:00,2014500
3377,2017-07-25,17:15:00,2015700
3378,2017-07-25,20:15:00,2014701
3379,2017-07-25,20:15:00,2014701
3380,2017-07-25,21:00:00,2018500
3381,2017-07-27,23:25:00,2012500
3382,2017-07-27,23:25:00,2012101
3383,2017-08-05,2:54:00,2012300
3384,2017-08-05,2:54:00,2012300
3385,2017-08-05,2:54:00,2012300
3386,2017-08-08,0:45:00,2014900
3387,2017-08-08,23:48:00,2013300
3388,2017-08-10,1:59:00,2014500
3389,2017-08-10,1:59:00,2014500
3390,2017-08-10,0:02:00,2018500
3391,2017-08-11,21:10:00,2018500
3392,2017-08-11,21:10:00,2018500
3393,2017-08-12,0:15:00,2014900
3394,2017-08-12,2:15:00,2015700
3395,2017-08-13,17:52:00,2014100
3396,2017-08-17,11:53:00,2012101
3397,2017-08-17,12:20:00,2012101
3398,2017-08-19,4:38:00,2012901
3399,2017-08-21,19:15:00,2014100
3400,2017-08-24,23:30:00,2014100
3401,2017-08-26,0:33:00,2015100
3402,2017-08-28,13:11:00,2015300
3403,2017-08-31,0:22:00,2012500
3404,2017-08-13,0:05:00,2014500
3405,2017-09-01,0:22:00,2012500
3406,2017-09-02,14:30:00,2015100
3407,2017-09-06,17:15:00,2015500
3408,2017-09-07,3:26:00,2018500
3409,2017-09-07,3:26:00,2018500
3410,2017-09-07,3:26:00,2018500
3411,2017-09-07,3:26:00,2018500
3412,2017-09-07,3:26:00,2018500
3413,2017-09-10,19:15:00,2014701
3414,2017-09-11,14:05:00,2014500
3415,2017-09-14,13:35:00,2016100
3416,2017-09-13,23:40:00,2015100
3417,2017-09-17,1:20:00,2016100
3418,2017-09-17,5:00:00,2014701
3419,2017-09-13,14:40:00,2013500
3420,2017-09-21,2:13:00,2015100
3421,2017-09-21,5:43:00,2015500
3422,2017-09-22,0:15:00,2018500
3423,2017-09-22,0:15:00,2015300
3424,2017-09-23,19:23:00,2014900
3425,2017-09-24,1:22:00,2015500
3426,2017-09-23,23:51:00,2015500
3427,2017-09-24,4:10:00,2016100
3428,2017-09-25,16:29:00,2015500
3429,2017-09-27,1:40:00,2014701
3430,2017-09-27,1:40:00,2014701
3431,2017-09-27,1:40:00,2014701
3432,2017-09-27,17:23:00,2018500
3433,2017-09-27,17:23:00,2018500
3434,2017-09-27,17:23:00,2018500
3435,2017-09-27,15:41:00,2018500
3436,2017-09-20,1:31:00,2015500
3437,2017-09-27,0:02:00,2018500
3438,2017-09-23,20:55:00,2014702
3439,2017-10-06,18:20:00,2013100
3440,2017-10-07,0:30:00,2014701
3441,2017-10-06,13:40:00,2013300
3442,2017-10-07,20:19:00,2018500
3443,2017-10-09,18:00:00,2015100
3444,2017-10-10,20:30:00,2014702
3445,2017-10-10,15:50:00,2013300
3446,2017-10-13,22:04:00,2018500
3447,2017-10-13,22:04:00,2018500
3448,2017-10-14,2:15:00,2012701
3449,2017-10-15,2:03:00,2018500
3450,2017-10-15,1:58:00,2014100
3451,2017-10-18,3:09:00,2016100
3452,2017-10-18,13:03:00,2012901
3453,2017-10-18,13:03:00,2012901
3454,2017-10-18,13:03:00,2012901
3455,2017-10-19,16:30:00,2015300
3456,2017-10-20,1:01:00,2015100
3457,2017-10-20,21:37:00,2015100
3458,2017-10-18,22:48:00,2015700
3459,2017-10-22,2:11:00,2014100
3460,2017-10-22,23:16:00,2014100
3461,2017-10-22,23:16:00,2014100
3462,2017-10-23,1:51:00,2018500
3463,2017-10-23,1:51:00,2018500
3464,2017-10-25,17:10:00,2013500
3465,2017-10-25,17:10:00,2013500
3466,2017-10-26,22:08:00,2015300
3467,2017-10-28,18:28:00,2015100
3468,2017-10-31,18:05:00,2015500
3469,2017-10-31,21:10:00,2016100
3470,2017-11-01,9:05:00,2014100
3471,2017-11-02,17:10:00,2016100
3472,2017-11-03,19:00:00,2012102
3473,2017-11-03,20:18:00,2014500
3474,2017-11-04,0:35:00,2012500
3475,2017-11-03,23:58:00,2015300
3476,2017-11-04,0:35:00,2012500
3477,2017-11-04,18:38:00,2013100
3478,2017-11-04,18:38:00,2013100
3479,2017-11-04,18:25:00,2014900
3480,2017-11-04,18:25:00,2014900
3481,2017-11-04,18:25:00,2014900
3482,2017-11-04,18:25:00,2014900
3483,2017-11-04,23:22:00,2013100
3484,2017-11-06,1:35:00,2013100
3485,2017-11-06,1:35:00,2013100
3486,2017-11-06,1:35:00,2013100
3487,2017-11-06,19:04:00,2014100
3488,2017-11-06,18:56:00,2014100
3489,2017-11-07,22:49:00,2018500
3490,2017-11-07,21:15:00,2015100
3491,2017-11-11,23:22:00,2012300
3492,2017-11-09,10:24:00,2012500
3493,2017-11-16,4:15:00,2016100
3494,2017-11-17,21:15:00,2014300
3495,2017-11-18,13:30:00,2012500
3496,2017-11-21,16:02:00,2014701
3497,2017-11-22,4:29:00,2013300
3498,2017-11-22,19:15:00,2012500
3499,2017-11-25,17:50:00,2014701
3500,2017-11-25,17:50:00,2014701
3501,2017-11-30,8:50:00,2014500
3502,2017-12-03,0:00:00,2014500
3503,2017-12-03,0:07:00,2015300
3504,2017-11-17,23:50:00,2018500
3505,2017-12-06,17:30:00,2016900
3506,2017-12-07,20:15:00,2014701
3507,2017-12-08,12:00:00,2012500
3508,2017-12-08,16:30:00,2013100
3509,2017-12-13,14:15:00,2014702
3510,2017-12-16,17:00:00,2014100
3511,2017-12-16,22:50:00,2013300
3512,2017-12-16,22:50:00,2013300
3513,2017-12-18,15:50:00,2014500
3514,2017-12-19,22:31:00,2013500
3515,2017-12-21,16:45:00,2018500
3516,2017-12-27,22:49:00,2012300
3517,2017-12-27,22:49:00,2012300
3518,2017-12-27,22:52:00,2012300
3519,2017-12-27,22:52:00,2012300
3520,2017-12-27,22:52:00,2012300
3521,2017-12-29,2:56:00,2015300
3522,2017-12-29,2:56:00,2015300
3523,2017-12-29,2:56:00,2015300
3524,2017-01-08,0:40:00,2021800
3525,2017-01-10,1:10:00,2007000
3526,2017-01-09,12:11:00,2005001
3527,2017-01-09,12:11:00,2005001
3530,2017-01-11,16:16:00,2000400
3531,2017-01-11,16:16:00,2021001
3540,2017-01-14,11:08:00,2009000
3550,2017-01-22,9:35:00,2021601
3555,2017-01-23,4:10:00,2000200
3559,2017-01-26,21:00:00,2008600
3560,2017-01-28,12:55:00,2008400
3573,2017-02-09,2:16:00,2004600
3574,2017-02-09,0:35:00,2021800
3575,2017-02-09,11:35:00,2004600
3580,2017-02-14,23:50:00,2009800
3594,2017-02-21,11:00:00,2007200
3596,2017-02-21,11:05:00,2005002
3600,2017-02-24,17:55:00,2004200
3601,2017-02-24,23:02:00,2007200
3602,2017-02-24,23:25:00,2004600
3603,2017-02-25,7:59:00,2004600
3605,2017-03-01,16:35:00,2008600
3607,2017-03-05,19:42:00,2021800
3608,2017-03-05,23:20:00,1002400
3609,2017-03-06,0:55:00,2006200
3610,2017-03-10,3:30:00,2005002
3611,2017-03-10,3:15:00,2004400
3613,2017-03-10,3:15:00,2004400
3615,2017-03-12,14:20:00,2006200
3616,2017-03-15,23:58:00,2008600
3617,2017-03-18,0:16:00,2006200
3618,2017-03-18,22:55:00,2002000
3621,2017-03-22,17:40:00,2009800
3623,2017-03-26,21:00:00,2009000
3645,2017-04-16,19:05:00,2021001
3646,2017-04-17,6:29:00,2007000
3647,2017-04-17,0:00:00,2005001
3648,2017-04-19,14:32:00,2024000
3649,2017-04-22,2:55:00,2004600
3650,2017-04-25,3:55:00,2005001
3651,2017-04-25,3:55:00,2005001
3653,2017-04-29,0:01:00,2006200
3654,2017-04-29,8:36:00,2035600
3655,2017-05-01,14:11:00,2002000
3656,2017-05-04,0:15:00,2004200
3657,2017-05-06,11:00:00,2009000
3660,2017-05-13,2:35:00,2002000
3673,2017-05-18,2:00:00,2006000
3679,2017-06-04,14:30:00,2021800
3680,2017-06-07,4:29:00,2006400
3682,2017-03-26,3:32:00,2004800
3689,2017-06-15,23:15:00,2004200
3700,2017-06-27,11:18:00,2001600
3702,2017-05-04,14:50:00,2004200
3707,2017-07-02,14:38:00,2000200
3713,2017-07-06,2:35:00,2007200
3716,2017-07-09,21:00:00,2004200
3718,2017-07-12,14:20:00,2004200
3719,2017-07-13,3:30:00,2004800
3720,2017-07-13,7:41:00,2002000
3721,2017-07-13,7:41:00,2002000
3722,2017-07-13,13:35:00,2004600
3723,2017-07-12,12:00:00,2004200
3724,2017-07-12,12:00:00,2021601
3725,2017-07-12,11:35:00,2021602
3729,2017-07-16,1:47:00,2004200
3730,2017-07-17,20:20:00,2021001
3732,2017-07-21,15:24:00,2003800
3733,2017-07-21,15:24:00,2003800
3734,2017-07-14,23:55:00,2004600
3735,2017-07-14,23:55:00,2007000
3736,2017-07-14,23:55:00,2004200
3737,2017-07-26,22:03:00,2004400
3752,2017-08-06,1:49:00,2001600
3753,2017-08-06,1:49:00,2001600
3754,2017-08-20,2:24:00,2004200
3755,2017-08-19,23:03:00,2022200
3756,2017-08-21,23:20:00,2001600
3759,2017-08-24,18:37:00,2002800
3760,2017-08-26,0:33:00,2002800
3795,2017-10-12,18:50:00,2021800
3799,2017-10-08,17:00:00,2004400
3800,2017-10-15,0:15:00,2004600
3801,2017-10-15,20:20:00,2008600
3802,2017-10-15,20:20:00,2002000
3803,2017-10-15,20:35:00,2008600
3805,2017-10-17,2:10:00,2004400
3806,2017-10-18,16:21:00,2004400
3807,2017-10-18,16:21:00,2036901
3808,2017-10-21,23:35:00,2008600
3809,2017-10-21,23:35:00,2008600
3810,2017-10-25,14:25:00,2004800
3812,2017-10-29,2:07:00,2002000
3813,2017-10-29,21:07:00,2005200
3816,2017-11-04,16:20:00,2005001
3817,2017-11-05,23:50:00,2005400
3818,2017-11-05,23:50:00,2009000
3819,2017-11-05,23:50:00,2000200
3820,2017-11-05,23:50:00,2004200
3827,2017-11-15,23:10:00,2007000
3831,2017-11-21,3:48:00,2004400
3834,2017-12-05,21:35:00,2004600
3836,2017-12-08,21:50:00,2001600
3837,2017-12-08,22:00:00,2006200
3838,2017-12-09,22:31:00,2000400
3842,2017-12-12,11:10:00,2036901
3847,2017-12-24,15:51:00,2005400
3851,2017-01-05,14:15:00,2019900
3852,2017-01-07,16:10:00,2018900
3853,2017-01-07,16:15:00,2018900
3854,2017-01-07,16:15:00,2018900
3855,2017-01-05,16:30:00,2017500
3856,2017-01-05,16:30:00,2017500
3857,2017-01-05,16:30:00,2017500
3858,2017-01-05,16:35:00,2017500
3859,2017-01-10,16:26:00,2017901
3860,2017-01-13,21:00:00,2018900
3861,2017-01-17,12:40:00,2018101
3862,2017-01-17,20:00:00,2017702
3863,2017-01-12,20:00:00,2017702
3864,2017-01-17,12:40:00,2018101
3865,2017-01-17,18:40:00,2018101
3866,2017-01-19,0:55:00,2022101
3867,2017-01-15,21:10:00,2017500
3868,2017-01-15,21:10:00,2017500
3869,2017-01-15,21:10:00,2017500
3870,2017-01-17,19:05:00,2018900
3871,2017-01-25,18:23:00,2021100
3872,2017-01-25,9:22:00,2022101
3873,2017-01-26,19:00:00,2022702
3874,2017-01-28,1:40:00,2018102
3875,2017-01-28,1:40:00,2018102
3876,2017-01-28,21:45:00,2019900
3877,2017-01-28,21:12:00,2019300
3878,2017-01-17,12:40:00,2018102
3879,2017-01-26,13:18:00,2022500
3880,2017-01-30,4:20:00,2006300
3881,2017-01-29,23:22:00,2021100
3882,2017-01-30,19:41:00,2022500
3883,2017-01-31,19:41:00,2022500
3884,2017-01-31,19:41:00,2022500
3885,2017-01-31,19:41:00,2022500
3886,2017-02-01,19:05:00,2017100
3887,2017-02-01,19:05:00,2017100
3888,2017-02-01,19:05:00,2017100
3889,2017-01-26,13:18:00,2022500
3890,2017-01-20,11:00:00,2022500
3891,2017-02-05,20:37:00,2018102
3892,2017-02-08,15:10:00,2017100
3893,2017-02-13,13:10:00,2006300
3894,2017-02-13,13:10:00,2006300
3895,2017-02-13,13:25:00,2019500
3896,2017-02-14,16:20:00,2017702
3897,2017-02-15,1:00:00,2018102
3898,2017-02-15,1:00:00,2018102
3899,2017-02-15,1:00:00,2018102
3900,2017-02-15,1:00:00,2018102
3901,2017-02-17,19:50:00,2020100
3902,2017-02-21,1:57:00,2022500
3903,2017-02-21,1:57:00,2022500
3904,2017-02-21,2:00:00,2017902
3905,2017-02-21,12:05:00,2018102
3906,2017-02-21,5:29:00,2019900
3907,2017-02-21,5:29:00,2019900
3908,2017-02-24,0:20:00,2017300
3909,2017-03-06,11:00:00,2019700
3910,2017-03-06,13:25:00,2018302
3911,2017-03-08,3:25:00,2006300
3912,2017-03-08,13:10:00,2006300
3913,2017-03-08,16:45:00,2006300
3914,2017-03-09,17:30:00,2022500
3915,2017-03-11,14:20:00,2018900
3916,2017-02-15,2:10:00,2017500
3917,2017-03-19,9:05:00,2018102
3918,2017-03-20,3:52:00,2017701
3919,2017-03-19,15:40:00,2022101
3920,2017-03-20,23:50:00,2022500
3921,2017-03-20,23:50:00,2022500
3922,2017-03-20,23:50:00,2022500
3923,2017-03-24,8:16:00,2021302
3924,2017-03-22,18:54:00,2020900
3925,2017-03-29,14:17:00,2019500
3926,2017-03-30,14:19:00,2022500
3927,2017-04-04,23:55:00,2019300
3928,2017-04-05,1:20:00,2021302
3929,2017-04-05,1:20:00,2021302
3930,2017-03-30,14:30:00,2022500
3931,2017-04-08,0:05:00,2017701
3932,2017-04-08,0:05:00,2017701
3933,2017-04-08,0:05:00,2017701
3934,2017-04-09,2:05:00,2022902
3935,2017-04-09,2:05:00,2022902
3936,2017-04-12,17:04:00,2022102
3937,2017-04-15,4:35:00,2022703
3938,2017-04-15,15:55:00,2022500
3939,2017-04-15,4:35:00,2022703
3940,2017-04-15,4:35:00,2022703
3941,2017-04-19,0:45:00,2018302
3942,2017-04-16,20:00:00,2017500
3943,2017-04-19,1:30:00,2018101
3944,2017-04-19,1:35:00,2022101
3945,2017-04-21,21:30:00,2018301
3946,2017-04-21,21:30:00,2018301
3947,2017-04-21,21:30:00,2018301
3948,2017-04-21,21:30:00,2018301
3949,2017-04-21,21:30:00,2018301
3950,2017-04-21,21:30:00,2018301
3951,2017-04-21,20:12:00,2006300
3952,2017-04-21,21:28:00,2018301
3953,2017-04-22,21:30:00,2017901
3954,2017-04-24,0:10:00,2022102
3955,2017-04-24,0:10:00,2022102
3956,2017-04-24,0:10:00,2022102
3957,2017-04-25,14:40:00,2006100
3958,2017-04-25,15:25:00,2022102
3959,2017-04-19,1:26:00,2020900
3960,2017-04-15,4:35:00,2022703
3961,2017-05-04,14:55:00,2006300
3962,2017-05-04,21:08:00,2019500
3963,2017-05-05,21:08:00,2019500
3964,2017-05-05,23:50:00,2022500
3965,2017-05-04,21:08:00,2019500
3966,2017-05-05,21:08:00,2019500
3967,2017-05-05,23:24:00,2017902
3968,2017-05-07,1:28:00,2018900
3969,2017-05-08,17:13:00,2021100
3970,2017-05-09,0:20:00,2019700
3971,2017-05-09,13:58:00,2017702
3972,2017-05-10,20:49:00,2021100
3973,2017-05-10,23:24:00,2017902
3974,2017-05-11,1:25:00,2019500
3975,2017-05-12,13:05:00,2017701
3976,2017-05-16,16:52:00,2019500
3977,2017-05-17,2:25:00,2021302
3978,2017-05-18,2:25:00,2022500
3979,2017-05-18,2:20:00,2022500
3980,2017-05-18,2:20:00,2022500
3981,2017-05-18,2:20:00,2022500
3982,2017-05-20,17:31:00,2022101
3983,2017-05-20,17:36:00,2018102
3984,2017-05-24,3:05:00,2022500
3985,2017-05-23,22:45:00,2017902
3986,2017-05-23,22:45:00,2017902
3987,2017-05-24,2:30:00,2019500
3988,2017-05-27,8:27:00,2006300
3989,2017-05-28,18:05:00,2019900
3990,2017-05-31,1:15:00,2017500
3991,2017-06-01,11:00:00,2017500
3992,2017-06-02,3:45:00,2006100
3993,2017-06-03,3:30:00,2018102
3994,2017-06-03,3:30:00,2018102
3995,2017-06-03,3:50:00,2022500
3996,2017-06-05,19:35:00,2019700
3997,2017-06-10,5:30:00,2017701
3998,2017-06-09,15:08:00,2017500
3999,2017-06-16,12:31:00,2006300
4000,2017-06-17,18:33:00,2018101
4001,2017-06-20,12:40:00,2006300
4002,2017-06-23,16:15:00,2022300
4003,2017-06-24,20:29:00,2017500
4004,2017-06-25,3:21:00,2017701
4005,2017-06-23,23:30:00,2019700
4006,2017-06-28,18:06:00,2017500
4007,2017-06-28,18:06:00,2017500
4008,2017-06-23,23:40:00,2019700
4009,2017-06-30,13:20:00,2018900
4010,2017-07-01,10:01:00,2017500
4011,2017-07-01,19:23:00,2021100
4012,2017-07-01,19:23:00,2021100
4013,2017-07-03,20:00:00,2020900
4014,2017-07-07,5:04:00,2017702
4015,2017-07-07,17:20:00,2022102
4016,2017-07-04,1:50:00,2021302
4017,2017-06-09,1:12:00,2021900
4018,2017-07-09,1:15:00,2022102
4019,2017-07-09,2:00:00,2018102
4020,2017-07-16,4:32:00,2020900
4021,2017-07-18,9:55:00,2014300
4022,2017-07-18,9:55:00,2014300
4023,2017-07-18,9:55:00,2014300
4024,2017-07-18,9:55:00,2014300
4025,2017-07-16,1:18:00,2022500
4026,2017-07-20,2:05:00,2016500
4027,2017-07-20,2:05:00,2016500
4028,2017-07-20,2:05:00,2016500
4029,2017-07-20,0:10:00,2017701
4030,2017-07-23,11:12:00,2022500
4031,2017-07-23,17:55:00,2020900
4032,2017-07-23,17:55:00,2020900
4033,2017-07-23,17:55:00,2020900
4034,2017-07-26,22:04:00,2018302
4035,2017-07-21,22:30:00,2019900
4036,2017-07-30,15:30:00,2022500
4037,2017-07-30,16:22:00,2020900
4038,2017-08-04,2:23:00,2006300
4039,2017-08-06,13:00:00,2019500
4040,2017-08-06,13:00:00,2019500
4041,2017-08-07,20:20:00,2018301
4042,2017-08-09,1:58:00,2022500
4043,2017-07-14,2:30:00,2020100
4044,2017-08-09,14:30:00,2017902
4045,2017-08-09,14:30:00,2017902
4046,2017-07-09,1:10:00,2021900
4047,2017-08-12,19:00:00,2017702
4049,2017-08-12,21:00:00,2017901
4050,2017-08-19,0:31:00,2018900
4051,2017-05-29,23:42:00,2022300
4052,2017-05-29,23:42:00,2022300
4053,2017-06-21,18:23:00,2017300
4054,2017-06-21,19:35:00,2020900
4055,2017-08-22,19:20:00,2022101
4056,2017-08-24,2:17:00,2018302
4057,2017-08-24,1:10:00,2018900
4058,2017-08-25,1:29:00,2016500
4059,2017-08-25,13:40:00,2018101
4060,2017-08-25,16:20:00,2020900
4061,2017-08-26,19:03:00,2018102
4062,2017-08-30,0:43:00,2022300
4063,2017-09-07,18:33:00,2014300
4064,2017-09-02,23:35:00,2022101
4065,2017-09-09,18:31:00,2018900
4066,2017-09-11,22:22:00,2018102
4067,2017-09-12,18:15:00,2017300
4068,2017-09-13,1:50:00,2019300
4069,2017-09-13,0:10:00,2019700
4070,2017-09-21,0:42:00,2021900
4071,2017-09-21,0:42:00,2021900
4072,2017-09-22,2:15:00,2019900
4073,2017-09-23,17:10:00,2022300
4074,2017-09-24,22:42:00,2019300
4075,2017-09-25,1:25:00,2006300
4076,2017-09-26,12:40:00,2022500
4077,2017-09-27,9:45:00,2022102
4078,2017-09-27,9:45:00,2022102
4079,2017-09-29,16:05:00,2022500
4080,2017-09-29,18:05:00,2019900
4081,2017-09-29,0:00:00,2020900
4082,2017-09-29,14:15:00,2017500
4083,2017-09-29,22:45:00,2017901
4084,2017-09-30,16:35:00,2018101
4085,2017-09-30,22:26:00,2019900
4086,2017-10-01,17:00:00,2018900
4087,2017-10-03,12:00:00,2017701
4088,2017-10-05,14:45:00,2021900
4089,2017-10-05,15:52:00,2022500
4090,2017-10-05,15:52:00,2022500
4091,2017-10-05,15:52:00,2022500
4092,2017-10-07,18:47:00,2022300
4093,2017-10-08,19:10:00,2021302
4094,2017-10-08,19:10:00,2021302
4095,2017-10-08,19:10:00,2021302
4096,2017-10-09,4:30:00,2017901
4097,2017-10-14,23:50:00,2022300
4098,2017-10-15,23:17:00,2021302
4099,2017-10-16,9:42:00,2022500
4100,2017-10-13,17:00:00,2019300
4101,2017-10-14,22:30:00,2022300
4102,2017-10-18,17:00:00,2018101
4103,2017-10-19,0:12:00,2018900
4104,2017-10-19,23:25:00,2017300
4105,2017-10-21,17:59:00,2019700
4106,2017-10-21,21:20:00,2019900
4107,2017-10-23,19:20:00,2017702
4108,2017-10-23,19:35:00,2022500
4109,2017-10-23,19:48:00,2019700
4110,2017-10-17,19:50:00,2022703
4111,2017-10-28,10:05:00,2021100
4112,2017-11-01,16:30:00,2006300
4113,2017-11-09,16:50:00,2018900
4114,2017-11-17,13:00:00,2022101
4115,2017-11-17,15:37:00,2014300
4116,2017-11-19,0:24:00,2019500
4117,2017-11-24,12:54:00,2006300
4118,2017-11-24,16:30:00,2022101
4119,2017-11-24,14:40:00,2017702
4120,2017-11-23,22:48:00,2022101
4121,2017-11-24,18:35:00,2021100
4122,2017-11-28,4:27:00,2017701
4123,2017-11-28,4:27:00,2017701
4124,2017-11-28,4:27:00,2017701
4125,2017-11-28,18:55:00,2022702
4126,2017-11-29,21:45:00,2019300
4127,2017-12-01,17:10:00,2019500
4128,2017-12-08,23:12:00,2022300
4129,2017-12-11,11:28:00,2006300
4130,2017-12-15,18:45:00,2019900
4131,2017-10-19,17:32:00,2017901
4132,2017-12-20,12:00:00,2019300
4133,2017-12-20,15:35:00,2019900
4134,2017-12-22,22:16:00,2022102
4135,2017-12-23,21:30:00,2018302
4136,2017-12-30,12:00:00,2022101
4137,2017-01-24,15:35:00,2026602
4138,2017-01-20,0:25:00,2020000
4139,2017-02-08,20:15:00,2014400
4140,2017-02-20,0:12:00,2013200
4141,2017-02-24,1:50:00,2014400
4142,2017-02-25,4:00:00,2013800
4143,2017-02-25,4:00:00,2013800
4144,2017-02-25,4:00:00,2013800
4145,2017-02-25,4:00:00,2013800
4146,2017-02-25,4:00:00,2013800
4147,2017-02-26,10:22:00,2018400
4148,2017-02-28,7:40:00,2014400
4149,2017-03-16,11:30:00,2016600
4150,2017-03-16,3:30:00,2016600
4151,2017-03-22,2:00:00,2020000
4152,2017-03-23,5:07:00,2016600
4153,2017-03-28,3:34:00,2014400
4154,2017-04-07,20:35:00,2028400
4155,2017-04-09,0:47:00,2013000
4156,2017-04-09,0:47:00,2013000
4157,2017-04-06,19:25:00,2016000
4158,2017-04-10,6:40:00,2009600
4159,2017-04-24,23:05:00,2026601
