boro_ct2010,Date,Time,Type
4009800,3/25/2017,18:00:00,PersonalCrime
3005602,3/25/2017,1:35:00,PersonalCrime
2042100,3/25/2017,13:24:00,PersonalCrime
3057200,3/25/2017,3:00:00,PersonalCrime
4058200,3/25/2017,13:30:00,PersonalCrime
2012901,3/25/2017,16:00:00,PersonalCrime
3038700,3/25/2017,21:00:00,PersonalCrime
4116300,3/25/2017,5:40:00,PersonalCrime
4005900,3/25/2017,18:00:00,PersonalCrime
3115800,3/25/2017,11:30:00,PersonalCrime
3041200,3/25/2017,19:20:00,PersonalCrime
1012500,3/25/2017,2:10:00,PersonalCrime
1023100,3/25/2017,13:40:00,PersonalCrime
1012500,3/25/2017,2:10:00,PersonalCrime
1012500,3/25/2017,2:29:00,PersonalCrime
3121000,3/25/2017,2:30:00,PersonalCrime
1023200,3/25/2017,5:15:00,PersonalCrime
5021300,3/25/2017,1:30:00,PersonalCrime
4030902,3/25/2017,23:05:00,PersonalCrime
2039902,3/25/2017,13:25:00,PersonalCrime
3019900,3/25/2017,7:00:00,PersonalCrime
3040900,3/25/2017,20:00:00,PersonalCrime
2017702,3/25/2017,23:00:00,PersonalCrime
3029900,3/25/2017,17:30:00,PersonalCrime
3031300,3/25/2017,16:25:00,PersonalCrime
1009900,3/25/2017,3:45:00,PersonalCrime
2033800,3/26/2017,17:58:00,PersonalCrime
1003601,3/26/2017,3:25:00,PersonalCrime
3033100,3/26/2017,12:00:00,PersonalCrime
3003700,3/26/2017,9:00:00,PersonalCrime
2023702,3/26/2017,15:38:00,PersonalCrime
5009700,3/26/2017,17:00:00,PersonalCrime
2043400,3/26/2017,22:55:00,PersonalCrime
2040502,3/26/2017,7:00:00,PersonalCrime
1017000,3/26/2017,1:40:00,PersonalCrime
4042400,3/26/2017,22:50:00,PersonalCrime
2039000,3/26/2017,12:00:00,PersonalCrime
3033700,3/26/2017,0:13:00,PersonalCrime
2048400,3/26/2017,2:10:00,PersonalCrime
1000600,3/26/2017,2:45:00,PersonalCrime
4018401,3/26/2017,11:00:00,PersonalCrime
3034100,3/26/2017,23:50:00,PersonalCrime
3018100,3/26/2017,9:15:00,PersonalCrime
1019600,3/26/2017,21:25:00,PersonalCrime
3051602,3/26/2017,8:48:00,PersonalCrime
4066000,3/26/2017,23:50:00,PersonalCrime
3090800,3/26/2017,6:45:00,PersonalCrime
1019600,3/26/2017,21:00:00,PersonalCrime
2004300,3/26/2017,22:20:00,PersonalCrime
1027100,3/26/2017,22:00:00,PersonalCrime
3001500,3/26/2017,0:00:00,PersonalCrime
1023000,3/26/2017,4:30:00,PersonalCrime
3019000,3/26/2017,1:00:00,PersonalCrime
3090800,3/26/2017,4:00:00,PersonalCrime
1008300,3/26/2017,2:48:00,PersonalCrime
2039800,3/26/2017,14:30:00,PersonalCrime
4103201,3/26/2017,15:25:00,PersonalCrime
1021100,3/26/2017,1:20:00,PersonalCrime
3092400,3/26/2017,23:00:00,PersonalCrime
4095400,3/26/2017,1:10:00,PersonalCrime
2007300,3/26/2017,16:00:00,PersonalCrime
3079802,3/26/2017,12:00:00,PersonalCrime
1012900,3/26/2017,0:58:00,PersonalCrime
2043400,3/26/2017,22:55:00,PersonalCrime
1024301,3/26/2017,17:20:00,PersonalCrime
4100801,3/26/2017,12:10:00,PersonalCrime
2019700,3/26/2017,21:00:00,PersonalCrime
3027900,3/26/2017,21:10:00,PersonalCrime
1001502,3/26/2017,3:00:00,PersonalCrime
1010000,3/26/2017,15:50:00,PersonalCrime
1008300,3/26/2017,2:45:00,PersonalCrime
3069601,3/26/2017,18:00:00,PersonalCrime
2011900,3/26/2017,17:00:00,PersonalCrime
2023703,3/26/2017,15:14:00,PersonalCrime
3000200,3/26/2017,0:00:00,PersonalCrime
3035100,3/26/2017,17:38:00,PersonalCrime
3090200,3/26/2017,18:00:00,PersonalCrime
3051601,3/26/2017,14:10:00,PersonalCrime
3053400,3/26/2017,3:00:00,PersonalCrime
3093400,3/26/2017,0:15:00,PersonalCrime
3025902,3/26/2017,15:00:00,PersonalCrime
3002000,3/26/2017,20:15:00,PersonalCrime
1022800,3/26/2017,16:38:00,PersonalCrime
2038700,3/26/2017,8:27:00,PersonalCrime
3005100,3/26/2017,12:30:00,PersonalCrime
4086100,3/26/2017,15:31:00,PersonalCrime
2005400,3/26/2017,3:55:00,PersonalCrime
4008600,3/26/2017,6:30:00,PersonalCrime
4094202,3/26/2017,3:30:00,PersonalCrime
1029300,3/26/2017,4:00:00,PersonalCrime
1016200,3/26/2017,14:35:00,PersonalCrime
2018500,3/26/2017,18:50:00,PersonalCrime
1005400,3/26/2017,2:00:00,PersonalCrime
2011900,3/26/2017,17:00:00,PersonalCrime
3114600,3/26/2017,9:45:00,PersonalCrime
4058500,3/26/2017,12:00:00,PersonalCrime
3117201,3/26/2017,0:28:00,PersonalCrime
1028500,3/26/2017,16:30:00,PersonalCrime
3010100,3/26/2017,5:35:00,PersonalCrime
2006500,3/26/2017,12:50:00,PersonalCrime
2028900,3/26/2017,19:15:00,PersonalCrime
3029900,3/26/2017,22:32:00,PersonalCrime
3043100,3/26/2017,18:00:00,PersonalCrime
3031900,3/26/2017,2:15:00,PersonalCrime
4094202,3/26/2017,1:50:00,PersonalCrime
3032900,3/26/2017,12:00:00,PersonalCrime
2023100,3/26/2017,19:05:00,PersonalCrime
2000100,3/26/2017,17:50:00,PersonalCrime
3102800,3/26/2017,16:40:00,PersonalCrime
1029500,3/26/2017,1:05:00,PersonalCrime
2005400,3/26/2017,3:55:00,PersonalCrime
2014300,3/26/2017,6:00:00,PersonalCrime
1018600,3/26/2017,4:40:00,PersonalCrime
3120800,3/26/2017,17:15:00,PersonalCrime
2040502,3/26/2017,7:00:00,PersonalCrime
4080301,3/26/2017,7:35:00,PersonalCrime
2023704,3/26/2017,2:00:00,PersonalCrime
1019800,3/26/2017,22:29:00,PersonalCrime
2011502,3/26/2017,2:00:00,PersonalCrime
3005100,3/26/2017,12:30:00,PersonalCrime
4094202,3/26/2017,3:30:00,PersonalCrime
3049200,3/26/2017,9:44:00,PersonalCrime
3098800,3/26/2017,3:20:00,PersonalCrime
2038000,3/26/2017,20:25:00,PersonalCrime
3080000,3/26/2017,10:55:00,PersonalCrime
4007500,3/26/2017,0:15:00,PersonalCrime
2014300,3/26/2017,6:00:00,PersonalCrime
2016600,3/26/2017,11:00:00,PersonalCrime
2037400,3/26/2017,3:25:00,PersonalCrime
3059401,3/26/2017,19:30:00,PersonalCrime
3043700,3/26/2017,2:05:00,PersonalCrime
2038700,3/26/2017,11:15:00,PersonalCrime
2034500,3/26/2017,10:55:00,PersonalCrime
3013000,3/26/2017,19:00:00,PersonalCrime
1012000,3/26/2017,1:00:00,PersonalCrime
2012701,3/26/2017,0:33:00,PersonalCrime
3095600,3/26/2017,2:10:00,PersonalCrime
2007100,3/26/2017,18:00:00,PersonalCrime
4065600,3/26/2017,12:49:00,PersonalCrime
1013300,3/26/2017,4:00:00,PersonalCrime
1005400,3/26/2017,1:10:00,PersonalCrime
2023900,3/26/2017,11:00:00,PersonalCrime
1029100,3/26/2017,3:30:00,PersonalCrime
4055400,3/26/2017,20:00:00,PersonalCrime
3042100,3/26/2017,1:00:00,PersonalCrime
2037300,3/26/2017,6:25:00,PersonalCrime
1029100,3/26/2017,3:30:00,PersonalCrime
4015900,3/26/2017,23:00:00,PersonalCrime
2042400,3/26/2017,19:00:00,PersonalCrime
4055400,3/26/2017,20:00:00,PersonalCrime
3074000,3/26/2017,13:00:00,PersonalCrime
1027100,3/26/2017,3:00:00,PersonalCrime
3082400,3/26/2017,22:00:00,PersonalCrime
4065900,3/26/2017,21:30:00,PersonalCrime
1009900,3/27/2017,12:00:00,PersonalCrime
2038900,3/27/2017,12:18:00,PersonalCrime
3019200,3/27/2017,12:10:00,PersonalCrime
3022400,3/27/2017,21:40:00,PersonalCrime
3034700,3/27/2017,18:48:00,PersonalCrime
4030904,3/27/2017,23:30:00,PersonalCrime
4003200,3/27/2017,20:45:00,PersonalCrime
3034100,3/27/2017,21:40:00,PersonalCrime
3024900,3/27/2017,4:30:00,PersonalCrime
1008300,3/27/2017,19:07:00,PersonalCrime
1002400,3/27/2017,19:00:00,PersonalCrime
2040100,3/27/2017,21:20:00,PersonalCrime
2039000,3/27/2017,0:00:00,PersonalCrime
2024000,3/27/2017,12:55:00,PersonalCrime
3027300,3/27/2017,17:45:00,PersonalCrime
2005902,3/27/2017,18:30:00,PersonalCrime
2020400,3/27/2017,14:30:00,PersonalCrime
3035900,3/27/2017,0:15:00,PersonalCrime
4080302,3/27/2017,17:00:00,PersonalCrime
1022400,3/27/2017,9:27:00,PersonalCrime
4101001,3/27/2017,10:55:00,PersonalCrime
1021600,3/27/2017,18:50:00,PersonalCrime
3028501,3/27/2017,19:05:00,PersonalCrime
1025300,3/27/2017,14:00:00,PersonalCrime
3076400,3/27/2017,6:45:00,PersonalCrime
3055400,3/27/2017,15:15:00,PersonalCrime
3028900,3/27/2017,4:30:00,PersonalCrime
3117602,3/27/2017,0:10:00,PersonalCrime
2040502,3/27/2017,17:00:00,PersonalCrime
4006900,3/27/2017,12:00:00,PersonalCrime
3010400,3/27/2017,20:50:00,PersonalCrime
2007300,3/27/2017,12:40:00,PersonalCrime
2006500,3/27/2017,1:37:00,PersonalCrime
4032000,3/27/2017,12:00:00,PersonalCrime
3049300,3/27/2017,15:00:00,PersonalCrime
4122702,3/27/2017,15:40:00,PersonalCrime
4048400,3/27/2017,5:30:00,PersonalCrime
3091000,3/27/2017,18:00:00,PersonalCrime
2000100,3/27/2017,8:30:00,PersonalCrime
2014500,3/27/2017,1:25:00,PersonalCrime
5031902,3/27/2017,19:40:00,PersonalCrime
4007100,3/27/2017,16:53:00,PersonalCrime
3027100,3/27/2017,23:40:00,PersonalCrime
3030700,3/27/2017,13:45:00,PersonalCrime
4031700,3/27/2017,14:00:00,PersonalCrime
3081400,3/27/2017,18:40:00,PersonalCrime
4006501,3/27/2017,10:00:00,PersonalCrime
4019000,3/27/2017,23:30:00,PersonalCrime
4015801,3/27/2017,6:10:00,PersonalCrime
5002100,3/27/2017,17:00:00,PersonalCrime
4016600,3/27/2017,17:00:00,PersonalCrime
1013300,3/27/2017,4:00:00,PersonalCrime
2035800,3/27/2017,1:00:00,PersonalCrime
4121500,3/27/2017,18:40:00,PersonalCrime
4044302,3/27/2017,23:30:00,PersonalCrime
2043500,3/27/2017,18:00:00,PersonalCrime
2032800,3/27/2017,14:15:00,PersonalCrime
2004200,3/27/2017,15:00:00,PersonalCrime
4096400,3/27/2017,8:00:00,PersonalCrime
2019900,3/27/2017,12:30:00,PersonalCrime
2013300,3/27/2017,22:28:00,PersonalCrime
2018302,3/27/2017,16:30:00,PersonalCrime
4021200,3/27/2017,21:15:00,PersonalCrime
4056000,3/27/2017,3:11:00,PersonalCrime
3049300,3/27/2017,15:00:00,PersonalCrime
2016900,3/27/2017,1:10:00,PersonalCrime
2015500,3/27/2017,20:32:00,PersonalCrime
2043100,3/27/2017,15:15:00,PersonalCrime
2038900,3/27/2017,11:47:00,PersonalCrime
1019600,3/27/2017,8:30:00,PersonalCrime
3024200,3/27/2017,16:00:00,PersonalCrime
1006200,3/27/2017,22:40:00,PersonalCrime
5022300,3/27/2017,17:00:00,PersonalCrime
5030301,3/27/2017,11:00:00,PersonalCrime
2021700,3/27/2017,1:00:00,PersonalCrime
3120000,3/27/2017,0:05:00,PersonalCrime
3024900,3/27/2017,17:00:00,PersonalCrime
1011100,3/27/2017,22:00:00,PersonalCrime
4063700,3/27/2017,13:26:00,PersonalCrime
2007400,3/27/2017,12:30:00,PersonalCrime
4058200,3/27/2017,11:30:00,PersonalCrime
3036200,3/27/2017,18:05:00,PersonalCrime
3112600,3/27/2017,12:30:00,PersonalCrime
4060100,3/27/2017,15:40:00,PersonalCrime
1017000,3/27/2017,16:40:00,PersonalCrime
3035300,3/27/2017,22:20:00,PersonalCrime
2037800,3/27/2017,16:30:00,PersonalCrime
4001800,3/27/2017,15:20:00,PersonalCrime
3092400,3/27/2017,9:10:00,PersonalCrime
2023703,3/27/2017,20:40:00,PersonalCrime
1004400,3/27/2017,17:55:00,PersonalCrime
4012200,3/27/2017,20:50:00,PersonalCrime
4051600,3/27/2017,15:40:00,PersonalCrime
3111000,3/27/2017,8:30:00,PersonalCrime
2042500,3/27/2017,16:00:00,PersonalCrime
2014100,3/28/2017,22:45:00,PersonalCrime
2040800,3/28/2017,20:49:00,PersonalCrime
2001900,3/28/2017,7:20:00,PersonalCrime
4038100,3/28/2017,18:10:00,PersonalCrime
4103201,3/28/2017,23:25:00,PersonalCrime
5007700,3/28/2017,17:45:00,PersonalCrime
2025300,3/28/2017,17:00:00,PersonalCrime
5011202,3/28/2017,23:50:00,PersonalCrime
3027700,3/28/2017,18:30:00,PersonalCrime
3082400,3/28/2017,19:20:00,PersonalCrime
3098200,3/28/2017,17:15:00,PersonalCrime
2025600,3/28/2017,21:29:00,PersonalCrime
1019200,3/28/2017,20:30:00,PersonalCrime
2021602,3/28/2017,17:00:00,PersonalCrime
4028400,3/28/2017,0:20:00,PersonalCrime
2018301,3/28/2017,15:10:00,PersonalCrime
1012900,3/28/2017,15:50:00,PersonalCrime
3103400,3/28/2017,9:00:00,PersonalCrime
1019400,3/28/2017,23:55:00,PersonalCrime
3038600,3/28/2017,10:00:00,PersonalCrime
2000100,3/28/2017,16:00:00,PersonalCrime
1009100,3/28/2017,17:00:00,PersonalCrime
1008700,3/28/2017,3:00:00,PersonalCrime
2038100,3/28/2017,16:25:00,PersonalCrime
3033000,3/28/2017,20:40:00,PersonalCrime
3120800,3/28/2017,8:50:00,PersonalCrime
2039700,3/28/2017,16:05:00,PersonalCrime
2013100,3/28/2017,20:32:00,PersonalCrime
1017000,3/28/2017,23:20:00,PersonalCrime
3001500,3/28/2017,6:00:00,PersonalCrime
2012901,3/28/2017,2:20:00,PersonalCrime
3018501,3/28/2017,11:15:00,PersonalCrime
1002500,3/28/2017,8:35:00,PersonalCrime
2018301,3/28/2017,14:06:00,PersonalCrime
3090800,3/28/2017,18:40:00,PersonalCrime
5032300,3/28/2017,22:10:00,PersonalCrime
2040800,3/28/2017,14:00:00,PersonalCrime
4065600,3/28/2017,15:15:00,PersonalCrime
1018200,3/28/2017,20:00:00,PersonalCrime
3086200,3/28/2017,8:30:00,PersonalCrime
2042100,3/28/2017,18:50:00,PersonalCrime
3037500,3/28/2017,20:00:00,PersonalCrime
4049200,3/28/2017,20:00:00,PersonalCrime
3024200,3/28/2017,22:10:00,PersonalCrime
1022800,3/28/2017,9:00:00,PersonalCrime
4094202,3/28/2017,15:45:00,PersonalCrime
4035100,3/28/2017,8:05:00,PersonalCrime
3079602,3/28/2017,3:05:00,PersonalCrime
4054500,3/28/2017,16:30:00,PersonalCrime
1023100,3/28/2017,3:20:00,PersonalCrime
3042800,3/28/2017,13:00:00,PersonalCrime
3055800,3/28/2017,20:15:00,PersonalCrime
3090800,3/28/2017,18:00:00,PersonalCrime
3010200,3/28/2017,9:30:00,PersonalCrime
2036901,3/28/2017,22:15:00,PersonalCrime
4066701,3/28/2017,1:08:00,PersonalCrime
3017500,3/28/2017,5:10:00,PersonalCrime
2036300,3/28/2017,13:30:00,PersonalCrime
2000100,3/28/2017,15:00:00,PersonalCrime
3082400,3/28/2017,8:00:00,PersonalCrime
3024200,3/28/2017,16:33:00,PersonalCrime
4035700,3/28/2017,9:30:00,PersonalCrime
2013100,3/28/2017,17:00:00,PersonalCrime
2009300,3/28/2017,22:55:00,PersonalCrime
3027700,3/28/2017,18:30:00,PersonalCrime
3082400,3/28/2017,16:00:00,PersonalCrime
1009200,3/28/2017,22:45:00,PersonalCrime
3028100,3/28/2017,21:35:00,PersonalCrime
2040600,3/28/2017,18:00:00,PersonalCrime
3091200,3/28/2017,17:00:00,PersonalCrime
3069000,3/28/2017,22:50:00,PersonalCrime
4121500,3/28/2017,10:00:00,PersonalCrime
4028800,3/28/2017,18:45:00,PersonalCrime
2039500,3/28/2017,11:00:00,PersonalCrime
3122000,3/28/2017,18:30:00,PersonalCrime
3008500,3/28/2017,17:19:00,PersonalCrime
2002702,3/28/2017,18:10:00,PersonalCrime
4097204,3/28/2017,13:00:00,PersonalCrime
2014100,3/28/2017,8:44:00,PersonalCrime
2009300,3/28/2017,16:15:00,PersonalCrime
3008500,3/28/2017,13:45:00,PersonalCrime
4032000,3/28/2017,6:30:00,PersonalCrime
2006500,3/28/2017,8:10:00,PersonalCrime
1021100,3/28/2017,13:20:00,PersonalCrime
4032000,3/28/2017,12:00:00,PersonalCrime
3016100,3/28/2017,13:00:00,PersonalCrime
3021500,3/28/2017,21:00:00,PersonalCrime
1025100,3/28/2017,15:21:00,PersonalCrime
3010100,3/28/2017,5:02:00,PersonalCrime
4014700,3/28/2017,14:30:00,PersonalCrime
3033900,3/28/2017,1:00:00,PersonalCrime
2039000,3/28/2017,21:45:00,PersonalCrime
4007700,3/28/2017,15:50:00,PersonalCrime
2006500,3/28/2017,9:45:00,PersonalCrime
2030200,3/28/2017,20:52:00,PersonalCrime
3030900,3/28/2017,12:00:00,PersonalCrime
4100802,3/29/2017,12:55:00,PersonalCrime
3019400,3/29/2017,21:44:00,PersonalCrime
1009800,3/29/2017,21:18:00,PersonalCrime
3085400,3/29/2017,1:05:00,PersonalCrime
1021000,3/29/2017,14:05:00,PersonalCrime
3031300,3/29/2017,16:00:00,PersonalCrime
3033000,3/29/2017,2:15:00,PersonalCrime
4097204,3/29/2017,13:00:00,PersonalCrime
4025400,3/29/2017,23:01:00,PersonalCrime
2042600,3/29/2017,20:25:00,PersonalCrime
3086800,3/29/2017,12:30:00,PersonalCrime
5031901,3/29/2017,19:00:00,PersonalCrime
2000100,3/29/2017,16:00:00,PersonalCrime
1027100,3/29/2017,4:00:00,PersonalCrime
2004300,3/29/2017,5:00:00,PersonalCrime
4036600,3/29/2017,3:49:00,PersonalCrime
2007800,3/29/2017,14:00:00,PersonalCrime
3054700,3/29/2017,10:00:00,PersonalCrime
1021800,3/29/2017,17:30:00,PersonalCrime
2000100,3/29/2017,12:35:00,PersonalCrime
1019800,3/29/2017,22:15:00,PersonalCrime
4012200,3/29/2017,21:29:00,PersonalCrime
1022500,3/29/2017,18:20:00,PersonalCrime
2043100,3/29/2017,10:00:00,PersonalCrime
4036600,3/29/2017,3:49:00,PersonalCrime
1001200,3/29/2017,6:30:00,PersonalCrime
4138501,3/29/2017,11:30:00,PersonalCrime
1022301,3/29/2017,19:42:00,PersonalCrime
2012701,3/29/2017,12:00:00,PersonalCrime
2039600,3/29/2017,22:00:00,PersonalCrime
2012701,3/29/2017,12:35:00,PersonalCrime
4041400,3/29/2017,19:20:00,PersonalCrime
2003900,3/29/2017,15:10:00,PersonalCrime
4046000,3/29/2017,21:10:00,PersonalCrime
1024500,3/29/2017,7:45:00,PersonalCrime
2004300,3/29/2017,21:25:00,PersonalCrime
3052700,3/29/2017,16:00:00,PersonalCrime
2011502,3/29/2017,19:55:00,PersonalCrime
1010100,3/29/2017,15:50:00,PersonalCrime
3028100,3/29/2017,18:12:00,PersonalCrime
2005600,3/29/2017,15:20:00,PersonalCrime
1010800,3/29/2017,12:16:00,PersonalCrime
2042300,3/29/2017,2:36:00,PersonalCrime
2048400,3/29/2017,5:39:00,PersonalCrime
2013300,3/29/2017,1:33:00,PersonalCrime
4028400,3/29/2017,21:45:00,PersonalCrime
3115200,3/29/2017,19:50:00,PersonalCrime
2022101,3/29/2017,13:00:00,PersonalCrime
4025400,3/29/2017,22:04:00,PersonalCrime
3090800,3/29/2017,20:00:00,PersonalCrime
2000100,3/29/2017,16:15:00,PersonalCrime
2022102,3/29/2017,7:55:00,PersonalCrime
4010000,3/29/2017,12:10:00,PersonalCrime
1024302,3/29/2017,6:00:00,PersonalCrime
4016300,3/29/2017,19:49:00,PersonalCrime
4050600,3/29/2017,7:00:00,PersonalCrime
3035900,3/29/2017,20:30:00,PersonalCrime
3004100,3/29/2017,19:16:00,PersonalCrime
3079400,3/29/2017,14:37:00,PersonalCrime
2014500,3/29/2017,10:00:00,PersonalCrime
2009200,3/29/2017,18:00:00,PersonalCrime
3077200,3/29/2017,19:00:00,PersonalCrime
2019400,3/29/2017,7:15:00,PersonalCrime
3054500,3/29/2017,12:00:00,PersonalCrime
4049200,3/29/2017,17:00:00,PersonalCrime
3120800,3/29/2017,0:30:00,PersonalCrime
2040100,3/29/2017,19:35:00,PersonalCrime
2042400,3/29/2017,15:40:00,PersonalCrime
3001100,3/29/2017,16:00:00,PersonalCrime
3026300,3/29/2017,4:00:00,PersonalCrime
1019500,3/29/2017,23:42:00,PersonalCrime
3028400,3/29/2017,16:27:00,PersonalCrime
2005300,3/29/2017,10:47:00,PersonalCrime
2004300,3/29/2017,13:15:00,PersonalCrime
1003601,3/29/2017,20:51:00,PersonalCrime
4041400,3/29/2017,20:08:00,PersonalCrime
1024500,3/29/2017,16:30:00,PersonalCrime
1017401,3/29/2017,9:35:00,PersonalCrime
4024000,3/29/2017,13:30:00,PersonalCrime
3117400,3/29/2017,17:40:00,PersonalCrime
3121400,3/29/2017,10:48:00,PersonalCrime
3034300,3/29/2017,21:50:00,PersonalCrime
1003300,3/29/2017,13:00:00,PersonalCrime
1018900,3/29/2017,7:00:00,PersonalCrime
1024500,3/29/2017,19:00:00,PersonalCrime
1019500,3/29/2017,23:50:00,PersonalCrime
1006600,3/29/2017,17:00:00,PersonalCrime
1011900,3/29/2017,8:52:00,PersonalCrime
3112600,3/29/2017,16:00:00,PersonalCrime
2007800,3/29/2017,4:45:00,PersonalCrime
4071304,3/29/2017,16:00:00,PersonalCrime
3050801,3/29/2017,5:40:00,PersonalCrime
3035300,3/29/2017,16:10:00,PersonalCrime
3110400,3/29/2017,0:38:00,PersonalCrime
3117400,3/29/2017,17:40:00,PersonalCrime
3001500,3/29/2017,1:37:00,PersonalCrime
4017400,3/29/2017,11:00:00,PersonalCrime
3008400,3/29/2017,12:05:00,PersonalCrime
2041400,3/29/2017,3:45:00,PersonalCrime
2012300,3/29/2017,13:00:00,PersonalCrime
4044400,3/29/2017,2:20:00,PersonalCrime
1023200,3/29/2017,15:58:00,PersonalCrime
3107800,3/29/2017,15:45:00,PersonalCrime
4014202,3/29/2017,12:09:00,PersonalCrime
2008300,3/29/2017,8:40:00,PersonalCrime
2006800,3/29/2017,9:35:00,PersonalCrime
4062700,3/29/2017,19:30:00,PersonalCrime
1024100,3/29/2017,12:51:00,PersonalCrime
2040502,3/29/2017,9:00:00,PersonalCrime
4097203,3/29/2017,22:00:00,PersonalCrime
3032500,3/29/2017,20:47:00,PersonalCrime
3090000,3/29/2017,13:30:00,PersonalCrime
4044400,3/29/2017,2:20:00,PersonalCrime
3030800,3/29/2017,10:00:00,PersonalCrime
3031900,3/29/2017,4:15:00,PersonalCrime
1003200,3/29/2017,14:16:00,PersonalCrime
1023700,3/29/2017,21:30:00,PersonalCrime
3011800,3/30/2017,22:00:00,PersonalCrime
1008700,3/30/2017,21:30:00,PersonalCrime
3027100,3/30/2017,8:00:00,PersonalCrime
3028900,3/30/2017,20:20:00,PersonalCrime
3082400,3/30/2017,3:30:00,PersonalCrime
1001402,3/30/2017,15:37:00,PersonalCrime
2042902,3/30/2017,19:15:00,PersonalCrime
4122702,3/30/2017,21:00:00,PersonalCrime
4054200,3/30/2017,18:00:00,PersonalCrime
2013100,3/30/2017,1:10:00,PersonalCrime
2000100,3/30/2017,19:30:00,PersonalCrime
3038700,3/30/2017,6:00:00,PersonalCrime
1021200,3/30/2017,17:00:00,PersonalCrime
1024100,3/30/2017,20:00:00,PersonalCrime
3036502,3/30/2017,20:20:00,PersonalCrime
4068300,3/30/2017,1:00:00,PersonalCrime
3034300,3/30/2017,22:15:00,PersonalCrime
4094202,3/30/2017,9:50:00,PersonalCrime
3008200,3/30/2017,20:00:00,PersonalCrime
4033000,3/30/2017,16:34:00,PersonalCrime
2000100,3/30/2017,11:57:00,PersonalCrime
2008700,3/30/2017,17:00:00,PersonalCrime
3081000,3/30/2017,16:40:00,PersonalCrime
1000600,3/30/2017,17:00:00,PersonalCrime
1006200,3/30/2017,16:12:00,PersonalCrime
3019300,3/30/2017,14:00:00,PersonalCrime
3006900,3/30/2017,15:35:00,PersonalCrime
3003700,3/30/2017,15:20:00,PersonalCrime
3043800,3/30/2017,7:00:00,PersonalCrime
5012100,3/30/2017,10:15:00,PersonalCrime
4084900,3/30/2017,6:00:00,PersonalCrime
3086000,3/30/2017,20:10:00,PersonalCrime
2036501,3/30/2017,13:45:00,PersonalCrime
3001100,3/30/2017,11:28:00,PersonalCrime
2021601,3/30/2017,6:45:00,PersonalCrime
4041300,3/30/2017,8:00:00,PersonalCrime
4100801,3/30/2017,11:00:00,PersonalCrime
4008300,3/30/2017,15:15:00,PersonalCrime
1027700,3/30/2017,13:30:00,PersonalCrime
3112800,3/30/2017,20:25:00,PersonalCrime
3046000,3/30/2017,3:50:00,PersonalCrime
2015300,3/30/2017,19:43:00,PersonalCrime
2038500,3/30/2017,6:00:00,PersonalCrime
1027700,3/30/2017,14:15:00,PersonalCrime
1001002,3/30/2017,23:30:00,PersonalCrime
4061000,3/30/2017,12:30:00,PersonalCrime
4035800,3/30/2017,5:15:00,PersonalCrime
4096400,3/30/2017,17:40:00,PersonalCrime
3078600,3/30/2017,18:50:00,PersonalCrime
3037300,3/30/2017,12:00:00,PersonalCrime
4062700,3/30/2017,23:00:00,PersonalCrime
1023400,3/30/2017,1:10:00,PersonalCrime
3089800,3/30/2017,20:20:00,PersonalCrime
3025100,3/30/2017,11:45:00,PersonalCrime
2012901,3/30/2017,22:10:00,PersonalCrime
3021200,3/30/2017,14:26:00,PersonalCrime
4033401,3/30/2017,22:45:00,PersonalCrime
3041300,3/30/2017,19:25:00,PersonalCrime
3119600,3/30/2017,8:00:00,PersonalCrime
1003100,3/30/2017,14:35:00,PersonalCrime
3112400,3/30/2017,14:55:00,PersonalCrime
4033402,3/30/2017,2:00:00,PersonalCrime
1011500,3/30/2017,16:10:00,PersonalCrime
3112400,3/30/2017,21:15:00,PersonalCrime
3036200,3/30/2017,9:00:00,PersonalCrime
3025700,3/30/2017,17:10:00,PersonalCrime
4036500,3/30/2017,0:25:00,PersonalCrime
4103201,3/30/2017,21:05:00,PersonalCrime
5020700,3/30/2017,14:15:00,PersonalCrime
2033600,3/30/2017,6:20:00,PersonalCrime
1015400,3/30/2017,13:00:00,PersonalCrime
4085500,3/30/2017,3:47:00,PersonalCrime
2024100,3/30/2017,2:05:00,PersonalCrime
3049300,3/30/2017,14:50:00,PersonalCrime
5000700,3/30/2017,11:45:00,PersonalCrime
4094700,3/30/2017,15:00:00,PersonalCrime
4058100,3/30/2017,23:00:00,PersonalCrime
2024300,3/30/2017,7:00:00,PersonalCrime
3027500,3/30/2017,21:37:00,PersonalCrime
3051300,3/30/2017,12:00:00,PersonalCrime
4061800,3/30/2017,17:00:00,PersonalCrime
3089000,3/30/2017,9:00:00,PersonalCrime
4094202,3/30/2017,9:50:00,PersonalCrime
2000100,3/30/2017,5:50:00,PersonalCrime
3046000,3/30/2017,3:50:00,PersonalCrime
3007400,3/30/2017,12:35:00,PersonalCrime
1025700,3/30/2017,18:00:00,PersonalCrime
1001002,3/30/2017,5:55:00,PersonalCrime
3067600,3/30/2017,21:10:00,PersonalCrime
4103201,3/30/2017,15:05:00,PersonalCrime
2026500,3/30/2017,17:35:00,PersonalCrime
3036502,3/30/2017,20:20:00,PersonalCrime
1027900,3/30/2017,8:55:00,PersonalCrime
5013400,3/30/2017,22:10:00,PersonalCrime
3048900,3/30/2017,5:00:00,PersonalCrime
2007500,3/30/2017,19:30:00,PersonalCrime
4035100,3/30/2017,17:00:00,PersonalCrime
