Census_Tracts,Time_Period,total
3064600,evening,0
3064600,latenight,1
3064600,midday,0
3064600,morning,0
3064800,evening,0
3064800,latenight,1
3064800,midday,0
3064800,morning,0
3065000,evening,1
3065000,latenight,3
3065000,midday,1
3065000,morning,2
3065200,evening,0
3065200,latenight,0
3065200,midday,2
3065200,morning,0
3065400,evening,0
3065400,latenight,1
3065400,midday,0
3065400,morning,0
3065600,evening,0
3065600,latenight,0
3065600,midday,1
3065600,morning,0
3065800,evening,0
3065800,latenight,2
3065800,midday,0
3065800,morning,0
3066200,evening,1
3066200,latenight,1
3066200,midday,1
3066200,morning,1
3066600,evening,4
3066600,latenight,4
3066600,midday,3
3066600,morning,1
3067000,evening,7
3067000,latenight,3
3067000,midday,2
3067000,morning,1
3067200,evening,1
3067200,latenight,3
3067200,midday,3
3067200,morning,0
3067400,evening,4
3067400,latenight,1
3067400,midday,2
3067400,morning,1
3067600,evening,4
3067600,latenight,4
3067600,midday,2
3067600,morning,2
3067800,evening,2
3067800,latenight,3
3067800,midday,6
3067800,morning,1
3068000,evening,6
3068000,latenight,6
3068000,midday,1
3068000,morning,0
3068200,evening,3
3068200,latenight,0
3068200,midday,1
3068200,morning,2
3068600,evening,0
3068600,latenight,0
3068600,midday,3
3068600,morning,1
3068800,evening,3
3068800,latenight,1
3068800,midday,0
3068800,morning,0
3069000,evening,4
3069000,latenight,2
3069000,midday,5
3069000,morning,0
3069200,evening,6
3069200,latenight,1
3069200,midday,2
3069200,morning,0
3069601,evening,4
3069601,latenight,4
3069601,midday,2
3069601,morning,0
3069602,evening,1
3069602,latenight,0
3069602,midday,3
3069602,morning,0
3069800,evening,2
3069800,latenight,2
3069800,midday,2
3069800,morning,0
3070000,evening,0
3070000,latenight,3
3070000,midday,0
3070000,morning,0
3070201,evening,0
3070201,latenight,2
3070201,midday,0
3070201,morning,0
3070202,evening,4
3070202,latenight,0
3070202,midday,0
3070202,morning,0
3072000,evening,4
3072000,latenight,1
3072000,midday,2
3072000,morning,1
3072200,evening,7
3072200,latenight,5
3072200,midday,2
3072200,morning,4
3072400,evening,7
3072400,latenight,3
3072400,midday,1
3072400,morning,1
3072600,evening,2
3072600,latenight,1
3072600,midday,3
3072600,morning,1
3072800,evening,10
3072800,latenight,0
3072800,midday,0
3072800,morning,1
3073000,evening,5
3073000,latenight,3
3073000,midday,1
3073000,morning,1
3073200,evening,1
3073200,latenight,0
3073200,midday,3
3073200,morning,1
3073400,evening,2
3073400,latenight,2
3073400,midday,2
3073400,morning,3
3073600,evening,1
3073600,latenight,4
3073600,midday,2
3073600,morning,2
3073800,evening,1
3073800,latenight,1
3073800,midday,1
3073800,morning,0
3074000,evening,8
3074000,latenight,20
3074000,midday,13
3074000,morning,5
3074200,evening,5
3074200,latenight,1
3074200,midday,4
3074200,morning,2
3074400,evening,1
3074400,latenight,0
3074400,midday,0
3074400,morning,0
3074600,evening,4
3074600,latenight,0
3074600,midday,0
3074600,morning,1
3074800,evening,1
3074800,latenight,1
3074800,midday,1
3074800,morning,1
3075000,evening,1
3075000,latenight,2
3075000,midday,1
3075000,morning,0
3075200,evening,0
3075200,latenight,3
3075200,midday,0
3075200,morning,0
3075600,evening,1
3075600,latenight,1
3075600,midday,0
3075600,morning,0
3075800,evening,1
3075800,latenight,4
3075800,midday,0
3075800,morning,0
3076000,evening,1
3076000,latenight,2
3076000,midday,1
3076000,morning,0
3076200,evening,5
3076200,latenight,3
3076200,midday,3
3076200,morning,0
3076400,evening,2
3076400,latenight,5
3076400,midday,1
3076400,morning,2
3076600,evening,1
3076600,latenight,0
3076600,midday,1
3076600,morning,1
3076800,evening,4
3076800,latenight,1
3076800,midday,3
3076800,morning,2
3077000,evening,5
3077000,latenight,2
3077000,midday,3
3077000,morning,2
3077200,evening,7
3077200,latenight,4
3077200,midday,2
3077200,morning,2
3077400,evening,4
3077400,latenight,1
3077400,midday,1
3077400,morning,0
3077600,evening,5
3077600,latenight,5
3077600,midday,4
3077600,morning,1
3078000,evening,1
3078000,latenight,2
3078000,midday,2
3078000,morning,1
3078200,evening,10
3078200,latenight,11
3078200,midday,4
3078200,morning,3
3078400,evening,1
3078400,latenight,3
3078400,midday,4
3078400,morning,1
3078600,evening,9
3078600,latenight,11
3078600,midday,10
3078600,morning,2
3078800,evening,8
3078800,latenight,10
3078800,midday,12
3078800,morning,7
3079000,evening,8
3079000,latenight,15
3079000,midday,6
3079000,morning,5
3079200,evening,13
3079200,latenight,9
3079200,midday,6
3079200,morning,3
3079400,evening,10
3079400,latenight,14
3079400,midday,11
3079400,morning,3
3079601,evening,5
3079601,latenight,5
3079601,midday,6
3079601,morning,3
3079602,evening,7
3079602,latenight,18
3079602,midday,5
3079602,morning,6
3079801,evening,2
3079801,latenight,2
3079801,midday,4
3079801,morning,3
3079802,evening,7
3079802,latenight,7
3079802,midday,5
3079802,morning,4
3080000,evening,8
3080000,latenight,3
3080000,midday,4
3080000,morning,2
3080200,evening,10
3080200,latenight,6
3080200,midday,10
3080200,morning,7
3080400,evening,4
3080400,latenight,7
3080400,midday,7
3080400,morning,1
3080600,evening,5
3080600,latenight,4
3080600,midday,4
3080600,morning,1
3080800,evening,24
3080800,latenight,13
3080800,midday,23
3080800,morning,17
3081000,evening,4
3081000,latenight,1
3081000,midday,2
3081000,morning,1
3081400,evening,6
3081400,latenight,6
3081400,midday,4
3081400,morning,3
3081600,evening,4
3081600,latenight,4
3081600,midday,3
3081600,morning,6
3081800,evening,13
3081800,latenight,8
3081800,midday,8
3081800,morning,3
3082000,evening,18
3082000,latenight,17
3082000,midday,15
3082000,morning,5
3082200,evening,17
3082200,latenight,9
3082200,midday,6
3082200,morning,4
3082400,evening,27
3082400,latenight,35
3082400,midday,34
3082400,morning,19
3082600,evening,10
3082600,latenight,14
3082600,midday,10
3082600,morning,6
3082800,evening,18
3082800,latenight,11
3082800,midday,10
3082800,morning,5
3083000,evening,12
3083000,latenight,15
3083000,midday,12
3083000,morning,7
3083200,evening,3
3083200,latenight,5
3083200,midday,4
3083200,morning,2
3083400,evening,1
3083400,latenight,2
3083400,midday,1
3083400,morning,1
3083600,evening,7
3083600,latenight,4
3083600,midday,2
3083600,morning,1
3083800,evening,4
3083800,latenight,8
3083800,midday,4
3083800,morning,0
3084000,evening,8
3084000,latenight,7
3084000,midday,1
3084000,morning,1
3084600,evening,2
3084600,latenight,6
3084600,midday,1
3084600,morning,2
3084800,evening,3
3084800,latenight,2
3084800,midday,5
3084800,morning,3
3085000,evening,1
3085000,latenight,4
3085000,midday,0
3085000,morning,1
3085200,evening,0
3085200,latenight,2
3085200,midday,0
3085200,morning,0
3085400,evening,3
3085400,latenight,3
3085400,midday,2
3085400,morning,3
3085600,evening,4
3085600,latenight,2
3085600,midday,3
3085600,morning,4
3085800,evening,4
3085800,latenight,9
3085800,midday,0
3085800,morning,1
3086000,evening,9
3086000,latenight,8
3086000,midday,5
3086000,morning,0
3086200,evening,6
3086200,latenight,6
3086200,midday,2
3086200,morning,3
3086400,evening,9
3086400,latenight,5
3086400,midday,2
3086400,morning,3
3086600,evening,12
3086600,latenight,6
3086600,midday,7
3086600,morning,1
3086800,evening,20
3086800,latenight,6
3086800,midday,8
3086800,morning,8
3087000,evening,11
3087000,latenight,7
3087000,midday,4
3087000,morning,6
3087200,evening,7
3087200,latenight,6
3087200,midday,2
3087200,morning,3
3087401,evening,7
3087401,latenight,4
3087401,midday,3
3087401,morning,2
3087600,evening,9
3087600,latenight,5
3087600,midday,6
3087600,morning,4
3087800,evening,9
3087800,latenight,3
3087800,midday,8
3087800,morning,6
3088000,evening,9
3088000,latenight,6
3088000,midday,4
3088000,morning,0
3088200,evening,8
3088200,latenight,12
3088200,midday,9
3088200,morning,3
3088400,evening,13
3088400,latenight,10
3088400,midday,7
3088400,morning,2
3088600,evening,13
3088600,latenight,5
3088600,midday,6
3088600,morning,6
3088800,evening,8
3088800,latenight,7
3088800,midday,7
3088800,morning,3
3089000,evening,9
3089000,latenight,18
3089000,midday,15
3089000,morning,7
3089200,evening,28
3089200,latenight,28
3089200,midday,34
3089200,morning,15
3089400,evening,11
3089400,latenight,13
3089400,midday,5
3089400,morning,8
3089600,evening,21
3089600,latenight,13
3089600,midday,9
3089600,morning,10
3089800,evening,14
3089800,latenight,2
3089800,midday,4
3089800,morning,4
3090000,evening,22
3090000,latenight,19
3090000,midday,15
3090000,morning,14
3090200,evening,11
3090200,latenight,11
3090200,midday,12
3090200,morning,4
3090600,evening,36
3090600,latenight,16
3090600,midday,10
3090600,morning,10
3090800,evening,51
3090800,latenight,44
3090800,midday,38
3090800,morning,22
3091000,evening,26
3091000,latenight,18
3091000,midday,20
3091000,morning,8
3091200,evening,29
3091200,latenight,32
3091200,midday,26
3091200,morning,18
3091600,evening,20
3091600,latenight,18
3091600,midday,12
3091600,morning,5
3091800,evening,6
3091800,latenight,4
3091800,midday,8
3091800,morning,4
3092000,evening,26
3092000,latenight,16
3092000,midday,12
3092000,morning,8
3092200,evening,11
3092200,latenight,3
3092200,midday,4
3092200,morning,3
3092400,evening,37
3092400,latenight,53
3092400,midday,32
3092400,morning,27
3092800,evening,10
3092800,latenight,6
3092800,midday,5
3092800,morning,3
3093000,evening,5
3093000,latenight,5
3093000,midday,2
3093000,morning,0
3093200,evening,2
3093200,latenight,1
3093200,midday,6
3093200,morning,0
3093400,evening,3
3093400,latenight,3
3093400,midday,1
3093400,morning,1
3093600,evening,6
3093600,latenight,5
3093600,midday,2
3093600,morning,4
3093800,evening,4
3093800,latenight,6
3093800,midday,4
3093800,morning,4
3094401,evening,7
3094401,latenight,8
3094401,midday,2
3094401,morning,6
3094402,evening,8
3094402,latenight,6
3094402,midday,4
3094402,morning,0
3094600,evening,4
3094600,latenight,3
3094600,midday,1
3094600,morning,0
3095000,evening,6
3095000,latenight,5
3095000,midday,8
3095000,morning,6
3095400,evening,8
3095400,latenight,6
3095400,midday,6
3095400,morning,8
3095600,evening,9
3095600,latenight,6
3095600,midday,4
3095600,morning,2
3095800,evening,11
3095800,latenight,6
3095800,midday,5
3095800,morning,5
3096000,evening,2
3096000,latenight,3
3096000,midday,1
3096000,morning,1
3096200,evening,3
3096200,latenight,2
3096200,midday,5
3096200,morning,1
3096400,evening,6
3096400,latenight,4
3096400,midday,8
3096400,morning,2
3096600,evening,2
3096600,latenight,7
3096600,midday,0
3096600,morning,0
3096800,evening,7
3096800,latenight,7
3096800,midday,0
3096800,morning,0
3097000,evening,4
3097000,latenight,3
3097000,midday,2
3097000,morning,2
3097400,evening,13
3097400,latenight,6
3097400,midday,5
3097400,morning,2
3098200,evening,15
3098200,latenight,21
3098200,midday,16
3098200,morning,3
3098400,evening,1
3098400,latenight,2
3098400,midday,2
3098400,morning,1
3098600,evening,6
3098600,latenight,10
3098600,midday,7
3098600,morning,2
3098800,evening,1
3098800,latenight,1
3098800,midday,3
3098800,morning,3
3099000,evening,5
3099000,latenight,5
3099000,midday,2
3099000,morning,2
3099200,evening,1
3099200,latenight,4
3099200,midday,4
3099200,morning,1
3099400,evening,3
3099400,latenight,3
3099400,midday,2
3099400,morning,4
3099600,evening,5
3099600,latenight,5
3099600,midday,2
3099600,morning,1
3099800,evening,2
3099800,latenight,0
3099800,midday,2
3099800,morning,0
3100400,evening,3
3100400,latenight,2
3100400,midday,2
3100400,morning,1
3100600,evening,2
3100600,latenight,3
3100600,midday,5
3100600,morning,4
3100800,evening,1
3100800,latenight,2
3100800,midday,4
3100800,morning,0
3101000,evening,5
3101000,latenight,1
3101000,midday,5
3101000,morning,0
3101200,evening,1
3101200,latenight,1
3101200,midday,3
3101200,morning,1
3101400,evening,3
3101400,latenight,1
3101400,midday,4
3101400,morning,0
3101600,evening,1
3101600,latenight,0
3101600,midday,2
3101600,morning,0
3101800,evening,0
3101800,latenight,1
3101800,midday,2
3101800,morning,2
3102000,evening,3
3102000,latenight,1
3102000,midday,0
3102000,morning,2
3102200,evening,4
3102200,latenight,9
3102200,midday,3
3102200,morning,2
3102400,evening,3
3102400,latenight,1
3102400,midday,1
3102400,morning,2
3102600,evening,3
3102600,latenight,2
3102600,midday,1
3102600,morning,1
3102800,evening,5
3102800,latenight,6
3102800,midday,5
3102800,morning,3
3103400,evening,19
3103400,latenight,18
3103400,midday,22
3103400,morning,9
3105801,evening,6
3105801,latenight,5
3105801,midday,4
3105801,morning,4
3105804,evening,12
3105804,latenight,6
3105804,midday,4
3105804,morning,0
3107000,evening,10
3107000,latenight,3
3107000,midday,4
3107000,morning,2
3107800,evening,5
3107800,latenight,3
3107800,midday,5
3107800,morning,4
3109800,evening,20
3109800,latenight,23
3109800,midday,15
3109800,morning,10
3110400,evening,34
3110400,latenight,31
3110400,midday,25
3110400,morning,6
3110600,evening,16
3110600,latenight,22
3110600,midday,13
3110600,morning,8
3111000,evening,4
3111000,latenight,7
3111000,midday,5
3111000,morning,7
3111600,evening,10
3111600,latenight,16
3111600,midday,1
3111600,morning,10
3111800,evening,11
3111800,latenight,11
3111800,midday,4
3111800,morning,1
3112000,evening,9
3112000,latenight,5
3112000,midday,4
3112000,morning,7
3112200,evening,7
3112200,latenight,4
3112200,midday,9
3112200,morning,5
3112400,evening,16
3112400,latenight,24
3112400,midday,13
3112400,morning,11
3112600,evening,16
3112600,latenight,19
3112600,midday,12
3112600,morning,7
3112800,evening,17
3112800,latenight,20
3112800,midday,8
3112800,morning,6
3113000,evening,12
3113000,latenight,13
3113000,midday,7
3113000,morning,11
3113200,evening,4
3113200,latenight,5
3113200,midday,5
3113200,morning,2
3113400,evening,23
3113400,latenight,18
3113400,midday,15
3113400,morning,10
3114201,evening,8
3114201,latenight,7
3114201,midday,2
3114201,morning,2
3114202,evening,5
3114202,latenight,1
3114202,midday,1
3114202,morning,2
3114400,evening,16
3114400,latenight,4
3114400,midday,17
3114400,morning,6
3114600,evening,1
3114600,latenight,5
3114600,midday,5
3114600,morning,5
3115000,evening,6
3115000,latenight,7
3115000,midday,5
3115000,morning,4
3115200,evening,15
3115200,latenight,17
3115200,midday,11
3115200,morning,7
3115600,evening,18
3115600,latenight,16
3115600,midday,14
3115600,morning,13
3115800,evening,7
3115800,latenight,9
3115800,midday,9
3115800,morning,8
3116000,evening,8
3116000,latenight,6
3116000,midday,5
3116000,morning,4
3116200,evening,11
3116200,latenight,7
3116200,midday,2
3116200,morning,2
3116400,evening,44
3116400,latenight,59
3116400,midday,50
3116400,morning,25
3116600,evening,10
3116600,latenight,15
3116600,midday,8
3116600,morning,3
3116800,evening,9
3116800,latenight,7
3116800,midday,4
3116800,morning,1
3117000,evening,8
3117000,latenight,3
3117000,midday,2
3117000,morning,3
3117201,evening,5
3117201,latenight,7
3117201,midday,5
3117201,morning,4
3117202,evening,6
3117202,latenight,1
3117202,midday,3
3117202,morning,1
3117400,evening,6
3117400,latenight,13
3117400,midday,7
3117400,morning,3
3117601,evening,3
3117601,latenight,4
3117601,midday,1
3117601,morning,6
3117602,evening,6
3117602,latenight,9
3117602,midday,2
3117602,morning,1
3117800,evening,7
3117800,latenight,3
3117800,midday,0
3117800,morning,2
3118000,evening,7
3118000,latenight,2
3118000,midday,2
3118000,morning,0
3118201,evening,6
3118201,latenight,1
3118201,midday,0
3118201,morning,3
3118202,evening,2
3118202,latenight,4
3118202,midday,5
3118202,morning,0
3118400,evening,12
3118400,latenight,14
3118400,midday,7
3118400,morning,8
3118600,evening,8
3118600,latenight,3
3118600,midday,2
3118600,morning,5
3118800,evening,7
3118800,latenight,5
3118800,midday,3
3118800,morning,2
3119000,evening,1
3119000,latenight,1
3119000,midday,1
3119000,morning,1
3119200,evening,5
3119200,latenight,8
3119200,midday,5
3119200,morning,4
3119400,evening,20
3119400,latenight,10
3119400,midday,9
3119400,morning,5
3119600,evening,26
3119600,latenight,19
3119600,midday,17
3119600,morning,13
3119800,evening,18
3119800,latenight,14
3119800,midday,5
3119800,morning,8
3120000,evening,14
3120000,latenight,8
3120000,midday,11
3120000,morning,7
3120200,evening,7
3120200,latenight,7
3120200,midday,3
3120200,morning,8
3120800,evening,28
3120800,latenight,23
3120800,midday,21
3120800,morning,10
3121000,evening,8
3121000,latenight,9
3121000,midday,11
3121000,morning,2
3121400,evening,7
3121400,latenight,12
3121400,midday,8
3121400,morning,11
3122000,evening,11
3122000,latenight,10
3122000,midday,4
3122000,morning,13
3123700,evening,14
3123700,latenight,5
3123700,midday,6
3123700,morning,6
3150200,evening,0
3150200,latenight,2
3150200,midday,1
3150200,morning,1
3152200,evening,3
3152200,latenight,3
3152200,midday,0
3152200,morning,4
4000100,evening,1
4000100,latenight,4
4000100,midday,2
4000100,morning,2
4000400,evening,3
4000400,latenight,4
4000400,midday,2
4000400,morning,0
4000600,evening,4
4000600,latenight,2
4000600,midday,0
4000600,morning,1
4000700,evening,15
4000700,latenight,20
4000700,midday,13
4000700,morning,9
4000800,evening,2
4000800,latenight,3
4000800,midday,0
4000800,morning,1
4001000,evening,3
4001000,latenight,1
4001000,midday,2
4001000,morning,3
4001200,evening,3
4001200,latenight,6
4001200,midday,2
4001200,morning,1
4001400,evening,0
4001400,latenight,5
4001400,midday,0
4001400,morning,0
4001600,evening,3
4001600,latenight,3
4001600,midday,2
4001600,morning,0
4001800,evening,3
4001800,latenight,2
4001800,midday,2
4001800,morning,3
4001900,evening,4
4001900,latenight,4
4001900,midday,3
4001900,morning,4
4002000,evening,1
4002000,latenight,2
4002000,midday,0
4002000,morning,0
4002200,evening,4
4002200,latenight,5
4002200,midday,1
4002200,morning,2
4002400,evening,0
4002400,latenight,0
4002400,midday,0
4002400,morning,1
4002500,evening,17
4002500,latenight,10
4002500,midday,16
4002500,morning,7
4002600,evening,1
4002600,latenight,2
4002600,midday,0
4002600,morning,3
4002800,evening,2
4002800,latenight,2
4002800,midday,1
4002800,morning,3
4003000,evening,2
4003000,latenight,2
4003000,midday,0
4003000,morning,0
4003100,evening,3
4003100,latenight,6
4003100,midday,5
4003100,morning,0
4003200,evening,2
4003200,latenight,3
4003200,midday,0
4003200,morning,0
4003300,evening,9
4003300,latenight,6
4003300,midday,15
4003300,morning,2
4003400,evening,5
4003400,latenight,4
4003400,midday,0
4003400,morning,0
4003600,evening,2
4003600,latenight,1
4003600,midday,3
4003600,morning,2
4003700,evening,9
4003700,latenight,7
4003700,midday,6
4003700,morning,4
4003800,evening,2
4003800,latenight,3
4003800,midday,6
4003800,morning,4
4003900,evening,0
4003900,latenight,3
4003900,midday,2
4003900,morning,0
4004001,evening,0
4004001,latenight,1
4004001,midday,2
4004001,morning,1
4004002,evening,1
4004002,latenight,8
4004002,midday,1
4004002,morning,2
4004200,evening,2
4004200,latenight,0
4004200,midday,2
4004200,morning,3
4004300,evening,17
4004300,latenight,8
4004300,midday,10
4004300,morning,5
4004401,evening,1
4004401,latenight,5
4004401,midday,2
4004401,morning,4
4004500,evening,8
4004500,latenight,2
4004500,midday,1
4004500,morning,2
4004700,evening,10
4004700,latenight,7
4004700,midday,5
4004700,morning,3
4005000,evening,1
4005000,latenight,1
4005000,midday,0
4005000,morning,0
4005100,evening,1
4005100,latenight,1
4005100,midday,2
4005100,morning,2
4005200,evening,2
4005200,latenight,0
4005200,midday,2
4005200,morning,0
4005300,evening,2
4005300,latenight,4
4005300,midday,6
4005300,morning,1
4005400,evening,4
4005400,latenight,2
4005400,midday,1
4005400,morning,4
4005500,evening,1
4005500,latenight,4
4005500,midday,1
4005500,morning,0
4005700,evening,3
4005700,latenight,5
4005700,midday,0
4005700,morning,2
4005800,evening,5
4005800,latenight,6
4005800,midday,5
4005800,morning,3
4005900,evening,2
4005900,latenight,1
4005900,midday,1
4005900,morning,1
4006100,evening,7
4006100,latenight,5
4006100,midday,3
4006100,morning,2
4006201,evening,4
4006201,latenight,1
4006201,midday,1
4006201,morning,0
4006202,evening,5
4006202,latenight,6
4006202,midday,6
4006202,morning,4
4006300,evening,1
4006300,latenight,0
4006300,midday,2
4006300,morning,1
4006501,evening,12
4006501,latenight,34
4006501,midday,11
4006501,morning,7
4006502,evening,2
4006502,latenight,5
4006502,midday,4
4006502,morning,1
4006900,evening,5
4006900,latenight,7
4006900,midday,3
4006900,morning,3
4007100,evening,4
4007100,latenight,8
4007100,midday,4
4007100,morning,3
4007300,evening,3
4007300,latenight,1
4007300,midday,0
4007300,morning,1
4007500,evening,1
4007500,latenight,2
4007500,midday,1
4007500,morning,0
4007700,evening,3
4007700,latenight,1
4007700,midday,4
4007700,morning,2
4007900,evening,3
4007900,latenight,5
4007900,midday,4
4007900,morning,1
4008100,evening,3
4008100,latenight,3
4008100,midday,2
4008100,morning,1
4008300,evening,5
4008300,latenight,4
4008300,midday,1
4008300,morning,1
4008500,evening,5
4008500,latenight,14
4008500,midday,5
4008500,morning,0
4008600,evening,0
4008600,latenight,6
4008600,midday,6
4008600,morning,3
4008700,evening,28
4008700,latenight,15
4008700,midday,10
4008700,morning,9
4008800,evening,3
4008800,latenight,4
4008800,midday,0
4008800,morning,3
4009100,evening,3
4009100,latenight,0
4009100,midday,1
4009100,morning,2
4009400,evening,6
4009400,latenight,6
4009400,midday,5
4009400,morning,1
4009600,evening,2
4009600,latenight,0
4009600,midday,2
4009600,morning,1
4009700,evening,2
4009700,latenight,2
4009700,midday,0
4009700,morning,0
4009800,evening,11
4009800,latenight,7
4009800,midday,2
4009800,morning,1
4009900,evening,5
4009900,latenight,2
4009900,midday,1
4009900,morning,0
4010000,evening,1
4010000,latenight,14
4010000,midday,3
4010000,morning,1
4010100,evening,2
4010100,latenight,0
4010100,midday,1
4010100,morning,0
4010200,evening,5
4010200,latenight,6
4010200,midday,4
4010200,morning,1
4010300,evening,3
4010300,latenight,3
4010300,midday,2
4010300,morning,1
4010400,evening,2
4010400,latenight,7
4010400,midday,5
4010400,morning,2
4010500,evening,8
4010500,latenight,4
4010500,midday,3
4010500,morning,3
4010600,evening,1
4010600,latenight,3
4010600,midday,3
4010600,morning,2
4010800,evening,2
4010800,latenight,3
4010800,midday,2
4010800,morning,1
4011000,evening,4
4011000,latenight,1
4011000,midday,3
4011000,morning,0
4011100,evening,0
4011100,latenight,1
4011100,midday,1
4011100,morning,1
4011200,evening,15
4011200,latenight,18
4011200,midday,8
4011200,morning,15
4011300,evening,1
4011300,latenight,3
4011300,midday,1
4011300,morning,0
4011400,evening,4
4011400,latenight,1
4011400,midday,2
4011400,morning,3
4011500,evening,0
4011500,latenight,2
4011500,midday,4
4011500,morning,0
4011600,evening,1
4011600,latenight,3
4011600,midday,1
4011600,morning,2
4011700,evening,1
4011700,latenight,4
4011700,midday,1
4011700,morning,3
4011800,evening,3
4011800,latenight,1
4011800,midday,0
4011800,morning,0
4012000,evening,1
4012000,latenight,4
4012000,midday,4
4012000,morning,3
4012200,evening,19
4012200,latenight,9
4012200,midday,11
4012200,morning,8
4012301,evening,0
4012301,latenight,2
4012301,midday,1
4012301,morning,1
4012400,evening,2
4012400,latenight,3
4012400,midday,2
4012400,morning,5
4012500,evening,13
4012500,latenight,2
4012500,midday,8
4012500,morning,7
4012601,evening,3
4012601,latenight,1
4012601,midday,0
4012601,morning,1
4012602,evening,1
4012602,latenight,1
4012602,midday,3
4012602,morning,0
4012800,evening,1
4012800,latenight,2
4012800,midday,1
4012800,morning,0
4013000,evening,2
4013000,latenight,2
4013000,midday,1
4013000,morning,0
4013200,evening,3
4013200,latenight,2
4013200,midday,2
4013200,morning,1
4013400,evening,5
4013400,latenight,4
4013400,midday,5
4013400,morning,3
4013500,evening,2
4013500,latenight,1
4013500,midday,2
4013500,morning,0
4013600,evening,2
4013600,latenight,2
4013600,midday,1
4013600,morning,0
4013700,evening,1
4013700,latenight,3
4013700,midday,0
4013700,morning,3
4013800,evening,7
4013800,latenight,0
4013800,midday,1
4013800,morning,0
4014000,evening,0
4014000,latenight,0
4014000,midday,2
4014000,morning,1
4014100,evening,0
4014100,latenight,1
4014100,midday,0
4014100,morning,1
4014201,evening,3
4014201,latenight,1
4014201,midday,0
4014201,morning,2
4014202,evening,4
4014202,latenight,6
4014202,midday,9
4014202,morning,4
4014300,evening,2
4014300,latenight,11
4014300,midday,4
4014300,morning,5
4014400,evening,1
4014400,latenight,3
4014400,midday,5
4014400,morning,1
4014700,evening,2
4014700,latenight,4
4014700,midday,2
4014700,morning,1
4014800,evening,1
4014800,latenight,2
4014800,midday,0
4014800,morning,0
4014900,evening,3
4014900,latenight,1
4014900,midday,0
4014900,morning,2
4015000,evening,1
4015000,latenight,0
4015000,midday,1
4015000,morning,0
4015100,evening,4
4015100,latenight,0
4015100,midday,3
4015100,morning,1
4015200,evening,5
4015200,latenight,4
4015200,midday,5
4015200,morning,1
4015300,evening,2
4015300,latenight,4
4015300,midday,1
4015300,morning,3
4015400,evening,5
4015400,latenight,3
4015400,midday,0
4015400,morning,1
4015500,evening,4
4015500,latenight,8
4015500,midday,4
4015500,morning,3
4015600,evening,8
4015600,latenight,3
4015600,midday,3
4015600,morning,3
4015700,evening,4
4015700,latenight,9
4015700,midday,1
4015700,morning,2
4015801,evening,8
4015801,latenight,2
4015801,midday,4
4015801,morning,2
4015802,evening,13
4015802,latenight,14
4015802,midday,11
4015802,morning,9
4015900,evening,3
4015900,latenight,6
4015900,midday,3
4015900,morning,0
4016100,evening,2
4016100,latenight,1
4016100,midday,1
4016100,morning,0
4016300,evening,14
4016300,latenight,7
4016300,midday,8
4016300,morning,5
4016400,evening,5
4016400,latenight,5
4016400,midday,0
4016400,morning,0
4016600,evening,6
4016600,latenight,7
4016600,midday,1
4016600,morning,4
4016800,evening,3
4016800,latenight,6
4016800,midday,3
4016800,morning,0
4016900,evening,2
4016900,latenight,1
4016900,midday,1
4016900,morning,3
4017000,evening,5
4017000,latenight,3
4017000,midday,1
4017000,morning,4
4017100,evening,0
4017100,latenight,0
4017100,midday,1
4017100,morning,0
4017200,evening,4
4017200,latenight,2
4017200,midday,1
4017200,morning,3
4017400,evening,1
4017400,latenight,0
4017400,midday,2
4017400,morning,1
4017600,evening,2
4017600,latenight,4
4017600,midday,3
4017600,morning,2
4017800,evening,4
4017800,latenight,6
4017800,midday,1
4017800,morning,0
4017900,evening,5
4017900,latenight,4
4017900,midday,8
4017900,morning,6
4018000,evening,6
4018000,latenight,6
4018000,midday,1
4018000,morning,2
4018101,evening,2
4018101,latenight,1
4018101,midday,3
4018101,morning,1
4018102,evening,1
4018102,latenight,2
4018102,midday,0
4018102,morning,0
4018200,evening,3
4018200,latenight,4
4018200,midday,6
4018200,morning,3
4018300,evening,4
4018300,latenight,6
4018300,midday,1
4018300,morning,3
4018401,evening,7
4018401,latenight,3
4018401,midday,5
4018401,morning,2
4018402,evening,7
4018402,latenight,5
4018402,midday,4
4018402,morning,0
4018501,evening,3
4018501,latenight,0
4018501,midday,2
4018501,morning,2
4018502,evening,2
4018502,latenight,2
4018502,midday,3
4018502,morning,2
4018600,evening,1
4018600,latenight,1
4018600,midday,0
4018600,morning,0
4018700,evening,2
4018700,latenight,3
4018700,midday,1
4018700,morning,3
4018800,evening,3
4018800,latenight,1
4018800,midday,4
4018800,morning,2
4018900,evening,2
4018900,latenight,0
4018900,midday,1
4018900,morning,1
4019000,evening,9
4019000,latenight,14
4019000,midday,4
4019000,morning,3
4019200,evening,0
4019200,latenight,1
4019200,midday,1
4019200,morning,1
4019400,evening,3
4019400,latenight,4
4019400,midday,4
4019400,morning,3
4019600,evening,4
4019600,latenight,3
4019600,midday,3
4019600,morning,4
4019800,evening,2
4019800,latenight,2
4019800,midday,2
4019800,morning,4
4019900,evening,2
4019900,latenight,4
4019900,midday,5
4019900,morning,2
4020200,evening,2
4020200,latenight,5
4020200,midday,4
4020200,morning,0
4020400,evening,9
4020400,latenight,2
4020400,midday,8
4020400,morning,5
4020500,evening,3
4020500,latenight,0
4020500,midday,2
