Census_Tracts,Time_Period,total
3017100,midday,5
3017100,morning,4
3017200,evening,6
3017200,latenight,8
3017200,midday,4
3017200,morning,3
3017400,evening,2
3017400,latenight,1
3017400,midday,3
3017400,morning,1
3017500,evening,2
3017500,latenight,8
3017500,midday,3
3017500,morning,1
3017600,evening,3
3017600,latenight,3
3017600,midday,3
3017600,morning,1
3017700,evening,33
3017700,latenight,28
3017700,midday,22
3017700,morning,13
3017800,evening,11
3017800,latenight,5
3017800,midday,4
3017800,morning,7
3017900,evening,9
3017900,latenight,2
3017900,midday,8
3017900,morning,5
3018000,evening,7
3018000,latenight,4
3018000,midday,7
3018000,morning,4
3018100,evening,18
3018100,latenight,12
3018100,midday,12
3018100,morning,9
3018200,evening,4
3018200,latenight,3
3018200,midday,3
3018200,morning,2
3018300,evening,6
3018300,latenight,8
3018300,midday,9
3018300,morning,8
3018400,evening,4
3018400,latenight,2
3018400,midday,6
3018400,morning,1
3018501,evening,12
3018501,latenight,6
3018501,midday,8
3018501,morning,9
3018600,evening,0
3018600,latenight,0
3018600,midday,4
3018600,morning,0
3018700,evening,8
3018700,latenight,6
3018700,midday,12
3018700,morning,5
3018800,evening,5
3018800,latenight,5
3018800,midday,5
3018800,morning,3
3019000,evening,6
3019000,latenight,7
3019000,midday,7
3019000,morning,11
3019100,evening,10
3019100,latenight,8
3019100,midday,14
3019100,morning,7
3019200,evening,8
3019200,latenight,9
3019200,midday,8
3019200,morning,1
3019300,evening,20
3019300,latenight,11
3019300,midday,21
3019300,morning,10
3019400,evening,6
3019400,latenight,7
3019400,midday,4
3019400,morning,3
3019500,evening,5
3019500,latenight,8
3019500,midday,12
3019500,morning,8
3019600,evening,10
3019600,latenight,3
3019600,midday,10
3019600,morning,3
3019700,evening,10
3019700,latenight,13
3019700,midday,14
3019700,morning,4
3019800,evening,4
3019800,latenight,1
3019800,midday,2
3019800,morning,0
3019900,evening,13
3019900,latenight,5
3019900,midday,16
3019900,morning,7
3020000,evening,3
3020000,latenight,1
3020000,midday,7
3020000,morning,1
3020100,evening,16
3020100,latenight,8
3020100,midday,15
3020100,morning,8
3020200,evening,1
3020200,latenight,3
3020200,midday,3
3020200,morning,2
3020300,evening,9
3020300,latenight,6
3020300,midday,11
3020300,morning,7
3020400,evening,2
3020400,latenight,0
3020400,midday,1
3020400,morning,1
3020500,evening,9
3020500,latenight,8
3020500,midday,6
3020500,morning,7
3020600,evening,0
3020600,latenight,2
3020600,midday,4
3020600,morning,1
3020700,evening,6
3020700,latenight,2
3020700,midday,6
3020700,morning,0
3020800,evening,3
3020800,latenight,3
3020800,midday,3
3020800,morning,4
3021000,evening,3
3021000,latenight,3
3021000,midday,6
3021000,morning,3
3021100,evening,4
3021100,latenight,6
3021100,midday,8
3021100,morning,5
3021200,evening,6
3021200,latenight,3
3021200,midday,9
3021200,morning,1
3021300,evening,22
3021300,latenight,12
3021300,midday,20
3021300,morning,9
3021400,evening,7
3021400,latenight,1
3021400,midday,5
3021400,morning,4
3021500,evening,9
3021500,latenight,7
3021500,midday,9
3021500,morning,5
3021600,evening,4
3021600,latenight,4
3021600,midday,4
3021600,morning,0
3021700,evening,20
3021700,latenight,11
3021700,midday,16
3021700,morning,5
3021800,evening,3
3021800,latenight,3
3021800,midday,4
3021800,morning,0
3021900,evening,11
3021900,latenight,11
3021900,midday,10
3021900,morning,8
3022000,evening,10
3022000,latenight,7
3022000,midday,11
3022000,morning,2
3022100,evening,8
3022100,latenight,13
3022100,midday,9
3022100,morning,8
3022200,evening,5
3022200,latenight,5
3022200,midday,10
3022200,morning,1
3022400,evening,7
3022400,latenight,3
3022400,midday,4
3022400,morning,0
3022600,evening,2
3022600,latenight,2
3022600,midday,4
3022600,morning,3
3022700,evening,50
3022700,latenight,19
3022700,midday,29
3022700,morning,22
3022800,evening,6
3022800,latenight,4
3022800,midday,2
3022800,morning,5
3022900,evening,14
3022900,latenight,14
3022900,midday,8
3022900,morning,12
3023000,evening,2
3023000,latenight,0
3023000,midday,6
3023000,morning,2
3023100,evening,10
3023100,latenight,16
3023100,midday,16
3023100,morning,9
3023200,evening,2
3023200,latenight,3
3023200,midday,6
3023200,morning,1
3023300,evening,18
3023300,latenight,17
3023300,midday,26
3023300,morning,10
3023400,evening,6
3023400,latenight,4
3023400,midday,8
3023400,morning,3
3023500,evening,18
3023500,latenight,12
3023500,midday,13
3023500,morning,9
3023600,evening,4
3023600,latenight,4
3023600,midday,7
3023600,morning,1
3023800,evening,3
3023800,latenight,5
3023800,midday,1
3023800,morning,4
3024000,evening,1
3024000,latenight,3
3024000,midday,7
3024000,morning,1
3024100,evening,22
3024100,latenight,15
3024100,midday,28
3024100,morning,9
3024200,evening,8
3024200,latenight,6
3024200,midday,6
3024200,morning,1
3024300,evening,15
3024300,latenight,13
3024300,midday,17
3024300,morning,3
3024400,evening,1
3024400,latenight,4
3024400,midday,7
3024400,morning,1
3024500,evening,27
3024500,latenight,15
3024500,midday,31
3024500,morning,7
3024600,evening,7
3024600,latenight,6
3024600,midday,7
3024600,morning,0
3024700,evening,24
3024700,latenight,18
3024700,midday,20
3024700,morning,10
3024800,evening,10
3024800,latenight,2
3024800,midday,9
3024800,morning,3
3024900,evening,55
3024900,latenight,20
3024900,midday,77
3024900,morning,28
3025000,evening,5
3025000,latenight,5
3025000,midday,2
3025000,morning,4
3025100,evening,15
3025100,latenight,11
3025100,midday,6
3025100,morning,9
3025200,evening,7
3025200,latenight,4
3025200,midday,13
3025200,morning,3
3025300,evening,19
3025300,latenight,16
3025300,midday,14
3025300,morning,4
3025400,evening,3
3025400,latenight,7
3025400,midday,7
3025400,morning,4
3025500,evening,18
3025500,latenight,9
3025500,midday,8
3025500,morning,7
3025600,evening,14
3025600,latenight,11
3025600,midday,8
3025600,morning,3
3025700,evening,14
3025700,latenight,12
3025700,midday,15
3025700,morning,10
3025800,evening,16
3025800,latenight,2
3025800,midday,4
3025800,morning,4
3025901,evening,2
3025901,latenight,2
3025901,midday,9
3025901,morning,4
3025902,evening,10
3025902,latenight,4
3025902,midday,9
3025902,morning,5
3026000,evening,6
3026000,latenight,4
3026000,midday,7
3026000,morning,2
3026100,evening,25
3026100,latenight,28
3026100,midday,10
3026100,morning,12
3026200,evening,3
3026200,latenight,1
3026200,midday,6
3026200,morning,2
3026300,evening,10
3026300,latenight,8
3026300,midday,8
3026300,morning,4
3026400,evening,6
3026400,latenight,11
3026400,midday,4
3026400,morning,3
3026500,evening,23
3026500,latenight,14
3026500,midday,14
3026500,morning,6
3026600,evening,3
3026600,latenight,3
3026600,midday,4
3026600,morning,3
3026700,evening,14
3026700,latenight,7
3026700,midday,10
3026700,morning,5
3026800,evening,8
3026800,latenight,3
3026800,midday,6
3026800,morning,3
3026900,evening,35
3026900,latenight,15
3026900,midday,32
3026900,morning,11
3027000,evening,3
3027000,latenight,1
3027000,midday,4
3027000,morning,2
3027100,evening,22
3027100,latenight,17
3027100,midday,29
3027100,morning,13
3027200,evening,3
3027200,latenight,1
3027200,midday,5
3027200,morning,5
3027300,evening,19
3027300,latenight,11
3027300,midday,21
3027300,morning,9
3027400,evening,1
3027400,latenight,2
3027400,midday,2
3027400,morning,3
3027500,evening,18
3027500,latenight,12
3027500,midday,16
3027500,morning,9
3027600,evening,6
3027600,latenight,5
3027600,midday,5
3027600,morning,2
3027700,evening,20
3027700,latenight,13
3027700,midday,13
3027700,morning,8
3027800,evening,21
3027800,latenight,7
3027800,midday,8
3027800,morning,5
3027900,evening,17
3027900,latenight,18
3027900,midday,10
3027900,morning,4
3028000,evening,4
3028000,latenight,2
3028000,midday,3
3028000,morning,4
3028100,evening,27
3028100,latenight,15
3028100,midday,12
3028100,morning,10
3028200,evening,7
3028200,latenight,9
3028200,midday,9
3028200,morning,2
3028300,evening,18
3028300,latenight,5
3028300,midday,10
3028300,morning,5
3028400,evening,9
3028400,latenight,8
3028400,midday,12
3028400,morning,6
3028501,evening,10
3028501,latenight,4
3028501,midday,5
3028501,morning,4
3028502,evening,12
3028502,latenight,9
3028502,midday,9
3028502,morning,6
3028600,evening,14
3028600,latenight,11
3028600,midday,6
3028600,morning,4
3028700,evening,23
3028700,latenight,19
3028700,midday,16
3028700,morning,9
3028800,evening,7
3028800,latenight,5
3028800,midday,7
3028800,morning,3
3028900,evening,19
3028900,latenight,12
3028900,midday,11
3028900,morning,11
3029000,evening,20
3029000,latenight,7
3029000,midday,15
3029000,morning,2
3029100,evening,12
3029100,latenight,3
3029100,midday,7
3029100,morning,4
3029200,evening,21
3029200,latenight,5
3029200,midday,19
3029200,morning,9
3029300,evening,22
3029300,latenight,7
3029300,midday,12
3029300,morning,12
3029400,evening,1
3029400,latenight,1
3029400,midday,2
3029400,morning,4
3029500,evening,11
3029500,latenight,10
3029500,midday,8
3029500,morning,6
3029600,evening,11
3029600,latenight,7
3029600,midday,17
3029600,morning,2
3029700,evening,44
3029700,latenight,21
3029700,midday,38
3029700,morning,18
3029800,evening,6
3029800,latenight,12
3029800,midday,16
3029800,morning,3
3029900,evening,11
3029900,latenight,13
3029900,midday,15
3029900,morning,9
3030000,evening,7
3030000,latenight,1
3030000,midday,4
3030000,morning,4
3030100,evening,22
3030100,latenight,11
3030100,midday,16
3030100,morning,14
3030200,evening,3
3030200,latenight,7
3030200,midday,8
3030200,morning,5
3030300,evening,18
3030300,latenight,17
3030300,midday,15
3030300,morning,9
3030400,evening,12
3030400,latenight,3
3030400,midday,17
3030400,morning,6
3030500,evening,23
3030500,latenight,20
3030500,midday,21
3030500,morning,14
3030600,evening,3
3030600,latenight,4
3030600,midday,2
3030600,morning,1
3030700,evening,22
3030700,latenight,14
3030700,midday,19
3030700,morning,8
3030800,evening,8
3030800,latenight,8
3030800,midday,6
3030800,morning,1
3030900,evening,10
3030900,latenight,9
3030900,midday,12
3030900,morning,6
3031100,evening,7
3031100,latenight,19
3031100,midday,19
3031100,morning,7
3031300,evening,24
3031300,latenight,8
3031300,midday,14
3031300,morning,12
3031400,evening,12
3031400,latenight,8
3031400,midday,11
3031400,morning,0
3031500,evening,34
3031500,latenight,18
3031500,midday,23
3031500,morning,11
3031701,evening,11
3031701,latenight,6
3031701,midday,19
3031701,morning,5
3031702,evening,15
3031702,latenight,11
3031702,midday,13
3031702,morning,9
3031900,evening,9
3031900,latenight,6
3031900,midday,18
3031900,morning,7
3032100,evening,28
3032100,latenight,20
3032100,midday,34
3032100,morning,17
3032300,evening,13
3032300,latenight,8
3032300,midday,11
3032300,morning,7
3032500,evening,22
3032500,latenight,19
3032500,midday,16
3032500,morning,13
3032600,evening,28
3032600,latenight,22
3032600,midday,26
3032600,morning,15
3032700,evening,10
3032700,latenight,17
3032700,midday,18
3032700,morning,6
3032800,evening,12
3032800,latenight,11
3032800,midday,11
3032800,morning,4
3032900,evening,15
3032900,latenight,13
3032900,midday,14
3032900,morning,12
3033000,evening,17
3033000,latenight,14
3033000,midday,13
3033000,morning,5
3033100,evening,12
3033100,latenight,12
3033100,midday,22
3033100,morning,4
3033300,evening,4
3033300,latenight,10
3033300,midday,7
3033300,morning,4
3033500,evening,13
3033500,latenight,8
3033500,midday,9
3033500,morning,4
3033600,evening,3
3033600,latenight,3
3033600,midday,3
3033600,morning,2
3033700,evening,19
3033700,latenight,21
3033700,midday,19
3033700,morning,11
3033900,evening,12
3033900,latenight,12
3033900,midday,8
3033900,morning,7
3034000,evening,4
3034000,latenight,1
3034000,midday,2
3034000,morning,2
3034100,evening,13
3034100,latenight,12
3034100,midday,12
3034100,morning,4
3034200,evening,20
3034200,latenight,9
3034200,midday,15
3034200,morning,15
3034300,evening,11
3034300,latenight,6
3034300,midday,10
3034300,morning,3
3034500,evening,13
3034500,latenight,8
3034500,midday,16
3034500,morning,3
3034700,evening,11
3034700,latenight,9
3034700,midday,8
3034700,morning,7
3034800,evening,25
3034800,latenight,11
3034800,midday,18
3034800,morning,7
3034900,evening,17
3034900,latenight,16
3034900,midday,15
3034900,morning,11
3035000,evening,10
3035000,latenight,24
3035000,midday,14
3035000,morning,15
3035100,evening,42
3035100,latenight,38
3035100,midday,30
3035100,morning,21
3035200,evening,4
3035200,latenight,4
3035200,midday,1
3035200,morning,0
3035300,evening,15
3035300,latenight,11
3035300,midday,11
3035300,morning,8
3035400,evening,37
3035400,latenight,25
3035400,midday,35
3035400,morning,18
3035500,evening,16
3035500,latenight,8
3035500,midday,11
3035500,morning,7
3035601,evening,2
3035601,latenight,2
3035601,midday,4
3035601,morning,2
3035602,evening,8
3035602,latenight,5
3035602,midday,12
3035602,morning,6
3035700,evening,16
3035700,latenight,16
3035700,midday,16
3035700,morning,6
3035900,evening,20
3035900,latenight,14
3035900,midday,7
3035900,morning,14
3036001,evening,5
3036001,latenight,5
3036001,midday,4
3036001,morning,1
3036002,evening,5
3036002,latenight,1
3036002,midday,4
3036002,morning,2
3036100,evening,17
3036100,latenight,10
3036100,midday,9
3036100,morning,5
3036200,evening,20
3036200,latenight,10
3036200,midday,19
3036200,morning,6
3036300,evening,17
3036300,latenight,21
3036300,midday,20
3036300,morning,19
3036400,evening,8
3036400,latenight,4
3036400,midday,8
3036400,morning,1
3036501,evening,3
3036501,latenight,5
3036501,midday,8
3036501,morning,3
3036502,evening,6
3036502,latenight,9
3036502,midday,5
3036502,morning,3
3036600,evening,4
3036600,latenight,7
3036600,midday,5
3036600,morning,5
3036700,evening,26
3036700,latenight,15
3036700,midday,18
3036700,morning,8
3036900,evening,18
3036900,latenight,33
3036900,midday,25
3036900,morning,11
3037000,evening,8
3037000,latenight,5
3037000,midday,8
3037000,morning,3
3037100,evening,26
3037100,latenight,10
3037100,midday,34
3037100,morning,12
3037300,evening,23
3037300,latenight,8
3037300,midday,14
3037300,morning,10
3037401,evening,13
3037401,latenight,6
3037401,midday,12
3037401,morning,5
3037402,evening,13
3037402,latenight,7
3037402,midday,11
3037402,morning,2
3037500,evening,20
3037500,latenight,18
3037500,midday,13
3037500,morning,7
3037700,evening,14
3037700,latenight,16
3037700,midday,15
3037700,morning,6
3037900,evening,31
3037900,latenight,21
3037900,midday,20
3037900,morning,9
3038100,evening,33
3038100,latenight,9
3038100,midday,18
3038100,morning,14
3038200,evening,6
3038200,latenight,7
3038200,midday,10
3038200,morning,6
3038300,evening,11
3038300,latenight,12
3038300,midday,14
3038300,morning,8
3038500,evening,11
3038500,latenight,11
3038500,midday,11
3038500,morning,6
3038600,evening,13
3038600,latenight,7
3038600,midday,8
3038600,morning,7
3038700,evening,14
3038700,latenight,15
3038700,midday,20
3038700,morning,17
3038800,evening,7
3038800,latenight,1
3038800,midday,3
3038800,morning,4
3038900,evening,50
3038900,latenight,25
3038900,midday,31
3038900,morning,21
3039000,evening,6
3039000,latenight,3
3039000,midday,3
3039000,morning,4
3039100,evening,16
3039100,latenight,13
3039100,midday,12
3039100,morning,7
3039200,evening,6
3039200,latenight,8
3039200,midday,7
3039200,morning,1
3039300,evening,27
3039300,latenight,17
3039300,midday,15
3039300,morning,14
3039400,evening,6
3039400,latenight,6
3039400,midday,4
3039400,morning,4
3039500,evening,11
3039500,latenight,13
3039500,midday,11
3039500,morning,7
3039600,evening,1
3039600,latenight,5
3039600,midday,4
3039600,morning,1
3039700,evening,21
3039700,latenight,16
3039700,midday,14
3039700,morning,16
3039800,evening,4
3039800,latenight,2
3039800,midday,4
3039800,morning,4
3039900,evening,11
3039900,latenight,14
3039900,midday,8
3039900,morning,9
3040000,evening,9
3040000,latenight,9
3040000,midday,6
3040000,morning,2
3040100,evening,22
3040100,latenight,13
3040100,midday,19
3040100,morning,13
3040200,evening,10
3040200,latenight,6
3040200,midday,9
3040200,morning,3
3040300,evening,22
3040300,latenight,14
3040300,midday,16
3040300,morning,15
3040400,evening,4
3040400,latenight,2
3040400,midday,2
3040400,morning,0
3040500,evening,8
3040500,latenight,13
3040500,midday,12
3040500,morning,5
3040600,evening,4
3040600,latenight,2
3040600,midday,8
3040600,morning,3
3040700,evening,1
3040700,latenight,3
3040700,midday,0
3040700,morning,0
3040800,evening,7
3040800,latenight,1
3040800,midday,8
3040800,morning,2
3040900,evening,16
3040900,latenight,11
3040900,midday,9
3040900,morning,14
3041000,evening,3
3041000,latenight,4
3041000,midday,4
3041000,morning,1
3041100,evening,13
3041100,latenight,5
3041100,midday,5
3041100,morning,3
3041200,evening,10
3041200,latenight,11
3041200,midday,8
3041200,morning,3
3041300,evening,21
3041300,latenight,14
3041300,midday,16
3041300,morning,15
3041401,evening,1
3041401,latenight,6
3041401,midday,2
3041401,morning,2
3041402,evening,0
3041402,latenight,2
3041402,midday,0
3041402,morning,0
3041500,evening,11
3041500,latenight,12
3041500,midday,5
3041500,morning,12
3041600,evening,4
3041600,latenight,2
3041600,midday,5
3041600,morning,6
3041700,evening,11
3041700,latenight,5
3041700,midday,10
3041700,morning,7
3041800,evening,10
3041800,latenight,7
3041800,midday,3
3041800,morning,4
3041900,evening,12
3041900,latenight,10
3041900,midday,12
3041900,morning,7
3042000,evening,11
3042000,latenight,4
3042000,midday,8
3042000,morning,6
3042100,evening,16
3042100,latenight,9
3042100,midday,12
3042100,morning,5
3042200,evening,4
3042200,latenight,9
3042200,midday,7
3042200,morning,3
3042300,evening,10
3042300,latenight,10
3042300,midday,9
3042300,morning,10
3042400,evening,3
3042400,latenight,6
3042400,midday,6
3042400,morning,0
3042500,evening,9
3042500,latenight,16
3042500,midday,8
3042500,morning,9
3042600,evening,9
3042600,latenight,3
3042600,midday,8
3042600,morning,3
3042700,evening,16
3042700,latenight,19
3042700,midday,18
3042700,morning,16
3042800,evening,5
3042800,latenight,5
3042800,midday,8
3042800,morning,3
3042900,evening,13
3042900,latenight,10
3042900,midday,31
3042900,morning,16
3043000,evening,4
3043000,latenight,3
3043000,midday,5
3043000,morning,3
3043100,evening,23
3043100,latenight,11
3043100,midday,28
3043100,morning,15
3043200,evening,2
3043200,latenight,3
3043200,midday,4
3043200,morning,3
3043300,evening,21
3043300,latenight,7
3043300,midday,17
3043300,morning,12
3043400,evening,5
3043400,latenight,5
3043400,midday,7
3043400,morning,3
3043500,evening,13
3043500,latenight,18
3043500,midday,16
3043500,morning,9
3043600,evening,1
3043600,latenight,4
3043600,midday,3
3043600,morning,0
3043700,evening,14
3043700,latenight,13
3043700,midday,6
3043700,morning,12
3043800,evening,4
3043800,latenight,3
3043800,midday,7
3043800,morning,4
3043900,evening,17
3043900,latenight,23
3043900,midday,12
3043900,morning,12
3044000,evening,6
3044000,latenight,4
3044000,midday,11
3044000,morning,2
3044100,evening,13
3044100,latenight,17
3044100,midday,22
3044100,morning,16
3044200,evening,2
3044200,latenight,4
3044200,midday,2
3044200,morning,1
3044300,evening,21
3044300,latenight,15
3044300,midday,10
3044300,morning,9
3044400,evening,5
3044400,latenight,1
3044400,midday,2
3044400,morning,1
3044500,evening,12
3044500,latenight,13
3044500,midday,9
3044500,morning,17
3044600,evening,3
3044600,latenight,1
3044600,midday,3
3044600,morning,1
3044700,evening,13
3044700,latenight,18
3044700,midday,9
3044700,morning,9
3044800,evening,7
3044800,latenight,4
3044800,midday,3
3044800,morning,1
3044900,evening,43
3044900,latenight,27
3044900,midday,22
3044900,morning,18
3045000,evening,1
3045000,latenight,3
3045000,midday,0
3045000,morning,0
3045200,evening,4
3045200,latenight,2
3045200,midday,3
3045200,morning,2
3045300,evening,24
3045300,latenight,13
3045300,midday,20
3045300,morning,18
3045400,evening,5
3045400,latenight,3
3045400,midday,3
3045400,morning,2
3045600,evening,2
3045600,latenight,1
3045600,midday,5
3045600,morning,6
3045800,evening,1
3045800,latenight,4
3045800,midday,4
3045800,morning,1
3046000,evening,4
3046000,latenight,11
3046000,midday,6
3046000,morning,4
3046201,evening,5
3046201,latenight,4
3046201,midday,4
3046201,morning,1
3046202,evening,6
3046202,latenight,3
3046202,midday,0
3046202,morning,4
3046400,evening,5
3046400,latenight,2
3046400,midday,5
3046400,morning,3
3046800,evening,1
3046800,latenight,4
3046800,midday,2
3046800,morning,1
3047000,evening,5
3047000,latenight,0
3047000,midday,5
3047000,morning,1
3047200,evening,5
3047200,latenight,2
3047200,midday,2
3047200,morning,1
3047400,evening,3
3047400,latenight,3
3047400,midday,4
3047400,morning,0
3047600,evening,1
3047600,latenight,0
3047600,midday,3
3047600,morning,3
3047700,evening,19
3047700,latenight,23
3047700,midday,22
3047700,morning,8
3047800,evening,4
3047800,latenight,4
3047800,midday,9
3047800,morning,2
3048000,evening,8
3048000,latenight,7
3048000,midday,8
3048000,morning,5
3048100,evening,15
3048100,latenight,9
3048100,midday,17
3048100,morning,10
3048200,evening,9
3048200,latenight,9
3048200,midday,11
3048200,morning,3
3048400,evening,8
3048400,latenight,5
3048400,midday,6
3048400,morning,8
3048500,evening,26
3048500,latenight,31
3048500,midday,29
3048500,morning,24
3048600,evening,12
3048600,latenight,3
3048600,midday,7
3048600,morning,5
3048800,evening,7
3048800,latenight,3
3048800,midday,7
3048800,morning,6
3048900,evening,11
3048900,latenight,12
3048900,midday,14
3048900,morning,6
3049000,evening,8
3049000,latenight,2
3049000,midday,8
3049000,morning,6
3049100,evening,63
3049100,latenight,30
3049100,midday,52
3049100,morning,27
3049200,evening,1
3049200,latenight,5
3049200,midday,9
3049200,morning,9
3049300,evening,26
3049300,latenight,23
3049300,midday,34
3049300,morning,15
3049400,evening,5
3049400,latenight,3
3049400,midday,10
3049400,morning,2
3049500,evening,17
3049500,latenight,18
3049500,midday,23
3049500,morning,9
3049600,evening,19
3049600,latenight,12
3049600,midday,8
3049600,morning,6
3049700,evening,15
3049700,latenight,9
3049700,midday,4
3049700,morning,9
3049800,evening,7
3049800,latenight,4
3049800,midday,0
3049800,morning,4
3049900,evening,3
3049900,latenight,6
3049900,midday,6
3049900,morning,4
3050000,evening,10
3050000,latenight,11
3050000,midday,5
3050000,morning,4
3050100,evening,17
3050100,latenight,11
3050100,midday,16
3050100,morning,5
3050202,evening,4
3050202,latenight,3
3050202,midday,1
3050202,morning,4
3050300,evening,14
3050300,latenight,15
3050300,midday,8
3050300,morning,6
3050400,evening,10
3050400,latenight,7
3050400,midday,11
3050400,morning,6
3050500,evening,20
3050500,latenight,19
3050500,midday,27
3050500,morning,3
3050600,evening,23
3050600,latenight,15
3050600,midday,19
3050600,morning,13
3050700,evening,24
3050700,latenight,18
3050700,midday,16
3050700,morning,8
3050801,evening,18
3050801,latenight,9
3050801,midday,14
3050801,morning,6
3050803,evening,8
3050803,latenight,6
3050803,midday,10
3050803,morning,8
3050804,evening,20
3050804,latenight,13
3050804,midday,16
3050804,morning,11
3050900,evening,6
3050900,latenight,6
3050900,midday,7
3050900,morning,1
3051001,evening,33
3051001,latenight,13
3051001,midday,17
3051001,morning,6
3051002,evening,8
3051002,latenight,11
3051002,midday,7
3051002,morning,4
3051100,evening,7
3051100,latenight,9
3051100,midday,12
3051100,morning,7
3051200,evening,13
3051200,latenight,13
3051200,midday,14
3051200,morning,9
3051300,evening,27
3051300,latenight,21
3051300,midday,21
3051300,morning,10
3051400,evening,18
3051400,latenight,18
3051400,midday,10
3051400,morning,12
3051500,evening,14
3051500,latenight,8
3051500,midday,4
3051500,morning,3
3051601,evening,9
3051601,latenight,13
3051601,midday,8
3051601,morning,4
3051602,evening,5
3051602,latenight,4
3051602,midday,8
3051602,morning,3
3051700,evening,18
3051700,latenight,12
3051700,midday,11
3051700,morning,9
3051800,evening,8
3051800,latenight,8
3051800,midday,7
3051800,morning,5
3051900,evening,29
3051900,latenight,26
3051900,midday,24
3051900,morning,17
3052000,evening,11
3052000,latenight,11
3052000,midday,7
3052000,morning,7
3052300,evening,22
3052300,latenight,11
3052300,midday,15
3052300,morning,11
3052500,evening,25
3052500,latenight,20
3052500,midday,39
3052500,morning,16
3052600,evening,8
3052600,latenight,7
3052600,midday,8
3052600,morning,8
3052700,evening,30
3052700,latenight,23
3052700,midday,25
3052700,morning,13
3052800,evening,4
3052800,latenight,2
3052800,midday,4
3052800,morning,1
3052900,evening,14
3052900,latenight,7
3052900,midday,12
3052900,morning,6
3053000,evening,6
3053000,latenight,6
3053000,midday,12
3053000,morning,5
3053100,evening,10
3053100,latenight,5
3053100,midday,13
3053100,morning,3
3053200,evening,8
3053200,latenight,7
3053200,midday,3
3053200,morning,4
3053300,evening,5
3053300,latenight,8
3053300,midday,8
3053300,morning,5
3053400,evening,6
3053400,latenight,5
3053400,midday,9
3053400,morning,2
3053500,evening,3
3053500,latenight,10
3053500,midday,3
3053500,morning,1
3053700,evening,2
3053700,latenight,7
3053700,midday,4
3053700,morning,3
3053800,evening,7
3053800,latenight,4
3053800,midday,9
3053800,morning,3
3053900,evening,0
3053900,latenight,1
3053900,midday,0
3053900,morning,1
3054200,evening,5
3054200,latenight,7
3054200,midday,9
3054200,morning,3
3054300,evening,7
3054300,latenight,10
3054300,midday,13
3054300,morning,4
3054400,evening,4
3054400,latenight,8
3054400,midday,4
3054400,morning,3
3054500,evening,14
3054500,latenight,12
3054500,midday,10
3054500,morning,4
3054600,evening,5
3054600,latenight,0
3054600,midday,9
3054600,morning,2
3054700,evening,11
3054700,latenight,12
3054700,midday,14
3054700,morning,8
3054800,evening,3
3054800,latenight,3
3054800,midday,3
3054800,morning,3
3054900,evening,22
3054900,latenight,23
3054900,midday,11
3054900,morning,10
3055000,evening,10
3055000,latenight,15
3055000,midday,12
3055000,morning,8
3055100,evening,17
3055100,latenight,19
3055100,midday,17
3055100,morning,13
3055200,evening,15
3055200,latenight,8
3055200,midday,12
3055200,morning,7
3055300,evening,30
3055300,latenight,28
3055300,midday,23
3055300,morning,10
3055400,evening,14
3055400,latenight,9
3055400,midday,22
3055400,morning,6
3055500,evening,31
3055500,latenight,14
3055500,midday,26
3055500,morning,12
3055600,evening,8
3055600,latenight,0
3055600,midday,3
3055600,morning,5
3055700,evening,14
3055700,latenight,31
3055700,midday,15
3055700,morning,12
3055800,evening,8
3055800,latenight,4
3055800,midday,3
3055800,morning,2
3056000,evening,3
3056000,latenight,2
3056000,midday,4
3056000,morning,3
3056100,evening,13
3056100,latenight,15
3056100,midday,17
3056100,morning,10
3056200,evening,7
3056200,latenight,6
3056200,midday,1
3056200,morning,1
3056300,evening,15
3056300,latenight,10
3056300,midday,6
3056300,morning,9
3056400,evening,4
3056400,latenight,5
3056400,midday,5
3056400,morning,2
3056500,evening,8
3056500,latenight,12
3056500,midday,10
3056500,morning,6
3056600,evening,12
3056600,latenight,2
3056600,midday,6
3056600,morning,3
3056800,evening,3
3056800,latenight,1
3056800,midday,6
3056800,morning,0
3056900,evening,6
3056900,latenight,6
3056900,midday,10
3056900,morning,4
3057000,evening,16
3057000,latenight,8
3057000,midday,11
3057000,morning,3
3057100,evening,7
3057100,latenight,6
3057100,midday,9
3057100,morning,1
3057200,evening,22
3057200,latenight,9
3057200,midday,19
3057200,morning,12
3057300,evening,5
3057300,latenight,3
3057300,midday,3
3057300,morning,4
3057400,evening,5
3057400,latenight,2
3057400,midday,4
3057400,morning,5
3057500,evening,12
3057500,latenight,8
3057500,midday,12
3057500,morning,3
3057600,evening,5
3057600,latenight,3
3057600,midday,3
3057600,morning,4
3057800,evening,10
3057800,latenight,11
3057800,midday,6
3057800,morning,8
3057900,evening,19
3057900,latenight,8
3057900,midday,18
3057900,morning,6
3058000,evening,9
3058000,latenight,5
3058000,midday,9
3058000,morning,3
3058200,evening,2
3058200,latenight,5
3058200,midday,7
3058200,morning,3
3058400,evening,14
3058400,latenight,10
3058400,midday,10
3058400,morning,4
3058600,evening,6
3058600,latenight,4
3058600,midday,5
3058600,morning,0
3058800,evening,4
3058800,latenight,3
3058800,midday,3
3058800,morning,2
3058900,evening,13
3058900,latenight,12
3058900,midday,7
3058900,morning,5
3059000,evening,6
3059000,latenight,6
3059000,midday,3
3059000,morning,0
3059100,evening,6
