Census_Tracts,mean
1000201,0.0
1000202,0.01639344262295082
1000600,0.0106951871657754
1000700,0.0
1000800,0.010752688172043012
1000900,0.0
1001001,0.0
1001002,0.0
1001200,0.0
1001300,0.00847457627118644
1001401,0.0
1001402,0.0
1001501,0.0
1001502,0.0
1001600,0.013986013986013986
1001800,0.01171875
1002000,0.034482758620689655
1002100,0.0
1002201,0.017094017094017096
1002202,0.0
1002400,0.03773584905660377
1002500,0.0
1002601,0.0297029702970297
1002602,0.011627906976744186
1002700,0.0
1002800,0.036036036036036036
1002900,0.0
1003001,0.00398406374501992
1003002,0.0
1003100,0.0
1003200,0.0
1003300,0.004629629629629629
1003400,0.0
1003601,0.0
1003602,0.0
1003700,0.0
1003800,0.01606425702811245
1003900,0.0
1004000,0.005847953216374269
1004100,0.007575757575757576
1004200,0.0
1004300,0.007874015748031496
1004400,0.0
1004500,0.0
1004700,0.007407407407407408
1004800,0.0
1004900,0.0
1005000,0.0
1005200,0.012422360248447204
1005400,0.0
1005501,0.0
1005502,0.012195121951219513
1005600,0.0
1005700,0.0
1005800,0.015463917525773196
1005900,0.0
1006000,0.0
1006100,0.043478260869565216
1006200,0.0
1006300,0.0
1006400,0.043478260869565216
1006500,0.0
1006600,0.0
1006700,0.0
1006800,0.0
1006900,0.0
1007000,0.0
1007100,0.004291845493562232
1007200,0.00641025641025641
1007300,0.0
1007400,0.0
1007500,0.0
1007600,0.0034129692832764505
1007700,0.0
1007800,0.0
1007900,0.004608294930875576
1008000,0.0196078431372549
1008100,0.012658227848101266
1008200,0.0
1008300,0.003745318352059925
1008400,0.004694835680751174
1008601,0.0
1008602,0.0
1008603,0.0
1008700,0.0
1008800,0.010752688172043012
1008900,0.0
1009000,0.0
1009100,0.0
1009200,0.008849557522123894
1009300,0.0
1009400,0.0
1009500,0.013888888888888888
1009600,0.0
1009700,0.0
1009800,0.0
1009900,0.0
1010000,0.00966183574879227
1010100,0.008571428571428572
1010200,0.0
1010300,0.0
1010400,0.0
1010601,0.0
1010602,0.0
1010800,0.01020408163265306
1010900,0.0019723865877712033
1011000,0.0
1011100,0.0058823529411764705
1011201,0.01
1011202,0.0
1011203,0.0
1011300,0.021505376344086023
1011401,0.0
1011402,0.0033783783783783786
1011500,0.006644518272425249
1011600,0.0
1011700,0.0
1011800,0.0
1011900,0.0020161290322580645
1012000,0.0
1012100,0.008714596949891068
1012200,0.0
1012400,0.0
1012500,0.013029315960912053
1012600,0.0
1012700,0.0
1012800,0.0
1012900,0.0045871559633027525
1013000,0.0
1013100,0.005494505494505495
1013200,0.0
1013300,0.0
1013400,0.0
1013500,0.0
1013600,0.0
1013700,0.0
1013800,0.0
1013900,0.0
1014000,0.010526315789473684
1014200,0.0
1014300,0.0
1014401,0.0
1014402,0.0
1014500,0.007042253521126761
1014601,0.0
1014602,0.0
1014700,0.0
1014801,0.0136986301369863
1014802,0.0058823529411764705
1014900,0.0
1015001,0.0
1015002,0.0
1015100,0.0
1015200,0.0
1015300,0.0
1015400,0.0
1015500,0.0
1015601,0.0
1015602,0.0
1015700,0.0
1015801,0.0
1015802,0.0
1015900,0.0
1016001,0.0
1016002,0.0
1016100,0.0
1016200,0.013333333333333334
1016300,0.010309278350515464
1016400,0.025
1016500,0.010638297872340425
1016600,0.027472527472527472
1016700,0.021052631578947368
1016800,0.0
1016900,0.0
1017000,0.0
1017100,0.0
1017200,0.050505050505050504
1017300,0.0
1017401,0.0
1017402,0.0
1017500,0.009433962264150943
1017700,0.0
1017800,0.01282051282051282
1017900,0.0
1018000,0.015267175572519083
1018100,0.0
1018200,0.022727272727272728
1018300,0.018691588785046728
1018400,0.0
1018500,0.0
1018600,0.02097902097902098
1018700,0.0
1018800,0.03225806451612903
1018900,0.036585365853658534
1019000,0.009900990099009901
1019100,0.006711409395973154
1019200,0.0684931506849315
1019300,0.0
1019400,0.04225352112676056
1019500,0.023076923076923078
1019600,0.018469656992084433
1019701,0.0
1019702,0.0196078431372549
1019800,0.007692307692307693
1019900,0.0
1020000,0.0
1020101,0.0
1020102,0.020689655172413793
1020300,0.0
1020500,0.0
1020600,0.0
1020701,0.0
1020800,0.0
1020901,0.014814814814814815
1021000,0.007407407407407408
1021100,0.0
1021200,0.0
1021303,0.0
1021400,0.0
1021500,0.015873015873015872
1021600,0.01935483870967742
1021703,0.0
1021800,0.010752688172043012
1021900,0.019704433497536946
1022000,0.010752688172043012
1022102,0.0
1022200,0.005249343832020997
1022301,0.0
1022302,0.0
1022400,0.014925373134328358
1022500,0.0
1022600,0.0
1022700,0.014084507042253521
1022800,0.008583690987124463
1022900,0.005988023952095809
1023000,0.04316546762589928
1023100,0.0
1023200,0.006944444444444444
1023300,0.00819672131147541
1023400,0.0
1023501,0.0
1023502,0.0
1023600,0.01020408163265306
1023700,0.0
1023801,0.0
1023802,0.0
1023900,0.0
1024000,0.0
1024100,0.008928571428571428
1024200,0.007407407407407408
1024301,0.0
1024302,0.0
1024500,0.031413612565445025
1024700,0.012987012987012988
1024900,0.0
1025100,0.029850746268656716
1025300,0.0
1025500,0.014492753623188406
1025700,0.0
1025900,0.0
1026100,0.03968253968253968
1026300,0.008849557522123894
1026500,0.0
1026700,0.06666666666666667
1026900,0.0
1027100,0.00411522633744856
1027300,0.0
1027500,0.0
1027700,0.0
1027900,0.0
1028100,0.0
1028300,0.0
1028500,0.0
1028700,0.0
1029100,0.0049261083743842365
1029300,0.0049261083743842365
1029500,0.0
1029700,0.0
1029900,0.015384615384615385
1030300,0.0
1030700,0.0
1030900,0.0
1031100,0.0
1031703,0.0
1031704,0.0
1031900,0.0
2000100,0.0
2000200,0.0
2000400,0.0
2001600,0.0
2001900,0.005405405405405406
2002000,0.0
2002300,0.011904761904761904
2002400,0.0
2002500,0.0
2002701,0.0
2002702,0.03225806451612903
2002800,0.0
2003100,0.0
2003300,0.011764705882352941
2003500,0.015384615384615385
2003700,0.0
2003800,0.0
2003900,0.022727272727272728
2004001,0.0
2004100,0.011049723756906077
2004200,0.005263157894736842
2004300,0.012711864406779662
2004400,0.0
2004600,0.0
2004800,0.0
2005001,0.0
2005002,0.0
2005100,0.031496062992125984
2005200,0.0
2005300,0.0
2005400,0.0070921985815602835
2005600,0.0
2005902,0.0
2006000,0.0
2006100,0.0
2006200,0.03067484662576687
2006300,0.006289308176100629
2006400,0.0
2006500,0.007220216606498195
2006700,0.011560693641618497
2006800,0.0
2006900,0.029239766081871343
2007000,0.0
2007100,0.025252525252525252
2007200,0.0
2007300,0.00847457627118644
2007400,0.0
2007500,0.006535947712418301
2007600,0.0
2007700,0.0
2007800,0.0
2007900,0.007692307692307693
2008300,0.0
2008400,0.0
2008500,0.0
2008600,0.0
2008700,0.0
2008900,0.0
2009000,0.007751937984496124
2009200,0.0
2009300,0.012396694214876033
2009600,0.0
2009800,0.0
2011000,0.0
2011502,0.0
2011700,0.0
2011800,0.0
2011900,0.0
2012101,0.0
2012102,0.0
2012300,0.00980392156862745
2012500,0.011494252873563218
2012701,0.0
2012901,0.01652892561983471
2013000,0.0
2013100,0.0
2013200,0.0
2013300,0.025
2013500,0.0
2013800,0.0
2014100,0.02097902097902098
2014300,0.0
2014400,0.0
2014500,0.0
2014701,0.010638297872340425
2014702,0.0
2014900,0.0
2015100,0.017857142857142856
2015200,0.0
2015300,0.0
2015500,0.01639344262295082
2015700,0.03125
2015800,0.0
2015900,0.0
2016000,0.0
2016100,0.0072992700729927005
2016200,0.0
2016300,0.0
2016400,0.0
2016500,0.00819672131147541
2016600,0.0
2016700,0.0
2016900,0.0
2017100,0.0
2017300,0.010309278350515464
2017500,0.0234375
2017701,0.0
2017702,0.0
2017901,0.024390243902439025
2017902,0.0
2018101,0.024390243902439025
2018102,0.028985507246376812
2018301,0.0
2018302,0.0
2018400,0.0
2018500,0.017921146953405017
2018900,0.03225806451612903
2019300,0.0
2019400,0.0
2019500,0.006622516556291391
2019700,0.03676470588235294
2019900,0.014388489208633094
2020000,0.0
2020100,0.0
2020200,0.0
2020400,0.0
2020501,0.0
2020502,0.03225806451612903
2020601,0.0
2020900,0.03225806451612903
2021001,0.0
2021002,0.0
2021100,0.0
2021200,0.0
2021301,0.0
2021302,0.0
2021501,0.0
2021502,0.0
2021601,0.0
2021602,0.0
2021700,0.02040816326530612
2021800,0.0
2021900,0.0
2022000,0.0
2022101,0.008620689655172414
2022102,0.0
2022200,0.0
2022300,0.017241379310344827
2022401,0.0
2022403,0.0
2022404,0.0
2022500,0.017543859649122806
2022701,0.0
2022702,0.0
2022703,0.0
2022800,0.0
2022901,0.0
2022902,0.0
2023000,0.0
2023100,0.027777777777777776
2023200,0.024390243902439025
2023301,0.017857142857142856
2023302,0.0
2023501,0.02
2023502,0.009615384615384616
2023600,0.0
2023702,0.024096385542168676
2023703,0.00819672131147541
2023704,0.07352941176470588
2023800,0.0
2023900,0.03278688524590164
2024000,0.0
2024100,0.0
2024300,0.011627906976744186
2024400,0.0
2024501,0.014084507042253521
2024502,0.0
2024600,0.0
2024700,0.0
2024800,0.0
2024900,0.0
2025000,0.0
2025100,0.006666666666666667
2025200,0.0
2025300,0.015267175572519083
2025400,0.0
2025500,0.0
2025600,0.0
2025700,0.0
2026100,0.0
2026300,0.008547008547008548
2026400,0.0
2026500,0.009259259259259259
2026601,0.0
2026602,0.0
2026701,0.0
2026702,0.0
2026900,0.010526315789473684
2027300,0.0
2027401,0.0
2027402,0.0
2027600,0.0
2027700,0.0
2027900,0.0
2028100,0.0
2028300,0.0
2028400,0.05172413793103448
2028500,0.0
2028600,0.0
2028700,0.0
2028800,0.023809523809523808
2028900,0.0
2029301,0.0
2029302,0.0
2029500,0.0
2029600,0.0
2029700,0.0
2030000,0.0
2030100,0.0
2030200,0.0
2030701,0.0
2030900,0.0
2031000,0.0
2031200,0.045454545454545456
2031400,0.0
2031600,0.0
2031800,0.0
2031900,0.0
2032300,0.0
2032400,0.0
2032600,0.0
2032800,0.0
2033000,0.021052631578947368
2033201,0.0
2033202,0.0
2033400,0.018867924528301886
2033500,0.0
2033600,0.0
2033700,0.0
2033800,0.0
2034000,0.0
2034200,0.0
2034300,0.0
2034400,0.0
2034500,0.0
2034800,0.0
2035000,0.0
2035100,0.0
2035600,0.0
2035800,0.0
2035900,0.014285714285714285
2036000,0.0
2036100,0.0
2036300,0.013071895424836602
2036400,0.018518518518518517
2036501,0.0
2036502,0.014705882352941176
2036700,0.022222222222222223
2036800,0.0
2036901,0.0
2036902,0.0
2037000,0.0
2037100,0.011627906976744186
2037200,0.0
2037300,0.008403361344537815
2037400,0.027777777777777776
2037504,0.007692307692307693
2037600,0.0
2037800,0.0
2037900,0.0
2038000,0.007352941176470588
2038100,0.015789473684210527
2038200,0.0
2038301,0.0
2038302,0.0
2038500,0.018292682926829267
2038600,0.0
2038700,0.011363636363636364
2038800,0.023809523809523808
2038900,0.010471204188481676
2039000,0.0
2039100,0.007246376811594203
2039200,0.0
2039300,0.008771929824561403
2039400,0.0
2039500,0.006493506493506494
2039600,0.0
2039700,0.0
2039800,0.0
2039901,0.01485148514851485
2039902,0.011764705882352941
2040100,0.005319148936170213
2040302,0.0
2040303,0.0
2040304,0.015151515151515152
2040400,0.0
2040501,0.02127659574468085
2040502,0.0
2040600,0.0
2040701,0.0
2040702,0.020833333333333332
2040800,0.0
2040900,0.0
2041100,0.0
2041300,0.0
2041400,0.0
2041500,0.0
2041800,0.0
2041900,0.00847457627118644
2042000,0.0
2042100,0.005681818181818182
2042200,0.0
2042300,0.0
2042400,0.0049504950495049506
2042500,0.007751937984496124
2042600,0.010526315789473684
2042800,0.0
2042901,0.0
2042902,0.025
2043000,0.0
2043100,0.006289308176100629
2043400,0.014285714285714285
2043500,0.0
2043600,0.0
2044200,0.011235955056179775
2044400,0.0
2044800,0.0
2044901,0.0
2044902,0.0
2045101,0.0
2045102,0.0
2045600,0.0
2045800,0.0
2046000,0.0
2046201,0.010309278350515464
2046202,0.006134969325153374
2048400,0.0
2050400,0.0
2051600,0.0
3000100,0.0
3000200,0.0
3000301,0.0
3000501,0.0
3000502,0.0
3000700,0.0
3000900,0.013605442176870748
3001100,0.003246753246753247
3001300,0.0
3001500,0.014336917562724014
3001800,0.0
3002000,0.0
3002100,0.0
3002200,0.0
3002300,0.01694915254237288
3002901,0.0
3003000,0.047619047619047616
3003100,0.0
3003300,0.007936507936507936
3003400,0.0
3003500,0.006289308176100629
3003600,0.0
3003700,0.011764705882352941
3003800,0.0
3003900,0.0
3004100,0.0
3004300,0.0
3004400,0.0
3004500,0.0
3004600,0.0
3004700,0.0
3004900,0.0
3005000,0.0
3005100,0.0
3005201,0.0
3005202,0.0
3005300,0.0
3005400,0.0
3005601,0.0
3005602,0.0
3005800,0.0
3005900,0.017543859649122806
3006000,0.0
3006200,0.0
3006300,0.03333333333333333
3006400,0.0
3006500,0.0
3006600,0.0
3006700,0.0
3006800,0.0
3006900,0.0
3007000,0.0
3007100,0.0
3007200,0.0
3007400,0.0
3007500,0.0
3007600,0.01639344262295082
3007700,0.0
3007800,0.04411764705882353
3008000,0.020833333333333332
3008200,0.0
3008400,0.015384615384615385
3008500,0.01764705882352941
3008600,0.0
3008800,0.0
3009000,0.0
3009200,0.0
3009400,0.0
3009600,0.0
3009800,0.0
3010000,0.0
3010100,0.0
3010200,0.0
3010400,0.0
3010600,0.0
3010800,0.0
3011000,0.0
